,weight2011,weight2021,height2011,height2021
9314,72.0,66,178.0,182
9315,62.0,75,174.0,190
9316,75.0,78,179.0,193
9317,75.0,81,180.0,187
9318,67.0,69,172.0,170
9319,95.0,74,193.0,182
9320,72.0,69,180.0,170
9321,90.0,81,180.0,185
9322,75.0,68,180.0,181
9323,73.0,82,180.0,192
9324,81.0,76,191.0,184
9325,58.0,90,170.0,196
9326,77.0,62,181.0,169
9327,76.0,68,182.0,168
9328,76.0,82,185.0,182
9329,76.0,71,171.0,175
9330,81.0,77,185.0,183
9331,80.0,65,179.0,173
9332,78.0,75,186.0,180
9333,71.0,78,171.0,193
9334,80.0,70,183.0,184
9335,78.0,62,184.0,168
9336,76.0,85,180.0,185
9337,70.0,68,182.0,182
9338,67.0,72,175.0,184
9339,72.0,71,181.0,180
9340,82.0,70,185.0,176
9341,72.0,65,185.0,173
9342,70.0,85,178.0,187
9343,69.0,73,175.0,182
9344,65.0,69,175.0,170
9345,84.0,82,187.0,190
9346,89.0,78,186.0,184
9347,80.0,79,187.0,181
9348,87.0,84,188.0,185
9349,82.0,77,190.0,188
9350,77.0,80,190.0,185
9351,76.0,75,180.0,180
9352,69.0,75,173.0,178
9353,80.0,64,188.0,169
9354,70.0,60,175.0,161
9355,73.0,70,183.0,177
9356,89.0,71,187.0,178
9357,86.0,73,191.0,183
9358,80.0,73,192.0,180
9359,68.0,85,180.0,192
9360,75.0,78,183.0,185
9361,78.0,80,180.0,190
9362,67.0,71,175.0,182
9363,72.0,76,183.0,181
9364,75.0,77,180.0,188
9365,78.0,70,184.0,172
9366,64.0,75,174.0,171
9367,70.0,64,173.0,168
9368,77.0,82,178.0,185
9369,75.0,69,181.0,178
9370,71.0,68,172.0,170
9371,67.0,82,184.0,186
9372,70.0,67,185.0,173
9373,75.0,84,180.0,185
9374,73.0,83,180.0,180
9375,77.0,90,178.0,190
9376,74.0,73,184.0,176
9377,74.0,87,179.0,192
9378,80.0,79,183.0,183
9379,86.0,79,189.0,186
9380,59.0,72,170.0,180
9381,64.0,81,177.0,188
9382,68.0,71,176.0,177
9383,99.0,78,197.0,183
9384,80.0,66,180.0,176
9385,80.0,81,180.0,180
9386,79.0,82,181.0,186
9387,84.0,79,188.0,181
9388,69.0,85,174.0,186
9389,83.0,73,188.0,183
9390,77.0,68,183.0,173
9391,78.0,72,178.0,178
9392,77.0,71,183.0,180
9393,88.0,70,191.0,184
9394,78.0,75,182.0,183
9395,77.0,74,186.0,185
9396,70.0,68,187.0,177
9397,80.0,77,184.0,186
9398,64.0,75,173.0,172
9399,70.0,91,170.0,195
9400,79.0,77,179.0,180
9401,64.0,82,169.0,194
9402,75.0,77,177.0,183
9403,80.0,80,183.0,191
9404,66.0,72,173.0,191
9405,63.0,81,170.0,188
9406,81.0,65,181.0,180
9407,75.0,76,182.0,177
9408,75.0,86,184.0,189
9409,78.0,75,179.0,193
9410,71.0,77,172.0,188
9411,74.0,75,175.0,188
9412,82.0,78,187.0,189
9413,78.0,71,185.0,178
9414,71.0,80,180.0,188
9415,82.0,89,183.0,189
9416,70.0,80,180.0,186
9417,77.0,72,183.0,176
9418,88.0,72,190.0,178
9419,85.0,68,188.0,175
9420,74.0,88,185.0,187
9421,72.0,72,177.0,175
9422,78.0,85,183.0,182
9423,72.0,84,171.0,186
9424,77.0,76,184.0,183
9425,83.0,67,187.0,179
9426,78.0,70,181.0,178
9427,76.0,63,180.0,168
9428,62.0,79,178.0,185
9429,67.0,81,173.0,183
9430,81.0,70,188.0,180
9431,74.0,68,188.0,171
9432,73.0,69,180.0,175
9433,76.0,77,180.0,179
9434,83.0,58,185.0,158
9435,84.0,68,189.0,176
9436,79.0,76,188.0,185
9437,82.0,74,190.0,177
9438,70.0,66,176.0,169
9439,73.0,74,173.0,183
9440,72.0,73,175.0,179
9441,80.0,75,184.0,180
9442,76.0,70,184.0,178
9443,79.0,79,184.0,184
9444,70.0,77,184.0,173
9445,79.0,87,186.0,198
9446,80.0,69,187.0,176
9447,70.0,70,173.0,177
9448,68.0,77,180.0,175
9449,76.0,70,178.0,170
9450,72.0,69,186.0,179
9451,78.0,88,183.0,191
9452,82.0,87,190.0,189
9453,66.0,67,171.0,179
9454,70.0,83,175.0,191
9455,84.0,75,186.0,185
9456,73.0,75,183.0,180
9457,75.0,69,185.0,179
9458,80.0,90,182.0,198
9459,79.0,74,185.0,177
9460,71.0,70,183.0,175
9461,73.0,77,179.0,177
9462,65.0,69,175.0,176
9463,69.0,78,180.0,178
9464,67.0,77,174.0,184
9465,81.0,76,186.0,183
9466,83.0,82,192.0,188
9467,76.0,74,178.0,182
9468,68.0,85,183.0,193
9469,71.0,60,175.0,165
9470,80.0,81,188.0,186
9471,77.0,70,172.0,170
9472,73.0,94,184.0,188
9473,73.0,74,178.0,174
9474,90.0,80,194.0,191
9475,90.0,85,183.0,185
9476,81.0,66,187.0,172
9477,70.0,78,176.0,183
9478,88.0,74,189.0,183
9479,63.0,82,170.0,185
9480,67.0,74,181.0,174
9481,79.0,72,185.0,180
9482,76.0,81,180.0,180
9483,74.0,63,188.0,172
9484,84.0,80,188.0,181
9485,66.0,81,175.0,178
9486,77.0,68,187.0,181
9487,69.0,79,177.0,186
9488,94.0,69,195.0,180
9489,78.0,71,180.0,182
9490,65.0,69,172.0,178
9491,75.0,70,185.0,180
9492,75.0,66,187.0,168
9493,74.0,73,181.0,183
9494,67.0,64,170.0,169
9495,74.0,83,179.0,194
9496,69.0,84,177.0,188
9497,73.0,74,175.0,180
9498,66.0,81,178.0,187
9499,73.0,72,186.0,178
9500,80.0,69,191.0,173
9501,85.0,75,188.0,183
9502,70.0,86,175.0,185
9503,87.0,70,188.0,182
9504,84.0,84,185.0,187
9505,89.0,63,193.0,177
9506,84.0,73,185.0,188
9507,75.0,77,182.0,180
9508,80.0,78,188.0,180
9509,83.0,65,190.0,174
9510,74.0,68,180.0,173
9511,76.0,73,187.0,179
9512,71.0,76,181.0,181
9513,70.0,78,184.0,180
9514,66.0,83,173.0,186
9515,90.0,84,198.0,174
9516,85.0,70,185.0,174
9517,60.0,74,170.0,177
9518,80.0,68,184.0,177
9519,70.0,78,183.0,182
9520,70.0,88,185.0,195
9521,68.0,79,173.0,188
9522,78.0,79,184.0,187
9523,64.0,68,172.0,178
9524,79.0,75,186.0,190
9525,72.0,81,176.0,186
9526,76.0,73,180.0,183
9527,83.0,72,184.0,177
9528,72.0,74,174.0,174
9529,81.0,81,175.0,190
9530,73.0,80,183.0,188
9531,80.0,77,186.0,187
9532,71.0,67,182.0,177
9533,66.0,73,172.0,180
9534,77.0,68,183.0,182
9535,79.0,75,183.0,178
9536,85.0,73,190.0,177
9537,76.0,81,185.0,186
9538,70.0,85,178.0,181
9539,78.0,70,185.0,180
9540,85.0,68,183.0,174
9541,81.0,69,185.0,171
9542,80.0,66,193.0,165
9543,80.0,77,189.0,177
9544,76.0,70,181.0,177
9545,77.0,70,184.0,178
9546,83.0,74,176.0,183
9547,68.0,72,180.0,175
9548,80.0,83,184.0,190
9549,68.0,76,183.0,182
9550,81.0,69,183.0,175
9551,67.0,72,177.0,179
9552,84.0,77,185.0,190
9553,65.0,76,173.0,172
9554,86.0,75,188.0,183
9555,78.0,77,182.0,189
9556,70.0,71,178.0,174
9557,84.0,67,191.0,167
9558,75.0,68,180.0,180
9559,75.0,68,175.0,175
9560,63.0,77,170.0,188
9561,77.0,78,187.0,180
9562,87.0,55,190.0,165
9563,72.0,82,178.0,189
9564,77.0,71,183.0,178
9565,81.0,60,190.0,172
9566,68.0,81,170.0,175
9567,68.0,59,172.0,179
9568,85.0,78,191.0,184
9569,95.0,69,196.0,178
9570,78.0,74,177.0,185
9571,79.0,67,185.0,175
9572,70.0,80,175.0,184
9573,70.0,77,174.0,178
9574,79.0,77,183.0,185
9575,75.0,77,186.0,184
9576,69.0,63,176.0,170
9577,78.0,83,184.0,189
9578,78.0,72,180.0,175
9579,76.0,88,180.0,193
9580,68.0,83,170.0,188
9581,79.0,67,177.0,169
9582,70.0,84,180.0,193
9583,75.0,72,188.0,173
9584,83.0,75,190.0,177
9585,81.0,75,181.0,178
9586,72.0,83,184.0,184
9587,83.0,80,189.0,177
9588,67.0,82,183.0,178
9589,72.0,65,180.0,178
9590,79.0,85,188.0,193
9591,82.0,82,190.0,186
9592,77.0,88,178.0,189
9593,73.0,74,184.0,184
9594,75.0,87,180.0,197
9595,67.0,68,182.0,175
9596,78.0,52,187.0,164
9597,80.0,81,187.0,185
9598,66.0,78,173.0,180
9599,94.0,77,199.0,187
9600,70.0,76,183.0,182
9601,75.0,81,176.0,189
9602,74.0,65,182.0,170
9603,79.0,67,188.0,169
9604,73.0,71,178.0,170
9605,80.0,98,184.0,188
9606,67.0,80,169.0,195
9607,78.0,75,190.0,190
9608,65.0,91,170.0,193
9609,76.0,78,177.0,182
9610,82.0,62,175.0,173
9611,82.0,60,185.0,164
9612,72.0,63,175.0,174
9613,85.0,80,179.0,187
9614,70.0,75,180.0,183
9615,70.0,70,181.0,175
9616,74.0,89,188.0,192
9617,76.0,70,178.0,184
9618,76.0,69,188.0,183
9619,78.0,76,183.0,179
9620,73.0,93,180.0,195
9621,68.0,78,175.0,183
9622,75.0,73,180.0,178
9623,75.0,71,179.0,177
9624,67.0,70,176.0,175
9625,73.0,91,166.0,190
9626,87.0,86,188.0,191
9627,77.0,84,183.0,181
9628,83.0,87,188.0,191
9629,74.0,68,180.0,186
9630,79.0,73,180.0,171
9631,76.0,74,180.0,175
9632,68.0,73,180.0,181
9633,75.0,72,176.0,181
9634,64.0,79,170.0,171
9635,70.0,66,180.0,172
9636,70.0,76,174.0,181
9637,70.0,69,170.0,178
9638,73.0,71,175.0,175
9639,72.0,71,183.0,173
9640,83.0,80,190.0,178
9641,71.0,70,176.0,177
9642,76.0,74,183.0,178
9643,75.0,70,176.0,178
9644,69.0,66,178.0,181
9645,72.0,68,181.0,178
9646,66.0,64,169.0,170
9647,83.0,82,188.0,191
9648,75.0,72,180.0,183
9649,77.0,81,180.0,187
9650,76.0,72,180.0,180
9651,71.0,67,180.0,182
9652,82.0,77,187.0,186
9653,82.0,80,188.0,185
9654,78.0,73,182.0,183
9655,74.0,92,181.0,194
9656,72.0,77,181.0,185
9657,70.0,70,188.0,179
9658,59.0,82,168.0,195
9659,75.0,70,171.0,172
9660,58.0,89,167.0,187
9661,86.0,69,191.0,179
9662,82.0,88,187.0,187
9663,78.0,68,184.0,172
9664,86.0,92,186.0,202
9665,70.0,75,176.0,180
9666,80.0,82,185.0,185
9667,59.0,74,167.0,180
9668,60.0,69,163.0,174
9669,71.0,85,179.0,186
9670,82.0,83,188.0,192
9671,79.0,75,188.0,182
9672,71.0,83,172.0,186
9673,80.0,71,182.0,177
9674,95.0,75,192.0,176
9675,75.0,75,180.0,187
9676,85.0,75,187.0,181
9677,78.0,63,182.0,175
9678,73.0,75,180.0,178
9679,77.0,88,185.0,191
9680,83.0,71,187.0,177
9681,84.0,78,181.0,185
9682,90.0,78,187.0,185
9683,93.0,87,192.0,185
9684,82.0,75,185.0,186
9685,74.0,83,170.0,183
9686,87.0,73,187.0,180
9687,74.0,77,177.0,181
9688,69.0,75,185.0,180
9689,70.0,81,178.0,182
9690,73.0,83,174.0,190
9691,70.0,70,185.0,180
9692,82.0,68,186.0,170
9693,82.0,77,179.0,188
9694,76.0,83,180.0,176
9695,77.0,87,185.0,188
9696,72.0,83,173.0,193
9697,70.0,74,187.0,188
9698,74.0,70,180.0,183
9699,83.0,90,187.0,194
9700,71.0,74,176.0,179
9701,72.0,72,178.0,169
9702,81.0,71,185.0,176
9703,76.0,64,183.0,172
9704,79.0,80,190.0,188
9705,77.0,67,191.0,174
9706,75.0,73,183.0,179
9707,71.0,70,183.0,173
9708,86.0,75,183.0,177
9709,71.0,79,170.0,181
9710,76.0,83,180.0,187
9711,73.0,81,178.0,186
9712,69.0,71,178.0,178
9713,89.0,98,188.0,193
9714,80.0,73,187.0,185
9715,70.0,82,180.0,183
9716,70.0,64,184.0,173
9717,78.0,88,185.0,188
9718,85.0,77,193.0,184
9719,84.0,87,187.0,188
9720,75.0,68,182.0,179
9721,74.0,82,183.0,185
9722,80.0,86,184.0,194
9723,83.0,81,187.0,183
9724,66.0,76,170.0,179
9725,76.0,70,179.0,179
9726,85.0,70,185.0,170
9727,70.0,62,178.0,166
9728,80.0,68,185.0,178
9729,79.0,65,186.0,177
9730,78.0,70,179.0,184
9731,69.0,70,179.0,181
9732,72.0,75,185.0,183
9733,75.0,74,180.0,176
9734,80.0,84,183.0,188
9735,82.0,63,181.0,169
9736,79.0,78,183.0,183
9737,76.0,68,183.0,173
9738,64.0,60,169.0,175
9739,78.0,70,183.0,176
9740,86.0,69,183.0,177
9741,73.0,80,183.0,186
9742,68.0,77,175.0,184
9743,68.0,78,188.0,185
9744,78.0,75,180.0,180
9745,78.0,87,188.0,193
9746,73.0,81,191.0,195
9747,74.0,70,181.0,175
9748,73.0,88,181.0,185
9749,70.0,68,184.0,172
9750,74.0,65,177.0,167
9751,86.0,74,188.0,180
9752,73.0,70,190.0,172
9753,75.0,73,180.0,192
9754,68.0,75,181.0,180
9755,72.0,71,173.0,172
9756,78.0,73,178.0,183
9757,77.0,87,182.0,196
9758,62.0,75,172.0,178
9759,74.0,80,185.0,184
9760,84.0,64,188.0,175
9761,80.0,73,193.0,182
9762,72.0,65,170.0,181
9763,70.0,81,168.0,187
9764,68.0,77,179.0,184
9765,80.0,68,177.0,178
9766,74.0,76,175.0,178
9767,71.0,75,173.0,190
9768,72.0,65,175.0,180
9769,70.0,76,176.0,187
9770,72.0,69,172.0,177
9771,70.0,84,173.0,183
9772,69.0,70,176.0,175
9773,70.0,73,178.0,185
9774,74.0,65,182.0,187
9775,78.0,70,189.0,174
9776,63.0,78,178.0,193
9777,85.0,82,188.0,194
9778,80.0,80,185.0,187
9779,92.0,81,192.0,195
9780,76.0,84,183.0,185
9781,85.0,68,196.0,182
9782,75.0,76,184.0,176
9783,71.0,70,179.0,172
9784,84.0,78,188.0,180
9785,72.0,62,180.0,172
9786,72.0,78,175.0,183
9787,67.0,75,171.0,186
9788,70.0,73,177.0,178
9789,91.0,71,193.0,176
9790,82.0,78,183.0,185
9791,61.0,76,164.0,172
9792,80.0,68,183.0,172
9793,70.0,87,178.0,192
9794,76.0,73,181.0,182
9795,78.0,73,176.0,177
9796,69.0,77,176.0,185
9797,75.0,83,185.0,189
9798,69.0,66,175.0,170
9799,75.0,86,178.0,188
9800,65.0,71,169.0,180
9801,88.0,80,190.0,185
9802,76.0,85,183.0,183
9803,70.0,77,184.0,186
9804,62.0,62,175.0,172
9805,75.0,85,188.0,185
9806,68.0,85,175.0,185
9807,65.0,80,172.0,185
9808,79.0,77,184.0,178
9809,64.0,68,175.0,169
9810,80.0,72,184.0,172
9811,67.0,70,170.0,180
9812,65.0,70,170.0,188
9813,80.0,75,190.0,178
9814,75.0,84,186.0,185
9815,90.0,72,195.0,184
9816,68.0,75,178.0,175
9817,68.0,72,169.0,172
9818,83.0,70,178.0,180
9819,68.0,82,177.0,184
9820,76.0,91,184.0,195
9821,82.0,68,191.0,175
9822,65.0,70,168.0,175
9823,73.0,74,180.0,181
9824,71.0,79,175.0,180
9825,81.0,83,186.0,193
9826,81.0,77,182.0,194
9827,70.0,88,181.0,190
9828,69.0,86,170.0,196
9829,80.0,81,183.0,184
9830,65.0,59,170.0,169
9831,59.0,70,168.0,173
9832,78.0,77,182.0,181
9833,78.0,74,180.0,180
9834,71.0,100,180.0,198
9835,76.0,84,184.0,191
9836,75.0,77,180.0,185
9837,75.0,77,184.0,178
9838,64.0,79,170.0,183
9839,80.0,70,179.0,176
9840,72.0,76,177.0,183
9841,73.0,71,183.0,186
9842,79.0,78,187.0,183
9843,79.0,72,186.0,177
9844,71.0,70,175.0,176
9845,83.0,75,188.0,183
9846,88.0,72,187.0,182
9847,72.0,66,181.0,174
9848,73.0,74,179.0,176
9849,70.0,75,175.0,188
9850,68.0,93,180.0,201
9851,76.0,75,186.0,173
9852,75.0,74,174.0,187
9853,86.0,61,184.0,161
9854,75.0,80,180.0,182
9855,71.0,91,178.0,188
9856,82.0,66,186.0,172
9857,65.0,72,178.0,176
9858,82.0,78,180.0,178
9859,76.0,75,188.0,177
9860,75.0,66,180.0,170
9861,75.0,78,179.0,181
9862,80.0,77,190.0,185
9863,70.0,74,168.0,185
9864,85.0,69,180.0,178
9865,70.0,77,178.0,178
9866,68.0,68,168.0,178
9867,83.0,72,186.0,180
9868,71.0,70,175.0,175
9869,74.0,67,175.0,180
9870,88.0,74,188.0,175
9871,88.0,81,195.0,189
9872,80.0,72,187.0,180
9873,72.0,74,179.0,179
9874,82.0,76,193.0,182
9875,78.0,76,193.0,175
9876,74.0,60,179.0,171
9877,70.0,75,179.0,173
9878,84.0,88,191.0,187
9879,82.0,66,187.0,173
9880,72.0,67,179.0,170
9881,95.0,88,192.0,193
9882,68.0,74,185.0,177
9883,68.0,79,178.0,188
9884,83.0,79,184.0,179
9885,88.0,83,188.0,184
9886,81.0,72,183.0,191
9887,76.0,73,187.0,185
9888,67.0,75,173.0,184
9889,79.0,85,183.0,179
9890,70.0,66,180.0,178
9891,68.0,73,176.0,185
9892,60.0,62,187.0,174
9893,78.0,73,187.0,170
9894,75.0,60,181.0,175
9895,71.0,77,167.0,178
9896,73.0,68,183.0,166
9897,74.0,65,178.0,181
9898,72.0,91,185.0,192
9899,80.0,73,186.0,182
9900,73.0,86,175.0,196
9901,73.0,68,176.0,174
9902,79.0,76,180.0,175
9903,77.0,66,180.0,174
9904,72.0,84,185.0,191
9905,74.0,68,183.0,177
9906,70.0,86,172.0,189
9907,83.0,80,190.0,188
9908,69.0,76,179.0,183
9909,75.0,72,180.0,177
9910,80.0,69,186.0,176
9911,64.0,80,173.0,180
9912,79.0,71,181.0,169
9913,79.0,78,183.0,189
9914,64.0,71,175.0,176
9915,73.0,74,177.0,180
9916,65.0,85,171.0,188
9917,78.0,80,184.0,186
9918,75.0,86,183.0,183
9919,82.0,81,186.0,182
9920,75.0,76,176.0,182
9921,91.0,70,190.0,179
9922,74.0,70,181.0,176
9923,73.0,76,179.0,185
9924,70.0,84,175.0,180
9925,75.0,77,185.0,181
9926,84.0,70,190.0,178
9927,82.0,83,183.0,184
9928,81.0,64,182.0,173
9929,79.0,75,183.0,172
9930,84.0,72,189.0,178
9931,79.0,73,183.0,177
9932,82.0,70,192.0,169
9933,70.0,74,177.0,178
9934,74.0,87,175.0,192
9935,74.0,80,176.0,195
9936,91.0,82,193.0,186
9937,74.0,70,183.0,175
9938,69.0,75,180.0,183
9939,92.0,67,192.0,180
9940,64.0,87,173.0,193
9941,89.0,70,198.0,180
9942,74.0,103,180.0,197
9943,70.0,80,172.0,189
9944,65.0,81,168.0,186
9945,72.0,74,187.0,183
9946,70.0,76,176.0,170
9947,80.0,83,188.0,192
9948,88.0,67,191.0,174
9949,70.0,73,177.0,186
9950,76.0,79,188.0,185
9951,78.0,74,178.0,175
9952,81.0,81,185.0,189
9953,82.0,67,182.0,171
9954,76.0,80,189.0,182
9955,74.0,77,180.0,188
9956,65.0,67,170.0,180
9957,84.0,77,185.0,182
9958,75.0,69,178.0,172
9959,75.0,81,189.0,195
9960,79.0,77,181.0,173
9961,81.0,90,183.0,194
9962,80.0,93,188.0,196
9963,83.0,86,181.0,186
9964,83.0,72,189.0,182
9965,70.0,65,175.0,176
9966,78.0,74,180.0,180
9967,70.0,76,180.0,185
9968,78.0,79,179.0,187
9969,85.0,79,189.0,176
9970,73.0,79,181.0,182
9971,90.0,75,193.0,182
9972,69.0,80,179.0,190
9973,60.0,67,168.0,176
9974,70.0,80,180.0,188
9975,75.0,82,178.0,189
9976,78.0,76,187.0,182
9977,72.0,67,178.0,177
9978,82.0,86,193.0,185
9979,66.0,83,175.0,188
9980,70.0,76,176.0,183
9981,73.0,85,180.0,185
9982,84.0,84,190.0,192
9983,76.0,76,181.0,176
9984,79.0,78,190.0,184
9985,83.0,80,178.0,185
9986,71.0,77,178.0,185
9987,76.0,64,185.0,172
9988,63.0,71,175.0,178
9989,92.0,72,190.0,173
9990,68.0,70,174.0,180
9991,81.0,79,183.0,172
9992,60.0,61,176.0,172
9993,76.0,78,183.0,184
9994,80.0,80,183.0,191
9995,75.0,83,178.0,195
9996,78.0,62,178.0,176
9997,76.0,82,186.0,182
9998,68.0,73,173.0,184
9999,94.0,69,191.0,170
10000,75.0,90,176.0,195
10001,75.0,71,176.0,181
10002,65.0,86,180.0,196
10003,70.0,76,180.0,185
10004,70.0,83,189.0,184
10005,70.0,75,178.0,193
10006,76.0,75,182.0,186
10007,74.0,98,180.0,190
10008,71.0,71,177.0,183
10009,70.0,77,175.0,177
10010,84.0,77,186.0,183
10011,63.0,75,170.0,180
10012,72.0,68,175.0,185
10013,73.0,79,175.0,190
10014,56.0,79,156.0,187
10015,75.0,76,175.0,179
10016,84.0,64,186.0,173
10017,72.0,81,176.0,188
10018,72.0,78,182.0,190
10019,81.0,98,184.0,196
10020,70.0,77,169.0,183
10021,82.0,65,184.0,177
10022,64.0,85,178.0,202
10023,71.0,76,173.0,183
10024,77.0,73,182.0,177
10025,78.0,86,188.0,190
10026,72.0,82,177.0,195
10027,70.0,79,176.0,188
10028,73.0,64,179.0,172
10029,74.0,70,178.0,175
10030,85.0,86,192.0,190
10031,79.0,88,186.0,195
10032,80.0,73,185.0,180
10033,73.0,80,183.0,185
10034,72.0,78,176.0,191
10035,69.0,70,176.0,180
10036,76.0,76,195.0,178
10037,78.0,73,186.0,185
10038,75.0,82,185.0,183
10039,65.0,76,178.0,180
10040,70.0,82,175.0,190
10041,86.0,74,188.0,185
10042,82.0,73,186.0,174
10043,81.0,74,177.0,180
10044,79.0,71,182.0,187
10045,86.0,80,186.0,192
10046,82.0,61,195.0,165
10047,73.0,72,174.0,178
10048,86.0,74,188.0,182
10049,70.0,66,179.0,175
10050,77.0,95,185.0,190
10051,76.0,70,181.0,189
10052,68.0,75,175.0,178
10053,76.0,68,183.0,185
10054,72.0,65,185.0,179
10055,75.0,80,180.0,180
10056,91.0,82,191.0,190
10057,87.0,75,192.0,175
10058,75.0,80,187.0,183
10059,72.0,65,174.0,171
10060,74.0,81,183.0,185
10061,81.0,68,192.0,179
10062,75.0,84,180.0,185
10063,72.0,73,178.0,179
10064,70.0,75,178.0,178
10065,74.0,75,179.0,175
10066,91.0,74,191.0,188
10067,94.0,64,195.0,178
10068,83.0,72,190.0,178
10069,70.0,69,177.0,179
10070,75.0,86,182.0,188
10071,70.0,71,168.0,174
10072,72.0,68,178.0,176
10073,75.0,76,185.0,188
10074,69.0,63,175.0,177
10075,76.0,79,187.0,179
10076,71.0,77,172.0,185
10077,65.0,65,176.0,170
10078,73.0,81,182.0,184
10079,89.0,76,193.0,180
10080,79.0,61,185.0,168
10081,70.0,76,175.0,184
10082,76.0,75,178.0,180
10083,87.0,85,190.0,184
10084,82.0,75,175.0,178
10085,70.0,77,176.0,185
10086,79.0,67,181.0,172
10087,78.0,65,188.0,173
10088,75.0,80,178.0,187
10089,82.0,73,187.0,178
10090,82.0,74,189.0,175
10091,66.0,73,183.0,188
10092,77.0,80,184.0,184
10093,70.0,70,180.0,175
10094,72.0,75,183.0,175
10095,70.0,80,174.0,180
10096,71.0,73,176.0,175
10097,76.0,84,180.0,185
10098,75.0,63,184.0,170
10099,69.0,80,177.0,188
10100,76.0,76,180.0,176
10101,86.0,70,182.0,175
10102,79.0,84,184.0,191
10103,86.0,71,190.0,182
10104,81.0,75,185.0,184
10105,74.0,71,183.0,177
10106,73.0,70,172.0,173
10107,75.0,71,176.0,183
10108,84.0,76,185.0,172
10109,70.0,79,169.0,187
10110,75.0,67,184.0,176
10111,67.0,74,185.0,174
10112,77.0,69,177.0,174
10113,73.0,74,178.0,180
10114,71.0,81,178.0,185
10115,86.0,67,192.0,174
10116,75.0,73,184.0,180
10117,83.0,83,189.0,183
10118,77.0,78,183.0,184
10119,75.0,82,178.0,184
10120,67.0,81,183.0,185
10121,78.0,79,183.0,183
10122,72.0,76,184.0,183
10123,65.0,75,180.0,185
10124,83.0,84,185.0,188
10125,63.0,76,170.0,180
10126,73.0,81,175.0,188
10127,80.0,92,186.0,193
10128,76.0,80,177.0,185
10129,68.0,80,170.0,184
10130,70.0,84,181.0,187
10131,70.0,65,173.0,174
10132,65.0,71,173.0,177
10133,70.0,75,175.0,175
10134,69.0,85,174.0,194
10135,76.0,79,191.0,191
10136,81.0,67,178.0,169
10137,84.0,69,193.0,174
10138,82.0,85,181.0,193
10139,75.0,65,181.0,170
10140,77.0,76,179.0,187
10141,83.0,75,193.0,185
10142,83.0,90,188.0,199
10143,77.0,80,183.0,186
10144,77.0,74,180.0,189
10145,72.0,60,185.0,173
10146,81.0,90,183.0,194
10147,82.0,68,183.0,175
10148,64.0,84,162.0,191
10149,71.0,70,176.0,171
10150,76.0,74,179.0,188
10151,83.0,80,173.0,185
10152,67.0,78,170.0,183
10153,72.0,75,176.0,177
10154,71.0,71,178.0,180
10155,79.0,68,183.0,176
10156,76.0,76,177.0,174
10157,77.0,76,186.0,179
10158,75.0,84,186.0,187
10159,70.0,71,183.0,183
10160,75.0,62,180.0,165
10161,68.0,78,169.0,184
10162,75.0,76,183.0,180
10163,76.0,77,178.0,181
10164,86.0,79,187.0,179
10165,77.0,79,181.0,187
10166,72.0,63,178.0,164
10167,73.0,79,185.0,184
10168,69.0,62,180.0,173
10169,78.0,77,183.0,178
10170,72.0,82,168.0,188
10171,81.0,70,190.0,179
10172,76.0,68,180.0,180
10173,81.0,78,184.0,179
10174,72.0,73,177.0,177
10175,90.0,74,196.0,185
10176,77.0,90,182.0,192
10177,80.0,91,187.0,191
10178,87.0,95,191.0,188
10179,68.0,72,176.0,180
10180,73.0,78,180.0,188
10181,79.0,71,184.0,191
10182,69.0,70,178.0,175
10183,77.0,69,181.0,180
10184,82.0,68,184.0,170
10185,82.0,76,186.0,177
10186,72.0,80,183.0,188
10187,80.0,76,184.0,183
10188,76.0,67,179.0,169
10189,89.0,70,185.0,181
10190,78.0,78,186.0,183
10191,78.0,78,183.0,180
10192,78.0,78,187.0,179
10193,73.0,61,180.0,173
10194,82.0,75,187.0,180
10195,82.0,88,191.0,191
10196,73.0,77,173.0,189
10197,87.0,80,183.0,190
10198,80.0,70,186.0,175
10199,94.0,78,189.0,180
10200,81.0,64,188.0,172
10201,83.0,77,180.0,179
10202,79.0,85,181.0,188
10203,83.0,80,185.0,188
10204,80.0,88,179.0,189
10205,89.0,70,188.0,175
10206,79.0,73,186.0,196
10207,68.0,75,182.0,178
10208,80.0,66,183.0,174
10209,68.0,68,173.0,173
10210,65.0,83,174.0,187
10211,81.0,76,185.0,177
10212,73.0,74,183.0,174
10213,80.0,76,178.0,172
10214,75.0,80,181.0,181
10215,66.0,73,172.0,177
10216,65.0,70,170.0,172
10217,90.0,94,198.0,199
10218,66.0,88,176.0,195
10219,71.0,70,187.0,174
10220,84.0,84,192.0,188
10221,75.0,89,177.0,193
10222,79.0,71,182.0,182
10223,75.0,93,178.0,191
10224,74.0,70,183.0,178
10225,79.0,81,185.0,190
10226,71.0,79,174.0,186
10227,83.0,87,187.0,184
10228,70.0,73,183.0,178
10229,85.0,68,193.0,172
10230,70.0,74,177.0,185
10231,72.0,73,188.0,172
10232,90.0,71,197.0,175
10233,78.0,71,184.0,173
10234,74.0,72,182.0,177
10235,76.0,70,179.0,176
10236,75.0,69,176.0,175
10237,77.0,73,184.0,186
10238,84.0,74,188.0,182
10239,81.0,78,185.0,185
10240,77.0,64,178.0,170
10241,70.0,80,175.0,184
10242,80.0,75,183.0,182
10243,64.0,75,176.0,180
10244,74.0,81,182.0,185
10245,75.0,81,180.0,190
