,t_real,t_feels_like,humidity,wind_speed
8670,10.0,7.5,88.0,19.5
8671,10.0,7.5,88.0,19.5
8672,10.0,7.5,88.0,19.5
8673,10.0,7.5,88.0,19.5
8674,10.0,7.0,88.0,23.0
8675,10.5,9.0,85.0,20.0
8676,11.0,11.0,82.0,21.5
8677,11.0,11.0,82.0,21.0
8678,11.0,11.0,82.0,25.0
8679,11.0,11.0,82.0,25.0
8680,11.0,11.0,88.0,25.0
8681,10.0,7.0,94.0,22.0
8682,11.0,11.0,88.0,17.0
8683,11.5,11.5,91.0,13.0
8684,11.0,11.0,91.0,16.0
8685,11.0,11.0,88.0,21.5
8686,11.0,11.0,88.0,26.0
8687,11.0,11.0,88.0,28.0
8688,11.0,11.0,88.0,27.0
8689,11.0,11.0,82.0,24.0
8690,11.0,11.0,85.0,23.0
8691,10.5,9.0,91.0,23.0
8692,9.5,6.0,87.5,28.5
8693,9.0,5.0,84.5,28.0
8694,8.5,4.5,76.0,26.0
8695,8.0,5.0,71.0,17.0
8696,7.5,5.5,71.0,12.0
8699,8.0,5.0,79.0,15.0
8700,9.0,6.0,84.5,19.0
8701,10.0,7.0,82.0,23.0
8702,9.0,6.0,87.0,26.0
8703,9.0,5.5,87.0,27.0
8704,9.0,6.0,87.0,26.0
8705,9.5,6.5,84.5,24.0
8706,10.0,8.0,85.0,14.0
8716,8.0,6.0,84.5,13.0
8717,8.0,6.0,82.0,11.0
8718,8.0,6.0,82.0,12.0
8720,8.0,6.0,84.5,11.0
8721,8.0,6.0,87.0,11.0
8722,8.0,6.0,84.5,12.0
8723,8.5,6.5,82.0,14.0
8724,9.0,7.0,84.5,14.0
8725,10.0,8.0,82.0,16.0
8726,10.5,9.5,77.0,17.0
8727,11.0,11.0,74.5,17.0
8728,10.0,8.0,82.0,13.0
8732,9.0,7.0,84.5,11.0
8733,8.5,6.5,82.0,11.0
8734,9.0,7.0,76.0,12.0
8735,9.0,6.5,82.0,15.0
8736,8.0,5.5,87.0,14.0
8737,9.0,7.0,82.0,15.0
8738,9.0,7.0,82.0,13.0
8739,9.0,6.5,87.0,16.0
8740,9.0,6.5,87.0,14.0
8741,9.0,6.5,84.5,15.0
8751,10.5,10.0,79.5,11.0
8786,6.5,4.0,90.0,12.0
8787,7.0,4.0,87.0,15.0
8788,8.0,5.5,87.0,14.0
8789,9.0,6.0,82.0,17.0
8790,9.0,6.0,82.0,19.5
8791,9.0,5.5,76.0,24.0
8792,8.0,5.0,87.0,22.0
8793,8.0,4.5,87.0,20.5
8794,8.5,6.0,90.0,15.0
8795,9.0,7.5,87.0,10.5
8797,11.0,11.0,88.0,19.5
8798,10.0,6.5,88.0,28.5
8799,8.0,3.0,82.0,44.0
8800,8.5,3.5,69.0,47.0
8801,8.5,3.5,62.0,43.0
8802,8.0,3.5,62.0,37.0
8803,8.0,4.0,59.5,29.5
8804,7.5,3.5,59.0,29.5
8805,7.0,3.0,61.0,28.0
8806,7.0,3.0,61.0,24.0
8807,6.0,2.0,66.0,25.0
8808,6.0,2.0,66.0,26.0
8809,5.0,2.0,70.0,16.0
8810,5.0,1.5,76.0,18.0
8811,5.0,1.5,76.0,18.0
8812,5.0,2.0,76.0,15.0
8813,5.0,2.0,76.0,12.0
8819,7.0,5.0,76.0,12.0
8820,7.5,4.5,78.5,15.0
8821,8.5,6.0,73.5,14.0
8822,9.5,6.5,69.0,18.5
8823,10.0,7.0,67.0,21.0
8824,10.0,8.0,67.0,17.0
8825,9.5,7.0,71.5,17.0
8826,9.0,7.0,79.0,12.0
8827,8.0,6.0,82.0,11.0
8828,8.0,6.0,84.5,12.0
8829,8.0,6.0,87.0,11.0
8830,8.0,6.0,84.5,11.0
8832,8.0,6.0,84.5,11.0
8834,9.0,6.5,82.0,15.0
8835,9.0,6.5,79.0,16.0
8836,9.0,6.5,84.5,16.0
8837,9.0,7.0,87.0,13.0
8838,9.0,6.5,82.0,16.0
8840,9.0,7.0,84.5,12.0
8842,9.0,7.5,82.0,11.0
8843,9.0,7.0,84.5,15.0
8844,9.5,7.0,82.0,18.0
8845,10.0,8.0,85.0,14.0
8846,11.0,11.0,82.0,15.0
8847,11.0,11.0,82.0,14.0
8848,11.0,11.0,79.5,17.5
8849,11.0,11.0,77.0,19.0
8850,11.0,11.0,77.0,19.5
8851,11.0,11.0,77.0,26.0
8852,10.5,9.0,85.0,24.0
8853,11.0,11.0,77.0,26.0
8854,10.5,9.0,82.5,26.0
8855,11.0,11.0,77.0,23.0
8856,7.5,3.0,81.5,33.5
8857,7.5,4.0,78.5,21.0
8858,7.5,4.5,78.5,17.5
8859,7.0,3.5,81.0,24.5
8860,7.0,3.0,76.0,23.0
8861,7.0,3.5,76.0,20.5
8862,7.0,3.0,76.0,23.0
8863,7.5,4.5,73.5,21.0
8864,8.0,5.0,71.0,19.5
8865,7.5,4.0,73.5,24.0
8866,7.0,3.5,76.0,21.0
8867,7.0,4.0,76.0,19.5
8868,7.0,3.0,78.5,23.0
8869,7.0,3.5,78.5,21.0
8870,8.5,5.5,71.0,20.5
8871,9.0,6.0,66.0,23.0
8872,8.5,5.5,71.0,19.5
8873,8.0,5.0,71.0,18.0
8874,8.0,4.5,68.5,21.5
8875,6.5,3.5,73.5,18.0
8876,6.5,3.5,76.0,16.0
8877,6.5,4.0,78.5,14.0
8878,6.0,3.0,81.0,15.0
8880,7.0,5.0,81.0,11.0
8881,7.0,4.5,81.0,16.5
8882,7.0,5.0,76.0,11.0
8883,7.0,5.0,78.5,11.0
8884,6.5,4.0,87.0,11.0
8885,7.0,4.0,87.0,18.0
8886,7.0,4.5,87.0,15.0
8887,7.5,4.0,87.0,23.5
8888,7.0,4.0,81.0,17.5
8889,7.0,3.5,84.0,19.5
8892,8.0,5.5,82.0,16.0
8893,7.5,4.5,81.5,19.5
8894,7.0,4.0,84.0,17.0
8895,7.0,4.0,81.0,18.0
8896,7.5,4.5,78.5,17.0
8897,8.0,5.0,76.0,18.5
8898,8.0,5.5,76.0,15.0
8899,7.0,4.0,81.0,16.0
8900,7.0,4.0,84.0,18.0
8901,7.0,4.0,81.0,18.5
8902,7.0,3.5,78.5,21.5
8903,7.0,4.0,78.5,18.5
8904,6.0,3.0,87.0,16.0
8905,6.0,3.0,87.0,18.0
8906,6.0,3.0,81.0,18.0
8907,5.5,2.5,84.0,18.0
8908,5.0,1.0,87.0,20.5
8909,5.0,1.0,87.0,20.0
8910,5.0,1.0,87.0,21.0
8911,5.0,0.5,84.0,24.0
8912,5.0,0.5,84.0,24.0
8913,5.0,0.0,81.0,28.0
8914,5.0,0.0,81.0,28.0
8915,5.0,0.0,81.0,29.0
8916,6.0,2.0,76.0,27.0
8917,7.0,3.0,68.5,28.0
8918,7.0,3.0,68.5,28.0
8919,7.0,3.0,71.0,29.5
8920,8.0,4.0,68.5,28.5
8921,7.5,3.0,73.5,32.0
8922,7.0,3.0,76.0,27.0
8923,7.0,2.5,73.5,30.5
8924,7.0,2.0,73.5,36.0
8925,7.0,2.0,76.0,35.0
8926,7.0,2.0,76.0,38.0
8927,7.0,3.0,76.0,29.0
8928,6.5,2.0,78.5,32.5
8929,6.0,1.5,81.0,28.0
8930,6.0,1.5,78.5,26.0
8931,6.0,2.0,78.5,24.0
8932,6.0,2.0,78.5,24.0
8933,6.0,1.5,76.0,28.0
8934,6.0,2.0,73.5,24.0
8935,5.5,1.0,70.5,25.0
8936,5.0,1.0,70.0,21.0
8937,4.0,0.0,75.0,20.0
8938,4.0,0.0,75.0,22.0
8939,4.0,0.0,75.0,20.5
8940,5.0,1.0,73.0,19.5
8941,6.0,2.5,71.0,19.5
8942,6.0,3.0,66.0,16.0
8943,6.5,3.5,63.5,17.0
8944,7.0,4.5,59.0,16.0
8945,7.0,4.0,59.0,17.0
8946,7.0,5.0,59.0,11.0
8947,6.5,4.0,63.5,12.0
8948,6.0,3.5,66.0,12.0
8949,6.0,3.0,71.0,14.0
8950,6.0,3.0,76.0,16.0
8951,6.0,3.0,78.5,14.0
8952,6.5,3.5,76.0,15.0
8953,6.0,3.5,81.0,13.0
8954,6.0,3.0,81.0,14.0
8955,6.0,3.0,81.0,17.0
8956,6.0,2.5,87.0,18.5
8957,5.0,1.0,87.0,19.5
8958,5.0,1.0,84.0,19.0
8959,4.0,0.0,87.0,19.0
8960,3.5,-0.5,87.0,18.0
8961,3.0,-2.0,87.0,20.0
8962,3.0,-1.5,87.0,19.5
8963,3.5,-0.5,84.0,18.0
8964,4.0,-1.0,81.0,26.0
8965,4.5,0.5,78.5,22.0
8966,5.0,-0.5,76.0,33.5
8967,5.0,0.0,78.5,31.0
8968,5.0,0.0,73.0,32.0
8969,6.0,1.0,66.0,30.5
8970,5.0,-0.5,61.0,32.5
8971,5.0,0.0,61.0,32.5
8972,5.0,0.0,53.0,30.5
8973,4.0,-2.0,56.0,36.0
8974,4.0,-1.0,56.0,29.0
8975,4.0,-1.5,58.5,32.0
8976,4.0,-1.0,61.0,30.5
8977,4.0,-1.0,61.0,27.0
8978,4.0,-1.0,61.0,29.0
8979,4.0,-1.0,67.5,26.0
8980,3.5,-1.5,72.5,24.0
8981,3.0,-2.0,75.0,24.0
8982,3.0,-2.0,75.0,26.0
8983,3.0,-2.0,81.0,23.0
8984,3.0,-2.0,75.0,24.0
8985,3.0,-2.0,75.0,23.0
8986,3.0,-1.5,78.0,20.5
8987,3.0,-1.5,75.0,19.5
8988,3.0,-2.0,75.0,22.0
8989,4.0,-0.5,67.5,23.0
8990,4.5,0.0,65.5,25.0
8991,5.5,1.5,55.0,25.0
8992,6.0,2.0,53.0,24.0
8993,6.0,2.0,57.0,26.0
8994,6.0,2.0,55.0,23.0
8995,5.0,2.0,63.5,16.0
8996,5.0,1.5,66.0,18.0
8997,4.0,0.0,72.5,19.5
8998,4.0,0.0,75.0,17.0
8999,4.0,0.0,72.5,21.0
9000,4.0,0.0,70.0,18.0
9001,3.5,0.0,78.0,14.0
9002,3.0,0.0,81.0,13.0
9003,3.0,-1.0,81.0,15.0
9004,3.0,-1.0,81.0,16.0
9005,3.0,0.0,81.0,11.0
9014,4.0,1.0,70.0,12.0
9015,4.0,1.0,70.0,11.0
9016,5.0,2.0,66.0,12.0
9017,5.0,2.0,68.0,12.0
9018,5.0,2.0,66.0,12.0
9043,4.0,1.0,81.0,11.0
9044,4.0,0.5,75.0,15.0
9045,4.0,1.0,70.0,14.0
9046,4.0,0.5,65.0,16.0
9047,4.0,1.0,67.5,14.0
9048,4.0,1.0,70.0,14.0
9049,4.0,1.0,70.0,14.0
9050,4.5,1.5,70.0,16.0
9051,4.0,1.0,78.0,15.0
9052,4.0,1.0,81.0,13.0
9053,4.0,1.0,81.0,12.0
9054,4.0,1.0,81.0,12.0
9055,4.0,1.0,81.0,14.0
9056,4.0,1.0,78.0,15.0
9057,3.5,0.5,78.0,12.0
9059,3.0,0.0,81.0,13.0
9060,3.0,-0.5,84.0,14.0
9061,4.0,1.0,75.0,14.0
9062,4.0,1.0,75.0,13.0
9063,4.5,1.0,72.5,16.0
9064,4.0,1.0,70.0,15.0
9065,4.0,1.0,67.5,14.0
9066,3.5,0.5,70.0,12.0
9068,2.5,-0.5,67.5,11.0
9128,-1.0,-5.0,93.0,11.0
9134,6.0,4.0,66.0,11.0
9135,7.0,4.0,63.5,18.5
9136,8.0,5.0,62.0,18.5
9137,8.0,5.0,62.0,16.0
9138,7.5,5.5,61.5,12.0
9139,6.5,3.5,66.0,15.0
9140,6.0,3.0,66.0,15.0
9141,6.0,3.0,71.0,15.0
9142,6.0,3.5,71.0,12.0
9143,5.0,2.0,76.0,11.0
9146,5.0,2.0,73.0,11.0
9147,6.0,3.0,71.0,13.0
9148,6.0,3.0,71.0,15.0
9149,6.0,3.5,71.0,13.0
9150,6.0,3.5,71.0,11.0
9151,6.0,3.0,71.0,13.0
9152,6.0,3.0,73.5,13.0
9153,6.5,4.0,73.5,13.0
9154,7.0,4.5,73.5,14.0
9155,6.5,3.5,84.0,16.0
9156,7.0,4.0,84.0,15.0
9157,7.0,4.5,87.0,14.0
9158,8.0,5.5,87.0,14.0
9159,8.5,5.5,87.0,16.0
9160,9.0,6.5,87.0,16.0
9161,10.0,8.0,91.0,14.0
9162,10.5,9.5,91.0,12.0
9163,11.0,11.0,88.0,15.0
9164,10.5,9.5,85.0,18.0
9165,10.0,7.0,79.0,20.0
9166,10.0,8.0,76.0,19.0
9167,9.5,7.0,79.0,16.0
9168,9.0,6.0,82.0,19.0
9169,9.0,6.0,76.0,20.0
9170,8.5,5.5,79.0,19.5
9171,8.0,5.0,84.5,20.0
9172,8.0,5.0,84.5,21.0
9173,8.0,5.0,84.5,18.5
9174,8.0,5.5,82.0,14.5
9175,7.5,5.0,84.5,13.0
9178,7.5,5.0,87.0,13.0
9182,10.5,10.0,79.5,12.0
9183,9.0,5.5,87.0,22.5
9184,10.5,10.0,79.5,11.0
9185,11.0,11.0,77.0,13.0
9186,10.5,9.5,79.5,14.0
9187,9.0,7.0,82.0,13.0
9188,9.0,7.0,82.0,13.0
9189,8.5,7.0,82.0,11.0
9190,8.5,6.5,82.0,12.0
9191,9.0,7.0,82.0,14.0
9192,9.0,6.0,82.0,18.0
9193,9.0,6.5,87.0,17.0
9194,9.5,7.0,84.5,19.5
9195,10.0,8.0,88.0,19.0
9196,10.0,8.0,88.0,19.0
9197,10.0,7.5,91.0,18.5
9198,10.5,9.0,91.0,22.0
9199,11.0,11.0,91.0,19.0
9200,11.0,11.0,94.0,18.5
9201,11.5,11.5,91.0,16.0
9202,12.0,12.0,88.0,14.0
9203,12.0,12.0,94.0,15.0
9204,12.0,12.0,94.0,15.0
9205,13.0,13.0,88.0,14.0
9206,14.0,14.0,82.0,17.0
9207,15.0,15.0,82.0,12.0
9208,15.0,15.0,82.0,18.5
9209,14.0,14.0,85.0,19.0
9210,14.0,14.0,85.0,15.0
9211,13.5,13.5,85.0,16.0
9212,13.5,13.5,85.0,11.0
9213,13.0,13.0,88.0,14.0
9214,13.0,13.0,88.0,13.0
9216,13.0,13.0,88.0,10.5
9221,13.0,13.0,79.5,14.0
9222,13.0,13.0,77.0,16.5
9223,13.0,13.0,72.0,19.5
9224,12.5,12.5,72.0,14.0
9225,11.5,11.5,72.0,14.0
9226,11.0,11.0,69.5,17.5
9227,11.0,11.0,64.5,16.5
9228,12.0,12.0,60.5,15.0
9229,12.5,12.5,63.0,18.5
9230,13.0,13.0,67.0,18.0
9231,14.0,14.0,69.5,15.5
9232,14.0,14.0,72.0,22.0
9233,13.5,13.5,79.5,26.0
9234,13.0,13.0,79.5,30.5
9235,13.0,13.0,74.5,33.0
9236,13.0,13.0,67.0,32.5
9237,13.0,13.0,67.0,30.5
9238,12.0,12.0,72.0,29.0
9239,11.0,11.0,72.0,21.0
9240,10.0,7.0,67.0,20.0
9241,10.0,8.0,71.0,17.0
9242,9.0,6.0,76.0,18.5
9243,9.0,6.5,76.0,16.0
9244,8.0,6.0,82.0,12.0
9245,8.0,6.0,82.0,12.0
9246,8.0,5.0,84.5,16.0
9247,8.0,5.5,87.0,13.0
9248,8.0,6.0,87.0,13.0
9249,8.5,6.0,84.5,16.0
9250,9.5,6.5,79.0,27.0
9251,10.0,7.0,76.0,26.0
9252,10.0,6.5,71.0,30.5
9253,10.0,7.0,71.0,30.0
9254,11.0,11.0,67.0,34.0
9255,11.0,11.0,72.0,36.0
9256,11.0,11.0,79.5,32.0
9257,11.0,11.0,79.5,38.0
9258,11.0,11.0,82.0,37.0
9259,11.0,11.0,82.0,33.0
9260,11.0,11.0,85.0,33.0
9261,11.5,11.5,85.0,37.0
9262,11.5,11.5,85.0,32.0
9263,12.0,12.0,82.0,34.0
9264,11.5,11.5,85.0,36.0
9265,12.0,12.0,82.0,30.0
9266,12.0,12.0,82.0,29.5
9267,12.0,12.0,82.0,35.0
9268,12.0,12.0,85.0,30.5
9269,12.0,12.0,88.0,35.0
9270,12.0,12.0,88.0,32.0
9271,12.0,12.0,88.0,31.0
9272,12.0,12.0,88.0,32.5
9273,13.0,13.0,82.0,31.0
9274,13.0,13.0,82.0,32.5
9275,13.0,13.0,82.0,32.0
9276,13.0,13.0,82.0,33.0
9277,13.5,13.5,79.5,37.0
9278,13.0,13.0,82.0,35.0
9279,13.0,13.0,85.0,31.0
9280,13.0,13.0,82.0,30.5
9281,13.0,13.0,88.0,29.5
9282,13.0,13.0,88.0,26.0
9283,13.5,13.5,79.5,29.0
9284,13.0,13.0,77.0,35.0
9285,11.5,11.5,69.5,27.0
9286,11.0,11.0,72.0,25.0
9287,10.0,7.0,73.5,25.0
9288,10.0,7.0,67.0,26.0
9289,9.5,6.5,66.5,25.0
9290,9.0,5.5,66.0,27.5
9291,8.0,4.0,64.0,24.0
9292,7.5,3.5,64.0,26.0
9293,6.5,3.5,68.5,19.5
9294,6.0,3.0,71.0,18.0
9295,5.5,2.5,73.5,14.0
9296,5.0,1.5,76.0,18.0
9297,5.0,1.5,76.0,18.5
9298,4.0,1.0,75.0,11.0
9299,5.0,2.0,70.0,16.0
9300,6.5,3.5,63.5,16.5
9301,7.5,4.5,64.0,20.0
9302,9.0,6.0,58.0,21.0
9303,9.5,6.5,56.0,23.0
9304,10.0,7.0,54.0,26.0
9305,10.0,7.0,54.0,24.0
9306,10.0,7.0,54.0,25.0
9307,9.0,6.0,62.0,22.0
9308,9.0,6.0,60.0,25.0
9309,9.0,6.0,62.0,22.0
9310,9.0,5.5,66.0,28.0
9311,9.0,6.0,68.5,25.0
9312,9.0,5.5,71.0,27.0
9313,10.0,6.0,71.0,34.0
9314,10.0,6.0,73.5,31.0
9315,10.0,6.0,82.0,32.0
9316,11.0,11.0,77.0,32.0
9317,11.0,11.0,77.0,33.0
9318,11.0,11.0,77.0,35.0
9319,11.5,11.5,79.5,32.0
9320,11.5,11.5,79.5,31.0
9321,12.0,12.0,77.0,36.0
9322,12.0,12.0,72.0,34.0
9323,12.0,12.0,72.0,38.0
9324,11.5,11.5,77.0,36.0
9325,12.0,12.0,69.5,38.0
9326,12.0,12.0,72.0,36.0
9327,12.0,12.0,74.5,35.0
9328,12.0,12.0,77.0,32.0
9329,12.0,12.0,82.0,29.5
9330,12.0,12.0,79.5,31.5
9331,12.0,12.0,82.0,31.0
9332,12.0,12.0,82.0,30.0
9333,12.0,12.0,79.5,28.0
9334,12.0,12.0,82.0,33.0
9335,12.5,12.5,79.5,36.0
9336,13.0,13.0,77.0,39.0
9337,12.0,12.0,82.0,36.0
9338,12.0,12.0,82.0,37.0
9339,11.5,11.5,85.0,39.0
9340,11.5,11.5,85.0,34.0
9341,12.0,12.0,82.0,33.0
9342,10.5,8.5,85.0,33.0
9343,10.0,7.0,82.0,24.0
9344,10.0,7.5,82.0,21.5
9345,9.0,5.5,76.0,28.5
9346,9.0,6.0,76.0,25.0
9347,9.0,6.0,73.5,22.0
9348,8.0,4.5,76.0,22.0
9349,8.0,4.0,73.5,25.0
9350,8.0,4.0,66.0,35.0
9351,7.5,3.0,47.5,34.0
9352,8.0,4.0,50.0,32.0
9353,8.0,4.0,48.0,29.5
9354,8.0,4.0,46.0,30.5
9355,7.0,3.0,49.0,28.0
9356,7.0,4.0,53.0,19.5
9357,7.0,3.0,53.0,25.0
9358,6.0,2.0,63.5,22.0
9359,6.0,2.0,66.0,21.0
9360,6.0,2.0,68.5,26.0
9361,6.0,2.0,68.5,22.0
9362,5.5,2.0,73.5,17.5
9363,5.0,1.5,76.0,18.5
9364,6.0,2.5,71.0,19.5
9365,6.0,2.5,71.0,19.5
9366,6.0,3.0,71.0,13.0
9367,6.0,3.0,76.0,13.0
9371,7.5,4.5,78.5,15.0
9374,10.0,9.0,91.0,18.5
9375,11.5,11.5,85.0,27.0
9376,13.0,13.0,82.0,29.0
9377,13.5,13.5,79.5,26.0
9378,14.0,14.0,77.0,30.0
9379,14.0,14.0,77.0,33.0
9380,14.0,14.0,77.0,30.5
9381,14.0,14.0,77.0,36.0
9382,14.0,14.0,77.0,35.0
9383,13.5,13.5,79.5,37.0
9384,13.0,13.0,82.0,31.5
9385,13.0,13.0,82.0,31.0
9386,13.0,13.0,77.0,28.0
9387,13.0,13.0,77.0,33.0
9388,13.0,13.0,77.0,31.5
9389,13.0,13.0,77.0,31.5
9390,12.5,12.5,79.5,28.5
9391,12.0,12.0,82.0,31.0
9392,12.0,12.0,69.5,30.5
9393,12.5,12.5,65.0,29.5
9394,13.0,13.0,63.0,34.0
9395,12.0,12.0,72.0,31.0
9396,12.5,12.5,69.5,34.0
9397,13.0,13.0,72.0,33.0
9398,13.0,13.0,72.0,40.0
9399,13.5,13.5,69.5,39.0
9400,13.5,13.5,72.0,39.0
9401,14.5,14.5,65.0,36.0
9402,14.0,14.0,67.0,36.0
9403,14.0,14.0,65.0,35.0
9404,14.0,14.0,67.0,34.0
9405,14.0,14.0,65.0,34.0
9406,13.0,13.0,55.0,47.0
9407,12.0,12.0,56.0,43.5
9408,11.5,11.5,56.0,40.5
9409,11.0,11.0,60.0,35.0
9410,10.0,6.0,62.0,32.0
9411,10.0,6.0,62.0,35.0
9412,10.0,6.0,62.0,33.0
9413,10.0,6.5,62.0,31.5
9414,10.0,7.0,67.0,29.0
9415,10.0,6.5,64.5,27.5
9416,10.0,6.0,67.0,31.0
9417,10.0,7.0,64.5,30.0
9418,10.0,6.0,62.0,31.0
9419,10.0,6.5,62.0,31.5
9420,9.0,4.5,69.0,35.0
9421,9.0,5.0,71.0,29.0
9422,10.0,6.5,54.0,32.5
9423,10.5,8.5,47.0,38.5
9424,10.5,8.5,50.5,39.0
9425,10.0,6.0,47.0,39.0
9426,10.0,6.0,47.0,33.0
9427,9.0,5.0,50.0,31.5
9428,8.0,4.5,59.5,23.0
9429,8.0,4.0,55.0,27.0
9430,7.5,3.5,64.0,25.0
9431,7.0,3.0,66.0,25.0
9432,6.0,2.0,71.0,23.0
9433,6.0,2.0,71.0,22.0
9434,5.5,1.5,73.5,19.5
9435,5.0,1.0,78.5,22.0
9436,5.0,1.0,78.5,19.5
9437,5.0,1.0,76.0,20.0
9438,5.0,1.0,70.0,22.0
9439,4.5,0.5,75.5,20.0
9440,4.0,0.5,75.0,16.0
9441,4.0,0.0,72.5,20.5
9442,4.0,-0.5,70.0,23.0
9443,5.0,0.5,66.0,25.0
9444,5.5,1.5,63.5,26.0
9445,6.5,1.5,66.0,32.0
9446,7.0,3.0,66.0,31.0
9447,7.5,4.0,68.5,26.0
9448,8.0,4.0,64.0,27.0
9449,8.5,4.5,64.0,26.0
9450,9.0,5.5,56.0,26.5
9451,9.0,6.0,56.0,24.0
9452,8.0,5.0,59.5,20.0
9453,7.5,4.5,61.5,17.5
9454,7.0,4.0,66.0,19.5
9455,7.0,4.0,66.0,18.5
9456,6.0,3.0,71.0,17.0
9457,6.0,3.0,71.0,16.0
9458,5.5,2.5,76.0,16.0
9459,5.0,2.0,78.5,16.0
9460,5.5,1.5,78.5,21.0
9461,6.0,3.0,76.0,19.0
9462,6.5,3.0,73.5,20.0
9463,6.0,2.5,84.0,21.5
9464,7.5,4.0,81.5,23.5
9465,9.0,5.0,82.0,29.5
9466,9.0,5.0,87.0,31.0
9467,10.0,7.0,82.0,28.0
9468,11.0,11.0,82.0,30.0
9469,12.0,12.0,77.0,30.5
9470,12.5,12.5,74.5,28.0
9471,13.0,13.0,72.0,28.0
9472,13.5,13.5,69.5,27.0
9473,13.5,13.5,67.0,33.0
9474,13.0,13.0,67.0,25.0
9475,13.0,13.0,67.0,16.0
9477,12.0,12.0,72.0,12.0
9478,12.0,12.0,72.0,15.0
9479,11.5,11.5,79.5,17.0
9480,11.0,11.0,82.0,16.0
9481,11.0,11.0,82.0,14.0
9482,11.0,11.0,85.0,17.5
9483,11.0,11.0,82.0,19.5
9484,11.0,11.0,77.0,18.0
9485,11.0,11.0,77.0,18.5
9486,11.0,11.0,77.0,14.0
9487,11.0,11.0,74.5,16.0
9488,11.0,11.0,74.5,15.0
9489,10.5,9.5,85.0,17.0
9490,10.5,9.0,79.5,19.5
9491,11.0,11.0,77.0,22.0
9492,10.5,9.5,82.5,19.5
9493,11.0,11.0,85.0,22.5
9494,11.0,11.0,82.0,23.0
9495,11.0,11.0,82.0,27.0
9496,11.0,11.0,82.0,23.0
9497,11.0,11.0,82.0,28.0
9498,11.0,11.0,77.0,27.0
9499,11.0,11.0,74.5,27.0
9500,11.0,11.0,72.0,27.0
9501,11.0,11.0,77.0,20.0
9502,11.0,11.0,77.0,23.5
9503,11.0,11.0,77.0,29.5
9504,10.0,6.5,82.0,28.5
9505,10.0,7.0,82.0,25.0
9506,11.0,11.0,77.0,26.0
9507,11.0,11.0,74.5,28.5
9508,10.0,7.0,82.0,26.0
9509,10.0,7.0,82.0,24.0
9510,10.0,7.0,88.0,23.0
9511,10.0,7.0,88.0,22.0
9512,10.0,7.0,88.0,20.0
9513,11.0,11.0,77.0,20.5
9514,10.0,7.5,88.0,17.5
9515,11.0,11.0,79.5,27.0
9516,11.0,11.0,77.0,29.5
9517,12.0,12.0,72.0,33.0
9518,12.0,12.0,72.0,40.0
9519,12.0,12.0,69.5,37.0
9520,12.0,12.0,67.0,41.0
9521,13.0,13.0,63.0,37.0
9522,13.0,13.0,63.0,41.0
9523,13.0,13.0,63.0,36.0
9524,13.0,13.0,59.0,41.0
9525,12.0,12.0,63.0,38.0
9526,11.0,11.0,69.5,36.0
9527,10.0,7.0,79.0,29.0
9528,10.0,6.5,82.0,31.5
9529,10.0,6.0,88.0,37.0
9530,8.0,4.0,84.0,30.5
9531,7.0,4.0,78.5,19.0
9532,7.0,4.0,76.0,15.0
9533,7.0,4.5,81.0,14.0
9534,7.0,4.0,78.5,18.5
9535,7.0,4.0,76.0,19.5
9536,7.0,4.0,76.0,17.0
9537,6.0,2.0,76.0,22.0
9538,6.0,2.0,76.0,23.0
9539,6.5,2.5,73.5,25.0
9540,7.5,3.5,68.5,29.0
9541,9.0,5.0,60.0,32.0
9542,10.0,6.0,58.0,38.0
9543,10.0,6.0,56.0,36.0
9544,10.0,6.0,54.0,35.0
9545,9.5,6.5,62.0,24.0
9546,10.0,7.0,54.0,30.0
9547,9.5,5.5,56.0,32.0
9548,9.0,5.0,66.0,31.5
9549,8.0,4.0,76.0,30.0
9550,8.0,4.0,82.0,31.0
9551,8.5,4.0,82.0,38.0
9552,10.0,6.0,82.0,39.0
9553,10.0,6.0,85.0,32.0
9554,8.0,4.0,66.0,32.0
9555,8.0,4.0,62.0,33.0
9556,9.0,5.0,58.0,36.0
9557,9.5,5.0,58.0,38.5
9558,10.0,6.0,56.0,46.0
9559,10.0,6.0,56.0,47.0
9560,9.5,5.0,64.5,49.5
9561,9.0,4.5,73.5,44.5
9562,9.5,4.5,69.0,46.5
9563,9.0,4.0,71.0,56.0
9564,9.0,4.0,66.0,51.0
9565,9.0,4.0,71.0,43.5
9566,9.5,5.0,62.0,46.0
9567,9.0,4.0,62.0,43.5
9568,8.0,4.0,62.0,33.0
9569,8.0,3.5,62.0,36.0
9570,8.0,3.5,57.0,36.0
9571,7.0,3.0,61.0,27.0
9572,7.0,3.0,66.0,24.0
9573,7.0,3.0,66.0,26.0
9574,6.5,2.5,68.5,22.0
9575,6.0,2.0,71.0,24.0
9576,6.0,3.0,66.0,15.5
9579,7.0,4.5,71.0,14.0
9580,6.0,3.5,81.0,12.0
9581,6.5,3.5,78.5,14.0
9582,7.0,4.0,68.5,17.0
9583,6.0,2.0,71.0,21.0
9584,7.0,3.0,61.5,26.0
9585,7.0,3.0,57.0,23.0
9586,8.0,4.0,50.0,29.0
9587,7.5,3.5,51.5,27.0
9588,7.0,3.0,53.0,23.0
9589,6.5,2.0,59.5,26.5
9590,6.0,1.5,66.0,29.5
9591,5.0,1.0,76.0,23.0
9592,5.0,1.0,78.5,24.0
