cnt,t1,t2,humidity,wind_speed,is_weekend,season
626,9.0,6.0,79.0,19.5,0.0,2.0
501,8.0,5.0,82.0,18.5,0.0,2.0
315,8.0,5.0,84.5,19.5,0.0,2.0
169,8.0,5.0,87.0,19.5,0.0,2.0
95,8.0,5.0,87.0,16.0,0.0,2.0
68,8.5,5.5,81.5,18.5,0.0,2.0
19,8.5,5.5,79.0,18.0,0.0,2.0
40,9.0,6.0,79.0,21.5,0.0,2.0
89,9.0,5.5,76.0,25.0,0.0,2.0
550,8.5,5.5,81.5,23.0,0.0,2.0
1932,9.0,6.0,76.0,24.0,0.0,2.0
4170,9.0,5.5,76.0,26.0,0.0,2.0
1803,9.0,6.0,79.0,23.0,0.0,2.0
835,9.5,6.5,79.0,21.0,0.0,2.0
757,10.0,7.0,76.0,21.0,0.0,2.0
988,11.0,11.0,69.5,19.5,0.0,2.0
962,11.0,11.0,64.5,20.5,0.0,2.0
958,11.0,11.0,58.0,21.0,0.0,2.0
1063,10.0,8.0,60.0,16.0,0.0,2.0
1445,9.0,8.0,66.0,6.5,0.0,2.0
2857,9.0,7.5,66.0,9.0,0.0,2.0
2799,9.0,8.0,73.5,6.0,0.0,2.0
1612,8.0,7.5,82.0,5.5,0.0,2.0
1032,8.0,6.5,82.0,7.5,0.0,2.0
798,7.5,6.5,84.5,6.5,0.0,2.0
570,7.0,5.5,90.0,7.0,0.0,2.0
389,8.0,7.0,87.0,6.5,0.0,2.0
175,8.0,6.5,87.0,8.0,0.0,2.0
117,7.5,6.0,90.0,7.5,0.0,2.0
61,7.5,6.5,90.0,6.5,0.0,2.0
34,7.0,6.5,93.0,5.0,0.0,2.0
49,8.0,6.5,90.0,7.5,0.0,2.0
94,8.0,8.0,87.0,2.0,0.0,2.0
509,8.0,8.0,93.0,2.0,0.0,2.0
1912,8.0,8.0,93.0,0.0,0.0,2.0
4203,9.0,8.0,87.0,6.5,0.0,2.0
2217,9.0,8.0,87.0,9.0,0.0,2.0
941,10.0,9.0,82.0,7.0,0.0,2.0
867,10.5,9.5,79.5,10.0,0.0,2.0
1120,11.0,11.0,77.0,7.0,0.0,2.0
1176,11.0,11.0,77.0,9.0,0.0,2.0
1082,11.0,11.0,77.0,6.0,0.0,2.0
1136,11.0,11.0,77.0,8.0,0.0,2.0
1403,11.0,11.0,77.0,10.0,0.0,2.0
2675,10.0,8.0,88.0,12.0,0.0,2.0
2571,10.0,8.0,88.0,11.0,0.0,2.0
1521,10.0,8.5,91.0,10.0,0.0,2.0
948,10.0,8.5,94.0,9.0,0.0,2.0
728,10.0,9.0,91.0,9.0,0.0,2.0
583,10.0,9.0,88.0,8.0,0.0,2.0
504,10.0,8.0,88.0,11.0,0.0,2.0
265,10.0,8.0,88.0,11.0,0.0,2.0
166,11.0,11.0,82.0,13.0,0.0,2.0
145,11.0,11.0,82.0,10.0,0.0,2.0
83,11.0,11.0,88.0,12.0,0.0,2.0
58,11.0,11.0,88.0,12.0,0.0,2.0
89,11.0,11.0,88.0,16.0,0.0,2.0
449,11.0,11.0,88.0,15.0,0.0,2.0
1593,11.0,11.0,94.0,16.0,0.0,2.0
3425,12.0,12.0,88.0,19.0,0.0,2.0
2003,12.5,12.5,85.0,22.0,0.0,2.0
957,13.0,13.0,88.0,21.0,0.0,2.0
853,13.5,13.5,85.0,20.5,0.0,2.0
1230,13.0,13.0,88.0,19.5,0.0,2.0
1254,13.5,13.5,82.5,23.0,0.0,2.0
1052,13.0,13.0,77.0,32.0,0.0,2.0
1175,12.5,12.5,77.0,27.0,0.0,2.0
1434,12.0,12.0,82.0,24.0,0.0,2.0
2542,12.0,12.0,82.0,18.5,0.0,2.0
2161,12.0,12.0,82.0,20.5,0.0,2.0
1097,12.0,12.0,85.0,21.5,0.0,2.0
447,9.0,5.0,82.0,31.5,0.0,2.0
285,9.0,5.5,82.0,28.5,0.0,2.0
404,8.0,3.5,71.0,36.0,0.0,2.0
350,7.0,3.0,73.5,28.0,0.0,2.0
327,6.5,2.0,73.5,28.0,1.0,2.0
233,6.0,1.5,76.0,28.0,1.0,2.0
197,6.0,1.0,71.0,30.5,1.0,2.0
128,5.5,1.0,70.5,26.0,1.0,2.0
85,5.0,1.0,70.0,22.0,1.0,2.0
63,4.0,0.0,75.0,22.0,1.0,2.0
130,4.0,0.0,75.0,22.0,1.0,2.0
233,4.0,-0.5,75.0,23.0,1.0,2.0
434,5.0,1.0,73.0,22.0,1.0,2.0
817,7.0,4.0,66.0,20.0,1.0,2.0
1165,7.5,4.0,68.5,23.0,1.0,2.0
1362,8.5,4.5,64.0,26.0,1.0,2.0
1534,9.0,6.0,62.0,26.0,1.0,2.0
1456,10.0,7.0,64.5,23.0,1.0,2.0
1469,10.0,6.5,62.0,29.5,1.0,2.0
1358,10.0,7.0,67.0,27.0,1.0,2.0
1201,10.0,7.0,69.0,30.0,1.0,2.0
1032,10.5,9.0,69.0,30.5,1.0,2.0
732,11.0,11.0,72.0,34.0,1.0,2.0
650,11.5,11.5,69.5,36.0,1.0,2.0
463,11.0,11.0,72.0,34.0,1.0,2.0
428,11.0,11.0,69.5,32.0,1.0,2.0
440,11.0,11.0,72.0,30.5,1.0,2.0
399,11.0,11.0,69.5,29.0,1.0,2.0
475,11.0,11.0,67.0,29.0,1.0,2.0
370,11.0,11.0,72.0,27.0,1.0,2.0
284,11.0,11.0,72.0,27.0,1.0,2.0
180,11.0,11.0,72.0,26.0,1.0,2.0
131,11.0,11.0,72.0,29.0,1.0,2.0
68,11.0,11.0,72.0,25.0,1.0,2.0
87,11.0,11.0,72.0,27.0,1.0,2.0
123,11.0,11.0,77.0,24.0,1.0,2.0
248,11.5,11.5,79.5,28.0,1.0,2.0
448,12.0,12.0,72.0,36.0,1.0,2.0
818,13.0,13.0,63.0,39.0,1.0,2.0
1047,13.0,13.0,65.0,42.5,1.0,2.0
868,12.0,12.0,77.0,35.0,1.0,2.0
1029,13.5,13.5,65.0,43.0,1.0,2.0
1091,14.0,14.0,65.0,45.0,1.0,2.0
1046,14.0,14.0,67.0,46.0,1.0,2.0
885,14.0,14.0,67.0,47.0,1.0,2.0
664,13.0,13.0,77.0,39.0,1.0,2.0
417,13.0,13.0,77.0,39.0,1.0,2.0
246,12.0,12.0,88.0,33.0,1.0,2.0
201,12.5,12.5,79.5,34.0,1.0,2.0
241,11.5,11.5,74.5,30.5,1.0,2.0
246,11.0,11.0,69.5,34.0,1.0,2.0
179,11.0,11.0,67.0,33.0,1.0,2.0
161,11.0,11.0,64.5,25.0,0.0,2.0
72,10.0,7.5,69.0,21.5,0.0,2.0
58,10.0,8.0,69.0,11.0,0.0,2.0
22,10.0,8.0,71.0,13.0,0.0,2.0
29,10.0,8.0,76.0,16.0,0.0,2.0
76,9.0,8.0,84.5,6.5,0.0,2.0
432,9.5,7.5,94.0,14.0,0.0,2.0
1679,11.5,11.5,85.0,21.0,0.0,2.0
3650,12.0,12.0,79.5,29.5,0.0,2.0
1825,13.0,13.0,74.5,29.5,0.0,2.0
740,13.0,13.0,69.5,30.5,0.0,2.0
726,13.5,13.5,65.0,35.0,0.0,2.0
861,13.5,13.5,69.5,34.0,0.0,2.0
780,14.0,14.0,67.0,38.0,0.0,2.0
777,13.5,13.5,72.0,38.0,0.0,2.0
853,13.0,13.0,77.0,37.0,0.0,2.0
1072,13.5,13.5,79.5,36.0,0.0,2.0
2161,13.0,13.0,85.0,35.0,0.0,2.0
2461,13.0,13.0,82.0,33.0,0.0,2.0
1406,14.0,14.0,79.5,32.0,0.0,2.0
518,13.0,13.0,88.0,27.0,0.0,2.0
329,13.0,13.0,88.0,25.0,0.0,2.0
230,10.5,9.5,94.0,12.0,0.0,2.0
88,10.0,9.0,94.0,7.0,0.0,3.0
40,10.0,10.0,94.0,5.0,0.0,3.0
34,9.5,9.0,97.0,5.0,0.0,3.0
22,10.0,10.0,94.0,6.0,0.0,3.0
24,10.0,10.0,94.0,6.0,0.0,3.0
114,11.5,11.5,97.0,10.5,0.0,3.0
582,13.5,13.5,88.0,23.0,0.0,3.0
1915,14.0,14.0,82.0,23.0,0.0,3.0
4185,14.0,14.0,79.5,27.0,0.0,3.0
1919,14.0,14.0,79.5,26.0,0.0,3.0
827,14.0,14.0,77.0,29.0,0.0,3.0
763,14.0,14.0,72.0,33.0,0.0,3.0
976,15.0,15.0,68.0,27.0,0.0,3.0
1101,14.5,14.5,67.5,29.5,0.0,3.0
909,15.0,15.0,63.0,25.0,0.0,3.0
1044,14.5,14.5,65.0,25.0,0.0,3.0
1468,14.5,14.5,65.0,20.5,0.0,3.0
2986,14.0,14.0,63.0,22.0,0.0,3.0
3073,14.0,14.0,57.0,23.0,0.0,3.0
1720,14.0,14.0,55.0,27.0,0.0,3.0
1067,13.5,13.5,55.0,25.0,0.0,3.0
748,13.5,13.5,55.0,20.5,0.0,3.0
601,13.0,13.0,61.0,20.0,0.0,3.0
353,13.0,13.0,61.0,21.0,0.0,3.0
195,13.0,13.0,59.0,19.0,0.0,3.0
128,13.0,13.0,63.0,18.5,0.0,3.0
70,13.0,13.0,67.0,17.0,0.0,3.0
44,13.0,13.0,67.0,22.5,0.0,3.0
54,13.0,13.0,65.0,21.5,0.0,3.0
107,13.0,13.0,65.0,21.5,0.0,3.0
616,13.0,13.0,67.0,20.0,0.0,3.0
2111,13.0,13.0,67.0,20.0,0.0,3.0
4323,13.0,13.0,72.0,21.5,0.0,3.0
2192,12.5,12.5,74.5,23.0,0.0,3.0
993,13.0,13.0,74.5,20.0,0.0,3.0
870,13.0,13.0,77.0,21.0,0.0,3.0
1097,13.0,13.0,77.0,23.0,0.0,3.0
1085,13.5,13.5,74.5,19.0,0.0,3.0
1040,13.5,13.5,74.5,24.0,0.0,3.0
1092,13.0,13.0,77.0,22.0,0.0,3.0
1442,13.0,13.0,77.0,21.0,0.0,3.0
2802,13.0,13.0,77.0,19.5,0.0,3.0
2914,13.0,13.0,77.0,18.5,0.0,3.0
1732,13.0,13.0,77.0,20.0,0.0,3.0
1010,13.0,13.0,77.0,21.0,0.0,3.0
736,13.0,13.0,77.0,19.5,0.0,3.0
664,13.0,13.0,77.0,23.0,0.0,3.0
472,13.0,13.0,79.5,22.0,0.0,3.0
129,13.0,13.0,82.0,24.0,0.0,3.0
52,13.0,13.0,79.5,21.0,0.0,3.0
115,13.0,13.0,77.0,20.0,0.0,3.0
55,13.0,13.0,77.0,20.5,0.0,3.0
46,13.0,13.0,77.0,17.0,0.0,3.0
120,13.0,13.0,77.0,18.0,0.0,3.0
607,13.0,13.0,77.0,15.0,0.0,3.0
2005,13.0,13.0,77.0,14.0,0.0,3.0
4369,13.0,13.0,77.0,15.0,0.0,3.0
2266,13.0,13.0,77.0,19.5,0.0,3.0
1024,13.0,13.0,77.0,19.0,0.0,3.0
861,13.0,13.0,77.0,18.0,0.0,3.0
1105,13.0,13.0,77.0,19.0,0.0,3.0
1144,13.0,13.0,77.0,19.0,0.0,3.0
972,13.0,13.0,74.5,19.5,0.0,3.0
1171,13.0,13.0,72.0,19.0,0.0,3.0
1422,13.0,13.0,72.0,18.5,0.0,3.0
2758,13.0,13.0,69.5,21.0,0.0,3.0
2620,13.0,13.0,69.5,22.0,0.0,3.0
1131,12.5,12.5,74.5,27.0,0.0,3.0
641,12.0,12.0,79.5,28.5,0.0,3.0
544,12.5,12.5,79.5,32.0,0.0,3.0
443,12.5,12.5,85.0,30.5,0.0,3.0
299,13.5,13.5,85.0,30.0,0.0,3.0
184,11.5,11.5,88.0,32.5,0.0,3.0
178,11.5,11.5,69.5,32.0,0.0,3.0
114,10.0,7.5,67.0,21.5,0.0,3.0
72,10.0,7.5,67.0,20.5,0.0,3.0
55,9.0,6.0,71.0,23.0,0.0,3.0
92,8.0,5.0,73.5,20.0,0.0,3.0
485,8.0,4.5,71.0,22.5,0.0,3.0
1668,8.0,4.5,71.0,21.5,0.0,3.0
3739,8.0,5.0,76.0,20.0,0.0,3.0
2151,9.5,6.5,71.0,21.5,0.0,3.0
1065,10.5,9.0,71.5,23.0,0.0,3.0
1004,11.5,11.5,69.5,23.0,0.0,3.0
1297,12.5,12.5,65.0,25.0,0.0,3.0
1329,13.0,13.0,63.0,26.0,0.0,3.0
1157,13.0,13.0,63.0,24.0,0.0,3.0
1297,13.0,13.0,63.0,27.0,0.0,3.0
1557,13.0,13.0,65.0,26.0,0.0,3.0
2619,12.0,12.0,74.5,26.0,0.0,3.0
2148,12.0,12.0,74.5,25.0,0.0,3.0
1327,12.5,12.5,69.5,27.0,0.0,3.0
791,12.0,12.0,74.5,24.0,0.0,3.0
603,12.5,12.5,69.5,27.0,0.0,3.0
567,12.0,12.0,72.0,28.5,0.0,3.0
457,12.0,12.0,67.0,35.0,0.0,3.0
495,13.0,13.0,63.0,34.0,1.0,3.0
403,12.0,12.0,67.0,36.0,1.0,3.0
296,12.0,12.0,69.5,38.0,1.0,3.0
169,12.0,12.0,69.5,35.0,1.0,3.0
159,12.0,12.0,69.5,35.0,1.0,3.0
80,12.0,12.0,72.0,31.5,1.0,3.0
108,12.0,12.0,72.0,30.5,1.0,3.0
199,12.0,12.0,67.0,34.0,1.0,3.0
408,12.0,12.0,67.0,34.5,1.0,3.0
695,12.5,12.5,65.0,39.0,1.0,3.0
995,13.0,13.0,65.0,39.0,1.0,3.0
1135,13.0,13.0,63.0,39.5,1.0,3.0
1480,13.0,13.0,63.0,36.0,1.0,3.0
1407,13.0,13.0,65.0,32.0,1.0,3.0
1262,13.0,13.0,67.0,36.0,1.0,3.0
1325,13.0,13.0,67.0,34.0,1.0,3.0
1129,12.5,12.5,69.5,38.0,1.0,3.0
990,13.0,13.0,65.0,40.0,1.0,3.0
960,13.5,13.5,65.0,37.0,1.0,3.0
853,13.0,13.0,69.5,38.0,1.0,3.0
595,13.0,13.0,63.0,45.0,1.0,3.0
435,13.0,13.0,63.0,42.5,1.0,3.0
482,13.0,13.0,61.0,41.5,1.0,3.0
451,13.0,13.0,63.0,38.0,1.0,3.0
446,13.0,13.0,65.0,35.0,1.0,3.0
418,13.0,13.0,67.0,34.0,1.0,3.0
325,13.0,13.0,69.5,31.5,1.0,3.0
225,13.0,13.0,72.0,35.0,1.0,3.0
113,13.0,13.0,79.5,30.5,1.0,3.0
98,13.0,13.0,77.0,25.0,1.0,3.0
100,13.0,13.0,79.5,25.0,1.0,3.0
109,13.0,13.0,85.0,28.0,1.0,3.0
224,13.5,13.5,85.0,22.5,1.0,3.0
537,14.0,14.0,77.0,26.0,1.0,3.0
827,14.5,14.5,70.0,32.0,1.0,3.0
1234,15.0,15.0,68.0,28.0,1.0,3.0
1467,14.0,14.0,74.5,29.0,1.0,3.0
1446,13.5,13.5,82.0,21.0,1.0,3.0
1449,14.0,14.0,77.0,23.0,1.0,3.0
1491,14.0,14.0,79.5,22.0,1.0,3.0
1156,14.0,14.0,82.0,17.0,1.0,3.0
980,13.0,13.0,88.0,15.0,1.0,3.0
930,13.0,13.0,94.0,14.0,1.0,3.0
518,13.0,13.0,94.0,13.0,1.0,3.0
456,13.0,13.0,94.0,9.0,1.0,3.0
372,13.0,13.0,88.0,13.0,1.0,3.0
330,14.0,14.0,85.0,12.0,1.0,3.0
227,13.0,13.0,94.0,15.0,1.0,3.0
132,13.5,13.5,85.0,14.0,0.0,3.0
78,13.5,13.5,85.0,12.0,0.0,3.0
54,14.0,14.0,82.0,12.0,0.0,3.0
27,14.0,14.0,82.0,11.0,0.0,3.0
29,14.0,14.0,82.0,15.0,0.0,3.0
119,14.0,14.0,82.0,16.0,0.0,3.0
548,13.0,13.0,88.0,13.0,0.0,3.0
1900,14.0,14.0,82.0,12.0,0.0,3.0
3999,14.0,14.0,82.0,17.0,0.0,3.0
1659,14.0,14.0,82.0,16.0,0.0,3.0
859,13.5,13.5,85.0,9.0,0.0,3.0
750,14.0,14.0,82.0,13.0,0.0,3.0
956,13.5,13.5,85.0,13.0,0.0,3.0
964,14.0,14.0,82.0,12.0,0.0,3.0
922,13.5,13.5,82.0,12.0,0.0,3.0
1096,13.0,13.0,82.0,10.0,0.0,3.0
1455,12.5,12.5,85.0,13.0,0.0,3.0
2886,12.0,12.0,85.0,12.0,0.0,3.0
2952,12.0,12.0,82.0,16.0,0.0,3.0
1710,12.0,12.0,82.0,19.5,0.0,3.0
1066,12.5,12.5,77.0,18.0,0.0,3.0
711,13.0,13.0,72.0,19.5,0.0,3.0
536,13.0,13.0,72.0,22.0,0.0,3.0
326,13.0,13.0,72.0,20.5,0.0,3.0
187,13.0,13.0,72.0,23.0,0.0,3.0
91,13.0,13.0,74.5,21.0,0.0,3.0
44,13.0,13.0,74.5,17.0,0.0,3.0
44,13.0,13.0,77.0,22.0,0.0,3.0
24,12.5,12.5,85.0,17.0,0.0,3.0
96,13.0,13.0,88.0,16.0,0.0,3.0
474,13.0,13.0,88.0,14.0,0.0,3.0
1676,13.5,13.5,85.0,18.5,0.0,3.0
3002,14.0,14.0,82.0,18.5,0.0,3.0
1400,14.0,14.0,82.0,19.5,0.0,3.0
843,14.0,14.0,82.0,19.5,0.0,3.0
678,14.0,14.0,82.0,18.0,0.0,3.0
796,14.5,14.5,72.5,24.0,0.0,3.0
988,14.0,14.0,65.0,25.0,0.0,3.0
986,14.0,14.0,57.0,23.0,0.0,3.0
991,12.0,12.0,67.5,25.0,0.0,3.0
1376,11.0,11.0,64.5,23.0,0.0,3.0
2819,11.0,11.0,62.0,23.0,0.0,3.0
2724,11.0,11.0,62.0,22.0,0.0,3.0
1547,10.5,9.0,64.5,27.0,0.0,3.0
1064,10.0,7.0,67.0,25.0,0.0,3.0
651,9.5,6.5,69.0,21.0,0.0,3.0
564,9.0,6.0,71.0,19.0,0.0,3.0
365,8.0,5.0,76.0,17.0,0.0,3.0
180,8.0,5.0,82.0,21.0,0.0,3.0
113,7.5,4.5,78.5,18.5,0.0,3.0
79,7.0,4.0,81.0,17.0,0.0,3.0
58,7.0,4.0,81.0,17.0,0.0,3.0
51,6.0,3.0,84.0,16.0,0.0,3.0
94,6.0,3.5,81.0,12.0,0.0,3.0
574,6.0,4.5,81.0,7.5,0.0,3.0
2004,6.5,4.5,78.5,9.0,0.0,3.0
4208,7.0,5.0,76.0,9.0,0.0,3.0
2130,8.5,6.5,71.0,11.0,0.0,3.0
974,10.0,8.0,69.0,14.0,0.0,3.0
947,11.5,11.5,65.0,19.0,0.0,3.0
1141,12.0,12.0,63.0,21.5,0.0,3.0
1239,12.5,12.5,61.0,23.0,0.0,3.0
1048,12.5,12.5,61.0,23.0,0.0,3.0
1189,11.5,11.5,69.5,20.5,0.0,3.0
1497,11.0,11.0,74.5,20.5,0.0,3.0
2771,11.0,11.0,72.0,20.0,0.0,3.0
2738,11.0,11.0,72.0,21.0,0.0,3.0
1549,11.0,11.0,74.5,21.0,0.0,3.0
987,11.0,11.0,77.0,22.0,0.0,3.0
791,11.5,11.5,74.5,24.0,0.0,3.0
688,12.0,12.0,77.0,24.0,0.0,3.0
512,12.0,12.0,69.5,27.0,0.0,3.0
321,12.0,12.0,72.0,25.0,0.0,3.0
190,12.0,12.0,69.5,28.0,0.0,3.0
101,11.0,11.0,77.0,24.0,0.0,3.0
53,11.0,11.0,72.0,26.5,0.0,3.0
51,11.0,11.0,72.0,23.0,0.0,3.0
107,11.5,11.5,69.5,19.5,0.0,3.0
554,12.0,12.0,67.0,20.5,0.0,3.0
1944,12.0,12.0,67.0,22.0,0.0,3.0
4091,12.0,12.0,69.5,23.0,0.0,3.0
2202,12.0,12.0,74.5,25.0,0.0,3.0
949,12.0,12.0,77.0,25.0,0.0,3.0
615,11.5,11.5,79.5,27.0,0.0,3.0
971,11.0,11.0,85.0,25.0,0.0,3.0
985,12.0,12.0,77.0,21.0,0.0,3.0
869,12.0,12.0,77.0,24.0,0.0,3.0
1014,12.0,12.0,77.0,25.0,0.0,3.0
1396,12.0,12.0,77.0,25.0,0.0,3.0
2471,12.0,12.0,82.0,24.0,0.0,3.0
1865,12.0,12.0,85.0,25.0,0.0,3.0
1046,12.0,12.0,82.0,24.0,0.0,3.0
467,11.0,11.0,88.0,16.0,0.0,3.0
274,11.0,11.0,88.0,13.0,0.0,3.0
226,10.0,8.0,91.0,17.0,0.0,3.0
353,10.0,8.0,94.0,11.0,0.0,3.0
350,10.0,9.0,94.0,8.0,0.0,3.0
272,10.5,9.5,91.0,18.5,0.0,3.0
139,11.0,11.0,82.0,19.5,0.0,3.0
80,11.0,11.0,82.0,22.0,0.0,3.0
76,11.0,11.0,79.5,22.0,0.0,3.0
111,11.0,11.0,77.0,20.0,0.0,3.0
498,11.0,11.0,77.0,23.0,0.0,3.0
1588,11.0,11.0,74.5,24.0,0.0,3.0
3452,11.0,11.0,72.0,23.0,0.0,3.0
1999,11.0,11.0,72.0,20.0,0.0,3.0
966,11.0,11.0,69.5,21.0,0.0,3.0
911,11.0,11.0,67.0,26.0,0.0,3.0
1133,10.5,9.0,74.0,26.0,0.0,3.0
1071,11.0,11.0,74.5,26.0,0.0,3.0
798,10.5,9.0,77.0,24.0,0.0,3.0
847,10.0,6.5,76.0,28.5,0.0,3.0
1333,10.0,7.5,73.5,20.5,0.0,3.0
2326,10.0,7.5,71.0,19.5,0.0,3.0
1953,9.5,7.0,69.0,20.5,0.0,3.0
1142,9.0,6.0,71.0,21.0,0.0,3.0
737,8.5,5.5,73.5,17.0,0.0,3.0
525,8.0,5.5,73.5,14.0,0.0,3.0
479,7.5,5.5,76.0,12.0,0.0,3.0
473,7.0,4.5,78.5,13.0,0.0,3.0
507,7.0,4.0,78.5,16.0,1.0,3.0
461,7.0,5.0,76.0,13.0,1.0,3.0
110,7.0,6.0,76.0,6.0,1.0,3.0
207,8.0,7.0,71.0,6.5,1.0,3.0
396,8.0,7.0,71.0,6.0,1.0,3.0
716,8.5,7.5,73.5,6.0,1.0,3.0
1033,10.5,10.0,82.0,12.0,1.0,3.0
1100,12.0,12.0,82.0,20.0,1.0,3.0
1308,13.0,13.0,77.0,26.0,1.0,3.0
1409,13.5,13.5,69.5,33.0,1.0,3.0
1359,14.0,14.0,67.0,33.0,1.0,3.0
1304,14.0,14.0,67.0,32.0,1.0,3.0
1056,14.0,14.0,72.0,34.0,1.0,3.0
1021,13.5,13.5,74.5,32.5,1.0,3.0
946,14.0,14.0,69.5,33.0,1.0,3.0
778,14.0,14.0,67.0,32.0,1.0,3.0
668,14.0,14.0,69.5,31.5,1.0,3.0
513,14.0,14.0,72.0,31.0,1.0,3.0
454,14.0,14.0,72.0,32.0,1.0,3.0
469,13.5,13.5,74.5,32.0,1.0,3.0
372,12.0,10.5,77.0,25.0,1.0,3.0
277,8.0,6.0,87.0,11.0,1.0,3.0
194,7.5,6.0,90.0,8.0,1.0,3.0
156,7.0,6.0,93.0,6.5,1.0,3.0
85,7.0,5.5,93.0,8.0,1.0,3.0
49,7.0,5.0,93.0,10.0,1.0,3.0
78,7.0,5.0,93.0,12.0,1.0,3.0
110,7.0,4.0,93.0,16.0,1.0,3.0
175,7.0,5.0,93.0,12.0,1.0,3.0
331,7.0,4.5,93.0,14.0,1.0,3.0
628,7.5,5.0,93.0,13.0,1.0,3.0
756,8.0,6.0,93.0,11.0,1.0,3.0
990,8.5,6.5,93.5,12.0,1.0,3.0
1128,9.0,8.0,94.0,8.0,1.0,3.0
1202,9.0,8.0,94.0,6.5,1.0,3.0
1060,9.0,8.0,94.0,9.0,1.0,3.0
971,9.0,7.5,94.0,10.0,1.0,3.0
846,9.0,8.0,94.0,9.0,1.0,3.0
817,9.5,9.0,97.0,6.5,1.0,3.0
601,10.0,10.0,94.0,6.0,1.0,3.0
499,10.0,10.0,88.0,5.0,1.0,3.0
346,10.0,8.0,85.0,12.0,1.0,3.0
339,9.0,8.0,87.0,7.0,1.0,3.0
281,8.5,7.0,87.0,8.5,1.0,3.0
157,8.0,7.0,93.0,7.0,0.0,3.0
69,8.5,6.5,87.0,10.0,0.0,3.0
46,9.0,7.5,87.0,10.0,0.0,3.0
40,9.0,7.5,87.0,11.0,0.0,3.0
40,9.0,7.5,84.5,10.0,0.0,3.0
97,9.0,8.0,82.0,9.0,0.0,3.0
538,9.0,8.0,82.0,8.0,0.0,3.0
1808,8.5,7.0,84.5,8.5,0.0,3.0
3761,8.0,6.0,87.0,10.0,0.0,3.0
1909,9.0,7.5,84.5,11.0,0.0,3.0
783,9.0,7.5,84.5,10.0,0.0,3.0
763,9.5,8.0,84.5,10.0,0.0,3.0
946,10.0,8.0,82.0,13.0,0.0,3.0
1057,10.0,8.0,79.0,12.0,0.0,3.0
947,10.0,8.5,82.0,10.0,0.0,3.0
1081,10.0,9.0,76.0,9.0,0.0,3.0
1090,10.0,8.5,79.0,10.0,0.0,3.0
2687,9.0,7.0,87.0,12.0,0.0,3.0
2696,9.5,8.0,84.5,9.0,0.0,3.0
1579,10.0,8.5,82.0,9.0,0.0,3.0
890,10.0,9.5,82.0,6.5,0.0,3.0
429,9.0,7.5,90.5,10.0,0.0,3.0
220,9.0,8.0,94.0,7.5,0.0,3.0
202,9.0,7.0,94.0,11.0,0.0,3.0
159,9.0,8.0,94.0,7.5,0.0,3.0
87,9.5,8.5,94.0,7.0,0.0,3.0
68,10.0,8.5,94.0,9.0,0.0,3.0
31,10.0,9.5,94.0,6.5,0.0,3.0
30,10.0,9.0,94.0,8.0,0.0,3.0
105,10.5,10.0,94.0,7.0,0.0,3.0
553,10.5,10.0,97.0,10.0,0.0,3.0
1794,10.0,8.0,100.0,12.0,0.0,3.0
3722,11.0,11.0,94.0,8.0,0.0,3.0
1899,11.0,11.0,94.0,9.0,0.0,3.0
907,12.0,12.0,94.0,11.0,0.0,3.0
756,12.0,12.0,94.0,13.0,0.0,3.0
991,12.0,12.0,94.0,14.0,0.0,3.0
877,12.0,12.0,91.0,16.0,0.0,3.0
918,12.5,12.5,85.0,15.0,0.0,3.0
737,12.0,12.0,88.0,13.0,0.0,3.0
853,12.0,12.0,88.0,12.0,0.0,3.0
1130,12.0,12.0,88.0,11.0,0.0,3.0
1631,12.0,12.0,88.0,11.0,0.0,3.0
809,12.0,12.0,94.0,10.0,0.0,3.0
705,13.0,13.0,88.0,11.0,0.0,3.0
535,13.0,13.0,91.0,10.0,0.0,3.0
482,13.0,13.0,94.0,10.0,0.0,3.0
422,14.0,14.0,88.0,16.0,0.0,3.0
225,14.0,14.0,88.0,17.0,0.0,3.0
119,14.0,14.0,88.0,17.0,0.0,3.0
67,14.0,14.0,88.0,18.0,0.0,3.0
55,14.0,14.0,85.0,16.0,0.0,3.0
46,13.0,13.0,94.0,17.0,0.0,3.0
82,13.5,13.5,88.0,16.0,0.0,3.0
556,14.0,14.0,82.0,21.0,0.0,3.0
1797,14.0,14.0,82.0,20.0,0.0,3.0
3771,14.0,14.0,82.0,26.0,0.0,3.0
2066,14.0,14.0,82.0,26.0,0.0,3.0
873,15.0,15.0,74.5,26.0,0.0,3.0
857,15.0,15.0,77.0,25.0,0.0,3.0
1003,16.0,16.0,72.0,28.0,0.0,3.0
1044,15.5,15.5,74.5,24.0,0.0,3.0
883,15.0,15.0,79.5,22.0,0.0,3.0
1060,15.0,15.0,74.5,30.5,0.0,3.0
1385,15.0,15.0,77.0,25.0,0.0,3.0
2483,14.5,14.5,79.5,17.0,0.0,3.0
2580,14.0,14.0,82.0,15.0,0.0,3.0
1538,15.0,15.0,77.0,18.5,0.0,3.0
1033,14.0,14.0,85.0,12.0,0.0,3.0
754,15.0,15.0,85.0,17.0,0.0,3.0
731,15.0,15.0,82.0,19.0,0.0,3.0
550,15.0,15.0,82.0,18.0,0.0,3.0
375,14.5,14.5,82.0,18.0,0.0,3.0
213,14.0,14.0,82.0,17.0,0.0,3.0
206,14.0,14.0,77.0,19.0,0.0,3.0
108,14.0,14.0,77.0,20.0,0.0,3.0
