,cnt,t_real,t_feels_like,humidity,wind_speed,is_weekend,season
10157,945,6.5,3.0,53.0,20.0,0.0,0.0
10158,876,8.0,4.0,48.0,25.0,0.0,0.0
10159,1196,8.0,5.0,48.0,21.0,0.0,0.0
10160,1218,8.0,5.0,46.0,20.5,0.0,0.0
10161,1055,8.5,5.5,49.5,19.5,0.0,0.0
10162,1222,8.0,5.0,48.0,21.0,0.0,0.0
10163,1558,7.5,5.0,47.5,15.0,0.0,0.0
10164,2733,7.0,5.0,51.0,13.0,0.0,0.0
10165,2071,6.0,4.0,63.5,9.0,0.0,0.0
10166,1218,6.0,4.5,66.0,6.5,0.0,0.0
10167,695,5.0,4.5,70.0,3.0,0.0,0.0
10168,518,5.0,3.5,71.0,7.5,0.0,0.0
10169,375,4.0,2.0,70.0,7.0,0.0,0.0
10170,377,3.0,3.0,75.0,2.0,0.0,0.0
10171,303,2.5,2.0,78.0,3.0,1.0,0.0
10172,193,2.5,1.5,78.0,5.0,1.0,0.0
10173,150,2.0,1.0,81.0,5.0,1.0,0.0
10174,99,2.0,-0.5,78.0,7.5,1.0,0.0
10175,71,1.0,-1.0,87.0,6.5,1.0,0.0
10176,50,1.0,-1.0,87.0,6.5,1.0,0.0
10177,78,1.5,-1.0,87.0,8.0,1.0,0.0
10178,211,2.0,-1.0,87.0,10.0,1.0,0.0
10179,465,3.0,0.0,81.0,13.0,1.0,0.0
10180,665,3.5,0.0,84.0,16.0,1.0,0.0
10181,668,4.0,0.0,87.0,19.0,1.0,0.0
10182,797,5.0,1.0,81.0,19.0,1.0,0.0
10183,1075,6.0,2.0,73.5,21.0,1.0,0.0
10184,978,7.0,3.0,68.5,22.0,1.0,0.0
10185,920,6.0,2.5,76.0,23.5,1.0,0.0
10186,1083,6.5,3.0,66.0,22.0,1.0,0.0
10187,1059,5.5,1.0,76.5,25.0,1.0,0.0
10188,1003,5.0,1.5,81.5,15.5,1.0,0.0
10189,596,5.0,1.5,76.0,18.0,1.0,0.0
10190,531,4.0,0.5,84.0,15.0,1.0,0.0
10191,385,4.0,0.0,81.0,18.0,1.0,0.0
10192,284,4.0,0.0,81.0,17.0,1.0,0.0
10193,290,4.0,0.0,81.0,18.5,1.0,0.0
10194,261,4.0,0.0,81.0,19.0,1.0,0.0
10195,284,4.0,0.0,81.0,17.0,1.0,0.0
10196,194,3.0,-1.0,84.0,17.0,1.0,0.0
10197,147,3.0,-0.5,81.0,14.0,1.0,0.0
10198,94,3.0,-0.5,81.0,14.0,1.0,0.0
10199,67,3.0,-1.0,81.0,16.0,1.0,0.0
10200,52,2.5,-1.5,84.0,16.0,1.0,0.0
10201,78,2.0,-2.0,87.0,15.0,1.0,0.0
10202,115,2.5,-0.5,84.0,11.0,1.0,0.0
10203,271,3.0,-0.5,81.0,14.0,1.0,0.0
10204,568,4.0,0.5,75.0,17.5,1.0,0.0
10205,945,4.0,0.0,75.0,21.0,1.0,0.0
10206,1195,6.0,2.5,68.0,20.0,1.0,0.0
10207,1434,6.5,3.0,63.5,19.5,1.0,0.0
10208,1403,7.0,3.5,61.0,20.5,1.0,0.0
10209,1229,7.0,4.0,59.0,17.0,1.0,0.0
10210,799,6.0,2.5,66.5,18.0,1.0,0.0
10211,732,4.5,2.0,78.5,11.0,1.0,0.0
10212,771,4.5,3.5,78.5,6.0,1.0,0.0
10213,618,5.0,3.0,73.0,8.0,1.0,0.0
10214,436,5.0,2.0,68.0,11.0,1.0,0.0
10215,379,5.0,2.5,66.0,10.0,1.0,0.0
10216,331,4.5,2.5,68.0,8.0,1.0,0.0
10217,223,4.0,2.0,72.5,7.0,1.0,0.0
10218,145,4.0,2.5,72.5,7.5,1.0,0.0
10219,100,4.0,1.5,70.0,10.0,0.0,0.0
10220,45,4.0,1.0,72.5,14.0,0.0,0.0
10221,20,3.0,0.0,78.0,12.0,0.0,0.0
10222,18,2.5,-0.5,84.0,11.0,0.0,0.0
10223,22,2.0,-0.5,84.0,9.0,0.0,0.0
10224,103,2.0,-1.5,81.0,12.0,0.0,0.0
10225,523,2.0,-1.5,75.0,12.0,0.0,0.0
10226,1873,2.0,-2.0,75.0,16.0,0.0,0.0
10227,3690,3.0,-2.0,70.0,20.0,0.0,0.0
10228,1756,4.0,0.0,65.0,18.5,0.0,0.0
10229,710,5.0,1.0,61.0,21.0,0.0,0.0
10230,658,6.0,2.5,57.0,19.5,0.0,0.0
10231,806,7.0,3.5,53.0,21.5,0.0,0.0
10232,823,7.0,3.5,53.0,21.0,0.0,0.0
10233,727,7.0,3.5,55.0,22.0,0.0,0.0
10234,793,7.0,4.0,57.0,18.5,0.0,0.0
10235,1220,7.0,4.5,57.0,16.5,0.0,0.0
10236,2742,7.0,4.0,57.0,15.0,0.0,0.0
10237,2654,7.0,4.0,55.0,16.0,0.0,0.0
10238,1458,6.0,3.5,59.0,14.0,0.0,0.0
10239,877,6.0,3.5,61.0,12.0,0.0,0.0
10240,515,5.5,4.0,63.5,6.5,0.0,0.0
10241,355,5.0,3.0,66.0,7.0,0.0,0.0
10242,184,4.0,2.5,70.0,6.5,0.0,0.0
10243,108,3.0,2.0,75.0,6.0,0.0,0.0
10244,72,3.0,2.0,75.0,6.0,0.0,0.0
10245,32,2.0,1.0,75.0,5.0,0.0,0.0
10246,20,1.5,-1.5,78.0,11.0,0.0,0.0
10247,26,1.0,-2.5,75.0,12.0,0.0,0.0
10248,101,1.0,-2.5,75.0,12.0,0.0,0.0
10249,631,1.0,-2.5,72.5,12.0,0.0,0.0
10250,2106,2.0,-1.5,67.5,12.0,0.0,0.0
10251,3878,2.5,-0.5,67.5,10.0,0.0,0.0
10252,1882,4.5,2.0,59.0,10.0,0.0,0.0
10253,745,6.0,3.0,55.0,16.0,0.0,0.0
10254,655,7.5,4.5,53.0,18.0,0.0,0.0
10255,881,8.0,5.0,57.0,20.0,0.0,0.0
10256,880,9.0,6.0,58.0,19.0,0.0,0.0
10257,804,9.0,6.5,58.0,18.5,0.0,0.0
10258,817,9.0,6.0,58.0,20.0,0.0,0.0
10259,1435,8.5,5.5,64.0,19.5,0.0,0.0
10260,2581,8.0,5.0,68.5,22.0,0.0,0.0
10261,2279,7.5,4.5,78.5,18.0,0.0,0.0
10262,1240,7.0,4.0,84.0,19.5,0.0,0.0
10263,757,7.0,4.0,87.0,19.5,0.0,0.0
10264,566,7.0,3.5,93.0,21.0,0.0,0.0
10265,391,7.5,4.5,90.0,15.0,0.0,0.0
10266,242,8.0,5.0,90.0,18.0,0.0,0.0
10267,108,8.0,5.0,93.0,17.5,0.0,0.0
10268,48,8.0,5.0,93.0,17.0,0.0,0.0
10269,28,8.0,4.0,93.0,26.0,0.0,0.0
10270,17,8.0,4.5,93.0,21.5,0.0,0.0
10271,16,7.0,3.0,93.0,25.0,0.0,0.0
10272,57,7.5,3.5,90.0,26.0,0.0,0.0
10273,282,8.0,4.0,90.0,27.0,0.0,0.0
10274,1389,8.0,4.5,93.0,20.5,0.0,0.0
10275,2888,8.0,5.0,93.0,18.0,0.0,0.0
10276,1581,9.0,6.0,84.5,18.0,0.0,0.0
10277,787,9.0,7.5,82.0,8.5,0.0,0.0
10278,634,9.0,8.0,82.0,7.0,0.0,0.0
10279,667,10.0,9.5,79.0,5.5,0.0,0.0
10280,804,9.5,7.5,82.0,15.5,0.0,0.0
10281,578,8.5,5.5,87.0,19.5,0.0,0.0
10282,526,9.0,6.0,82.0,18.5,0.0,0.0
10283,894,8.0,5.0,84.5,19.0,0.0,0.0
10284,2420,8.0,5.0,82.0,17.0,0.0,0.0
10285,2204,8.0,5.0,82.0,16.0,0.0,0.0
10286,1196,7.0,4.5,87.0,14.0,0.0,0.0
10287,762,7.0,5.0,84.0,13.0,0.0,0.0
10288,629,7.0,4.5,81.0,14.0,0.0,0.0
10289,405,7.0,4.5,81.0,12.0,0.0,0.0
10290,222,6.0,3.5,93.0,12.0,0.0,0.0
10291,147,6.0,4.0,93.0,9.0,0.0,0.0
10292,86,6.0,4.0,93.0,7.0,0.0,0.0
10293,47,6.0,4.5,90.0,6.5,0.0,0.0
10294,35,6.0,4.0,90.0,8.0,0.0,0.0
10295,45,6.0,4.5,90.0,6.5,0.0,0.0
10296,105,6.0,4.5,93.0,6.5,0.0,0.0
10297,518,6.0,4.0,93.0,7.0,0.0,0.0
10298,1807,6.0,4.0,93.0,9.0,0.0,0.0
10299,3518,6.0,4.0,93.0,9.0,0.0,0.0
10300,1681,6.0,3.5,93.0,12.0,0.0,0.0
10301,766,7.0,5.5,87.0,10.0,0.0,0.0
10302,732,8.0,6.5,79.0,8.0,0.0,0.0
10303,908,8.0,6.0,76.0,10.0,0.0,0.0
10304,945,9.0,7.5,71.0,10.0,0.0,0.0
10305,840,9.0,7.5,71.0,9.0,0.0,0.0
10306,975,9.0,8.0,71.0,8.0,0.0,0.0
10307,1412,9.0,8.0,66.0,7.5,0.0,0.0
10308,2656,9.0,8.5,68.5,5.0,0.0,0.0
10309,2549,8.0,6.5,73.5,9.5,0.0,0.0
10310,1402,6.5,4.5,78.5,11.0,0.0,0.0
10311,840,6.0,5.0,81.0,6.0,0.0,0.0
10312,600,5.5,5.5,84.0,4.0,0.0,0.0
10313,568,5.0,5.0,87.0,2.0,0.0,0.0
10314,322,4.0,4.0,87.0,0.0,0.0,0.0
10315,180,4.0,3.5,87.0,5.0,0.0,0.0
10316,106,3.5,3.5,90.0,2.0,0.0,0.0
10317,61,2.0,1.0,93.0,3.0,0.0,0.0
10318,52,2.5,2.0,96.5,3.0,0.0,0.0
10319,51,1.0,0.0,93.0,5.0,0.0,0.0
10320,106,1.0,0.0,100.0,5.0,0.0,0.0
10321,509,1.0,1.0,100.0,2.0,0.0,0.0
10322,1718,0.5,-0.5,100.0,5.0,0.0,0.0
10323,3472,1.5,0.5,93.0,3.0,0.0,0.0
10324,1905,4.5,4.0,90.5,3.0,0.0,0.0
10325,958,7.0,6.0,76.0,6.5,0.0,0.0
10326,943,7.5,5.5,73.5,12.0,0.0,0.0
10327,871,9.0,7.5,66.0,11.0,0.0,0.0
10328,603,9.5,8.0,64.0,9.0,0.0,0.0
10329,477,10.0,9.0,60.0,9.0,0.0,0.0
10330,576,10.0,8.5,62.0,11.0,0.0,0.0
10331,917,9.5,7.5,64.0,12.0,0.0,0.0
10332,2045,8.0,6.0,71.0,13.0,0.0,0.0
10333,2115,6.5,4.0,78.5,13.0,0.0,0.0
10334,1195,6.0,4.0,78.5,9.0,0.0,0.0
10335,709,6.0,4.0,81.0,7.0,0.0,0.0
10336,497,4.0,1.0,93.0,11.0,0.0,0.0
10337,442,4.0,2.0,93.0,8.0,0.0,0.0
10338,385,4.0,3.0,93.0,5.5,0.0,0.0
10339,295,5.0,4.0,93.0,6.0,1.0,0.0
10340,251,5.0,4.5,93.0,5.0,1.0,0.0
10341,149,5.0,4.0,93.0,6.0,1.0,0.0
10342,139,5.0,5.0,93.0,2.0,1.0,0.0
10343,79,5.0,5.0,93.0,4.0,1.0,0.0
10344,60,5.0,5.0,93.0,2.0,1.0,0.0
10345,103,5.0,5.0,93.0,2.0,1.0,0.0
10346,172,5.5,4.5,90.0,5.5,1.0,0.0
10347,439,6.0,5.0,87.0,5.5,1.0,0.0
10348,783,7.0,7.0,87.0,2.0,1.0,0.0
10349,1223,8.0,6.5,79.0,9.0,1.0,0.0
10350,1583,8.5,7.5,73.5,7.0,1.0,0.0
10351,2090,10.0,10.0,69.0,6.0,1.0,0.0
10352,2143,10.5,10.5,62.0,5.0,1.0,0.0
10353,2302,11.0,11.0,58.0,3.0,1.0,0.0
10354,2196,11.0,11.0,54.0,5.0,1.0,0.0
10355,1998,11.0,11.0,54.0,6.5,1.0,0.0
10356,1705,8.5,6.0,76.5,16.0,1.0,0.0
10357,1244,7.0,4.0,81.0,15.0,1.0,0.0
10358,830,6.0,3.5,87.0,13.0,1.0,0.0
10359,613,6.0,4.0,87.0,8.0,1.0,0.0
10360,423,6.0,5.0,87.0,6.0,1.0,0.0
10361,383,5.0,4.5,93.0,5.0,1.0,0.0
10362,370,4.5,4.0,96.5,5.0,1.0,0.0
10363,372,5.0,4.5,93.0,5.0,1.0,0.0
10364,260,5.0,3.5,93.0,6.5,1.0,0.0
10365,256,3.5,1.5,93.0,7.0,1.0,0.0
10366,160,2.0,0.0,100.0,6.5,1.0,0.0
10367,73,2.0,0.0,100.0,6.5,1.0,0.0
10368,64,2.5,0.5,96.5,7.5,1.0,0.0
10369,83,2.5,1.0,96.5,6.5,1.0,0.0
10370,155,3.0,1.0,96.5,7.0,1.0,0.0
10371,299,3.5,2.0,96.5,7.5,1.0,0.0
10372,687,6.0,3.5,84.5,14.5,1.0,0.0
10373,1129,7.5,4.0,68.5,23.0,1.0,0.0
10374,1760,8.5,5.5,64.0,22.0,1.0,0.0
10375,2289,9.0,6.0,60.0,23.0,1.0,0.0
10376,2511,9.0,6.0,60.0,24.0,1.0,0.0
10377,2468,9.0,6.0,62.0,26.0,1.0,0.0
10378,2450,7.5,3.5,68.5,26.0,1.0,0.0
10379,2107,6.5,2.5,71.0,24.0,1.0,0.0
10380,1754,6.0,2.5,73.5,21.5,1.0,0.0
10381,977,5.0,2.0,81.0,17.0,1.0,0.0
10382,574,5.0,2.0,81.0,13.0,1.0,0.0
10383,499,5.0,2.0,81.0,13.0,1.0,0.0
10384,318,5.0,2.0,81.0,15.0,1.0,0.0
10385,284,5.0,2.0,81.0,16.0,1.0,0.0
10386,158,5.0,2.0,84.0,14.0,1.0,0.0
10387,120,5.5,3.5,84.0,10.0,0.0,0.0
10388,68,6.0,3.0,81.0,13.0,0.0,0.0
10389,31,6.0,3.0,81.0,15.0,0.0,0.0
10390,21,6.0,3.0,81.0,16.0,0.0,0.0
10391,35,6.0,3.0,78.5,16.0,0.0,0.0
10392,100,5.0,2.0,81.0,14.0,0.0,0.0
10393,539,5.5,2.5,78.5,15.0,0.0,0.0
10394,1912,5.5,1.5,76.0,22.0,0.0,0.0
10395,3674,5.0,1.0,76.0,22.0,0.0,0.0
10396,1814,6.0,2.0,71.0,26.0,0.0,0.0
10397,884,6.5,2.5,73.5,26.0,0.0,0.0
10398,816,7.5,3.5,64.0,26.0,0.0,0.0
10399,1043,8.5,4.5,53.5,29.0,0.0,0.0
10400,1023,9.0,5.0,46.0,30.5,0.0,0.0
10401,1056,10.0,6.0,40.0,33.0,0.0,0.0
10402,1255,10.0,6.0,37.0,32.0,0.0,0.0
10403,1650,8.5,4.5,48.0,34.0,0.0,0.0
10404,3163,8.0,4.0,55.0,30.5,0.0,0.0
10405,2801,7.0,3.5,63.5,22.0,0.0,0.0
10406,1446,6.0,2.0,71.0,21.0,0.0,0.0
10407,814,6.0,3.0,73.5,18.0,0.0,0.0
10408,548,6.0,3.0,76.0,14.0,0.0,0.0
10409,409,6.0,3.5,76.0,11.0,0.0,0.0
10410,226,5.0,3.5,81.0,7.5,0.0,0.0
10411,105,4.0,3.5,81.0,5.0,0.0,0.0
10412,72,4.5,4.5,84.0,4.0,0.0,0.0
10413,42,4.0,3.0,87.0,6.0,0.0,0.0
10414,22,3.0,2.5,90.0,5.0,0.0,0.0
10415,33,3.0,1.0,87.0,7.0,0.0,0.0
10416,103,3.0,2.5,90.0,5.0,0.0,0.0
10417,600,4.5,4.5,87.0,2.0,0.0,0.0
10418,2133,6.0,3.5,87.0,11.0,0.0,0.0
10419,3952,6.0,3.0,90.0,15.0,0.0,0.0
10420,1771,6.0,4.0,93.0,11.0,0.0,0.0
10421,846,7.0,4.0,87.0,17.0,0.0,0.0
10422,728,8.0,5.5,82.0,14.0,0.0,0.0
10423,928,8.0,5.0,82.0,15.0,0.0,0.0
10424,1000,9.0,6.0,76.0,18.0,0.0,0.0
10425,908,9.0,6.5,76.0,16.0,0.0,0.0
10426,996,8.5,5.5,79.0,17.0,0.0,0.0
10427,1416,8.0,5.0,82.0,15.0,0.0,0.0
10428,2963,8.0,5.0,82.0,17.0,0.0,0.0
10429,2768,8.0,5.0,82.0,19.5,0.0,0.0
10430,1520,8.0,5.0,82.0,18.0,0.0,0.0
10431,875,7.0,4.0,87.0,19.0,0.0,0.0
10432,646,7.0,4.0,87.0,17.0,0.0,0.0
10433,500,7.0,4.5,87.0,16.0,0.0,0.0
10434,297,7.0,4.0,87.0,15.0,0.0,0.0
10435,121,7.0,4.0,87.0,15.0,0.0,0.0
10436,60,7.0,4.0,90.0,16.0,0.0,0.0
10437,37,7.0,4.0,93.0,16.0,0.0,0.0
10438,29,7.0,4.5,93.0,14.0,0.0,0.0
10439,33,7.0,4.0,93.0,17.0,0.0,0.0
10440,108,8.0,5.0,87.0,15.0,0.0,0.0
10441,587,7.0,4.0,84.0,17.0,0.0,0.0
10442,2055,7.0,3.5,81.0,21.5,0.0,0.0
10443,3979,7.0,3.0,76.0,23.0,0.0,0.0
10444,1865,8.0,4.0,71.0,25.0,0.0,0.0
10445,860,8.0,4.5,66.5,25.0,0.0,0.0
10446,737,8.0,4.0,62.0,27.0,0.0,0.0
10447,989,8.5,4.5,57.5,30.5,0.0,0.0
10448,1034,8.0,4.0,53.0,28.0,0.0,0.0
10449,912,9.0,5.0,54.0,30.5,0.0,0.0
10450,1061,8.5,4.5,58.0,34.0,0.0,0.0
10451,1504,7.0,2.0,63.5,35.0,0.0,0.0
10452,2826,7.0,3.0,61.0,26.5,0.0,0.0
10453,2672,7.0,3.0,63.5,23.0,0.0,0.0
10454,1499,7.0,3.0,66.0,25.0,0.0,0.0
10455,878,7.0,3.5,71.0,19.5,0.0,0.0
10456,679,7.0,4.0,73.5,19.5,0.0,0.0
10457,502,6.0,3.0,81.0,15.0,0.0,0.0
10458,295,5.0,2.0,87.0,12.0,0.0,0.0
10459,155,4.0,2.0,90.0,8.0,0.0,0.0
10460,72,4.0,2.5,87.0,6.5,0.0,0.0
10461,46,3.5,1.5,90.0,7.0,0.0,0.0
10462,42,3.0,1.0,93.0,7.0,0.0,0.0
10463,47,3.0,2.0,90.0,5.5,0.0,0.0
10464,104,3.0,1.5,90.0,6.5,0.0,0.0
10465,571,2.5,0.0,90.0,9.0,0.0,0.0
10466,1999,3.5,0.5,90.0,10.0,0.0,0.0
10467,3948,5.5,2.5,84.0,12.0,0.0,0.0
10468,1903,7.5,4.5,73.5,17.0,0.0,0.0
10469,952,8.5,5.5,60.0,18.5,0.0,0.0
10470,857,10.0,7.0,50.0,23.0,0.0,0.0
10471,1226,10.0,7.0,48.5,22.0,0.0,0.0
10472,1286,10.5,9.0,43.5,21.0,0.0,0.0
10473,1180,11.0,11.0,44.0,19.5,0.0,0.0
10474,1367,10.5,9.5,45.5,15.0,0.0,0.0
10475,1774,10.0,8.0,47.0,17.0,0.0,0.0
10476,2995,8.5,6.5,51.5,14.0,0.0,0.0
10477,2723,7.5,5.0,61.5,14.0,0.0,0.0
10478,1432,6.0,3.0,66.0,14.0,0.0,0.0
10479,896,6.0,4.0,68.5,7.0,0.0,0.0
10480,598,6.0,4.0,73.5,8.0,0.0,0.0
10481,508,5.0,4.0,81.0,5.5,0.0,0.0
10482,379,5.0,4.5,81.0,5.0,0.0,0.0
10483,252,4.5,3.5,84.0,6.0,0.0,0.0
10484,117,4.0,2.0,87.0,7.0,0.0,0.0
10485,67,4.0,1.5,87.0,9.0,0.0,0.0
10486,55,3.0,0.0,90.0,11.0,0.0,0.0
10487,53,3.0,0.0,87.0,11.0,0.0,0.0
10488,101,3.0,0.0,81.0,13.0,0.0,0.0
10489,499,3.0,0.0,87.0,9.0,0.0,0.0
10490,1713,3.5,3.0,87.0,5.0,0.0,0.0
10491,3406,4.0,3.0,90.0,5.5,0.0,0.0
10492,1713,5.0,2.0,87.0,12.0,0.0,0.0
10493,830,6.0,3.0,78.5,15.0,0.0,0.0
10494,795,6.0,3.0,81.0,13.0,0.0,0.0
10495,1011,7.0,4.5,76.0,14.0,0.0,0.0
10496,1057,7.0,4.0,81.0,16.0,0.0,0.0
10497,1048,8.0,5.0,76.0,15.0,0.0,0.0
10498,1079,8.0,5.5,76.0,14.0,0.0,0.0
10499,1473,8.0,5.5,76.0,15.0,0.0,0.0
10500,2637,7.5,4.5,78.5,16.0,0.0,0.0
10501,1974,7.0,4.5,81.0,14.0,0.0,0.0
10502,1120,7.0,4.5,81.0,13.0,0.0,0.0
10503,754,7.0,4.0,78.5,17.0,0.0,0.0
10504,509,7.0,4.0,76.0,18.0,0.0,0.0
10505,388,7.0,4.0,73.5,16.0,0.0,0.0
10506,396,6.5,4.0,76.0,12.0,0.0,0.0
10507,353,7.0,5.0,71.0,10.0,1.0,0.0
10508,243,7.0,5.0,73.5,12.0,1.0,0.0
10509,143,7.0,4.5,73.5,16.0,1.0,0.0
10510,129,7.0,4.5,71.0,14.0,1.0,0.0
10511,79,7.0,4.0,73.5,15.0,1.0,0.0
10512,86,6.0,3.5,84.0,12.0,1.0,0.0
10513,85,6.0,4.0,81.0,11.0,1.0,0.0
10514,208,6.0,3.5,87.0,13.0,1.0,0.0
10515,450,6.5,3.5,81.5,15.0,1.0,0.0
10516,774,7.0,4.0,78.5,17.0,1.0,0.0
10517,1007,7.5,4.5,73.5,19.0,1.0,0.0
10518,1287,8.0,5.0,71.0,18.0,1.0,0.0
10519,1607,8.5,5.5,64.0,19.0,1.0,0.0
10520,1629,9.0,6.0,62.0,18.5,1.0,0.0
10521,1596,8.5,5.5,66.5,20.5,1.0,0.0
10522,1570,8.0,5.0,66.0,18.0,1.0,0.0
10523,1448,8.0,5.0,66.0,18.0,1.0,0.0
10524,1428,8.0,5.0,66.0,17.0,1.0,0.0
10525,1126,8.0,5.0,68.5,18.0,1.0,0.0
10526,810,7.0,4.0,71.0,18.5,1.0,0.0
10527,535,7.0,4.0,71.0,18.0,1.0,0.0
10528,402,6.0,2.0,71.0,20.0,1.0,0.0
10529,479,6.5,3.5,68.5,16.0,1.0,0.0
10530,429,6.5,4.0,68.5,15.0,1.0,0.0
10531,374,6.0,3.0,73.5,17.0,1.0,0.0
10532,253,6.0,3.0,76.0,15.0,1.0,0.0
10533,219,6.0,3.5,76.0,13.0,1.0,0.0
10534,144,6.0,3.0,78.5,13.0,1.0,0.0
10535,88,5.5,3.0,87.0,13.0,1.0,0.0
10536,62,6.0,3.5,81.0,12.0,1.0,0.0
10537,91,5.5,3.0,90.0,10.0,1.0,0.0
10538,137,6.0,4.0,84.0,10.0,1.0,0.0
10539,263,6.0,4.0,81.0,9.0,1.0,0.0
10540,578,7.0,4.5,76.0,13.0,1.0,0.0
10541,970,7.0,4.5,73.5,16.0,1.0,0.0
10542,1256,8.5,6.5,62.0,14.0,1.0,0.0
10543,1659,9.0,6.0,58.0,17.0,1.0,0.0
10544,1608,9.5,7.5,60.0,16.0,1.0,0.0
10545,1547,10.0,8.0,58.0,14.0,1.0,0.0
10546,1586,10.5,9.5,58.0,14.0,1.0,0.0
10547,1505,11.0,11.0,54.0,15.0,1.0,0.0
10548,1440,11.0,11.0,52.0,17.0,1.0,0.0
10549,1207,10.5,9.5,58.0,14.0,1.0,0.0
10550,632,9.5,7.5,71.5,14.0,1.0,0.0
10551,469,9.0,7.0,76.0,12.0,1.0,0.0
10552,373,8.5,7.5,79.0,6.5,1.0,0.0
10553,348,8.0,6.5,82.0,7.5,1.0,0.0
10554,234,8.0,7.5,82.0,5.0,1.0,0.0
10555,117,8.0,7.0,82.0,6.0,0.0,0.0
10556,83,8.0,7.5,82.0,5.5,0.0,0.0
10557,52,7.5,6.5,84.5,6.0,0.0,0.0
10558,42,7.0,6.0,87.0,6.0,0.0,0.0
10559,42,7.0,6.5,84.0,5.0,0.0,0.0
10560,116,7.0,6.0,87.0,6.0,0.0,0.0
10561,585,7.0,6.0,87.0,6.0,0.0,0.0
10562,2033,8.5,7.0,79.0,9.0,0.0,0.0
10563,3643,9.0,8.0,76.0,9.0,0.0,0.0
10564,1823,10.0,9.0,69.0,9.0,0.0,0.0
10565,928,11.0,11.0,58.0,13.0,0.0,0.0
10566,853,11.0,11.0,54.0,16.0,0.0,0.0
10567,1034,11.5,11.5,52.5,17.0,0.0,0.0
10568,1051,11.0,11.0,54.0,19.0,0.0,0.0
10569,1023,11.0,11.0,54.0,19.5,0.0,0.0
10570,1133,11.0,11.0,54.0,20.0,0.0,0.0
10571,1551,10.0,7.5,58.0,20.5,0.0,0.0
10572,3077,9.5,6.5,58.0,18.5,0.0,0.0
10573,2872,9.5,7.5,56.0,15.0,0.0,0.0
10574,1587,9.0,7.5,60.0,10.0,0.0,0.0
10575,916,9.0,8.0,62.0,7.0,0.0,0.0
10576,636,8.0,7.0,66.0,7.0,0.0,0.0
10577,402,7.5,7.0,71.0,5.0,0.0,0.0
10578,253,6.5,6.0,73.5,5.0,0.0,0.0
10579,149,5.5,5.5,78.5,4.0,0.0,0.0
10580,69,5.5,5.5,84.0,0.0,0.0,0.0
10581,47,5.0,4.5,84.0,3.0,0.0,0.0
10582,41,4.5,3.5,87.0,6.0,0.0,0.0
10583,49,4.0,3.0,87.0,6.0,0.0,0.0
10584,103,4.0,2.5,87.0,6.5,0.0,0.0
10585,659,4.0,3.0,87.0,6.0,0.0,0.0
10586,2183,5.5,4.5,78.5,6.0,0.0,0.0
10587,4124,6.5,6.5,76.0,2.0,0.0,0.0
10588,1969,8.5,8.0,66.0,3.0,0.0,0.0
10589,1045,10.5,10.5,56.0,6.5,0.0,0.0
10590,1012,11.5,11.5,48.5,6.0,0.0,0.0
10591,1230,12.0,12.0,47.0,9.0,0.0,0.0
10592,1361,13.0,13.0,44.0,4.0,0.0,0.0
10593,1278,13.0,13.0,44.0,5.0,0.0,0.0
10594,1379,13.0,13.0,42.5,6.0,0.0,0.0
10595,1840,13.0,13.0,42.5,8.0,0.0,0.0
10596,3421,12.0,12.0,51.0,12.0,0.0,0.0
10597,3087,11.5,11.5,50.5,8.0,0.0,0.0
10598,1625,10.0,10.0,58.0,6.0,0.0,0.0
10599,995,9.0,8.0,62.0,6.5,0.0,0.0
10600,714,9.0,8.0,66.0,7.5,0.0,0.0
10601,489,9.0,8.0,66.0,8.0,0.0,0.0
10602,281,8.5,7.0,68.5,9.0,0.0,0.0
10603,143,8.0,7.0,76.0,6.5,0.0,0.0
10604,92,8.0,8.0,76.0,4.0,0.0,0.0
10605,54,7.5,7.5,78.5,4.0,0.0,0.0
10606,33,7.0,7.0,81.0,4.0,0.0,0.0
10607,64,7.0,6.0,81.0,6.0,0.0,0.0
10608,108,7.0,7.0,81.0,2.0,0.0,0.0
10609,640,7.0,7.0,81.0,4.0,0.0,0.0
10610,2168,7.5,7.0,78.5,5.0,0.0,0.0
10611,4093,8.0,7.0,76.0,7.0,0.0,0.0
10612,1913,8.5,8.0,68.5,5.0,0.0,0.0
10613,936,9.5,9.0,64.0,5.0,0.0,0.0
10614,916,10.0,9.0,60.0,8.0,0.0,0.0
10615,1077,10.0,10.0,58.0,6.0,0.0,0.0
10616,1054,10.0,9.5,58.0,5.5,0.0,0.0
10617,1075,10.0,9.5,58.0,6.5,0.0,0.0
10618,1147,10.0,10.0,56.0,5.0,0.0,0.0
10619,1618,10.0,8.5,58.0,10.0,0.0,0.0
10620,2962,10.0,8.0,54.0,12.0,0.0,0.0
10621,2716,10.0,8.5,56.0,11.0,0.0,0.0
10622,1538,10.0,10.0,56.0,6.0,0.0,0.0
10623,944,9.5,9.0,62.0,5.5,0.0,0.0
10624,686,9.0,8.5,60.0,5.5,0.0,0.0
10625,520,9.0,8.0,62.0,6.5,0.0,0.0
10626,340,9.0,8.0,62.0,9.0,0.0,0.0
10627,193,9.0,7.0,62.0,14.0,0.0,0.0
10628,150,8.5,6.5,64.0,12.0,0.0,0.0
10629,122,8.0,6.0,66.0,9.0,0.0,0.0
10630,53,7.5,5.5,68.5,13.0,0.0,0.0
