,keywords,segments,visit count,popularity
89052,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'femaleSegment']",481,0.0673337514278675
89053,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",362,0.027374656966056184
89054,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",723,0.054673693332758615
89066,"['صفحه اخبار', 'صفحه', 'اخبار']","['maleSegment', 'salamat']",300,0.006625169549130711
89067,"['صفحه اخبار', 'صفحه', 'اخبار']",['varzeshi'],40,0.000883355939884095
89075,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],982,0.020268660893744746
89089,"['صفحه اخبار', 'صفحه', 'اخبار']","['maleSegment', 'khanevadehvakhanedari']",441,0.009738999237222146
89103,"['صفحه اخبار', 'صفحه', 'اخبار']",['varzeshi'],605,0.013360758590746934
89119,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],530,0.011704466203464258
89128,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],818,0.018064628970629742
89131,"['صفحه اخبار', 'صفحه', 'اخبار']",['varzeshi'],105,0.002318809342195749
89135,"['صفحه اخبار', 'صفحه', 'اخبار']","['maleSegment', 'khanevadehvakhanedari']",316,0.006978511925084349
89158,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],679,0.01499496707953251
89173,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],668,0.013787643051956709
89178,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],472,0.01042360009063232
89185,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],37,0.0008171042443927877
89196,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],884,0.018245922841212174
89197,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],178,0.003930933932484223
89220,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],109,0.0022497800788372478
89224,"['صفحه اخبار', 'صفحه', 'اخبار']",['varzeshi'],998,0.022039730700108166
89228,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],508,0.010485213578434145
89234,"['صفحه اخبار', 'صفحه', 'اخبار']",['salamat'],157,0.0034671720640450723
89235,"['صفحه اخبار', 'صفحه', 'اخبار']",['salamat'],813,0.017954209478144228
89257,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],517,0.01067097523631979
89266,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],334,0.007376022098032192
89270,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],191,0.004218024612946553
89271,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],324,0.007155183113061169
89275,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],632,0.013957023850168698
89279,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",359,0.027147795167994943
89281,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",772,0.058379102701092186
89283,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],668,0.013787643051956709
89289,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],968,0.021377213745195096
89291,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],9,0.00019875508647392137
89301,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],619,0.013669933169706367
89302,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],132,0.0029150746016175133
89328,"['صفحه اخبار', 'صفحه', 'اخبار']",['femaleSegment'],252,0.005565142421269797
89352,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],470,0.010379432293638115
89368,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],463,0.010224845004158399
89375,"['صفحه اخبار', 'صفحه', 'اخبار']","['maleSegment', 'khanevadehvakhanedari']",672,0.014840379790052793
89379,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],942,0.020803032384270434
89385,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],37,0.0007636868157520932
89386,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",783,0.016161264236051055
89387,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",427,0.008813358657463346
89390,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],304,0.0062746159996928735
89428,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",393,0.02971889554602232
89443,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],739,0.01632000098935865
89475,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],826,0.017048792157060243
89480,"['صفحه اخبار', 'صفحه', 'اخبار']",['femaleSegment'],548,0.0121019763764121
89527,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",714,0.0539931079385749
89550,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],71,0.0015679567932942683
89584,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],668,0.013787643051956709
89634,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",494,0.0373565760807507
89637,"['صفحه اخبار', 'صفحه', 'اخبار']","['konkoor', 'maleSegment', 'varzeshi']",974,0.02150971713617771
89645,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],512,0.010567774315272208
89666,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",773,0.05845472330044593
89670,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",952,0.019649455367459264
89690,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],209,0.004313798499788851
89717,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",579,0.04378432702581914
89726,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],868,0.019168823895484858
89729,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],731,0.016143329801381834
89780,"['صفحه اخبار', 'صفحه', 'اخبار']","['maleSegment', 'salamat']",788,0.01740211201571667
89782,"['صفحه اخبار', 'صفحه', 'اخبار']","['konkoor', 'maleSegment', 'varzeshi']",725,0.01601082641039922
89810,"['صفحه اخبار', 'صفحه', 'اخبار']","['konkoor', 'maleSegment', 'varzeshi']",518,0.01143945942149903
89828,"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']","['koodakvanozad', 'salamat', 'laghari']",754,0.10076899843099729
89833,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['sarmayegozari', 'mohajerat', 'femaleSegment']",354,0.04955540125876318
89845,"['صفحه اخبار', 'صفحه', 'اخبار']","['sarmayegozari', 'maleSegment']",781,0.017247524726236953
89850,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['sarmayegozari', 'mohajerat', 'femaleSegment']",164,0.0229578695097095
89853,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",598,0.04522111841354032
89865,"['صفحه اخبار', 'صفحه', 'اخبار']","['sarmayegozari', 'maleSegment']",692,0.015282057759994841
89885,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],950,0.020979703572247255
89897,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['sarmayegozari', 'mohajerat', 'femaleSegment']",491,0.06873362151992295
89917,"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']","['koodakvanozad', 'salamat', 'laghari']",272,0.03635168113160645
89936,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],388,0.008568552616875719
89954,"['صفحه اخبار', 'صفحه', 'اخبار']","['konkoor', 'maleSegment', 'varzeshi']",933,0.020604277297796514
89957,"['صفحه اخبار', 'صفحه', 'اخبار']","['sarmayegozari', 'maleSegment']",121,0.002672151718149387
89960,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],277,0.005717331026035942
89979,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",33,0.0046195713037830086
89983,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],751,0.016585007771323882
89985,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['sarmayegozari', 'mohajerat', 'femaleSegment']",74,0.010359038681210384
89988,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",767,0.10737003606065357
89989,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],948,0.0195668946306212
90002,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",214,0.016182808261701723
90009,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",572,0.04325498283034292
90012,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",43,0.003251685772211093
90046,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",632,0.0477922187915677
90048,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],144,0.003180081383582742
90057,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",56,0.0042347535638097965
90070,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],333,0.007353938199535089
90076,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",519,0.01071225560473882
90081,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",76,0.0057471655508847235
90092,"['صفحه اخبار', 'صفحه', 'اخبار']","['konkoor', 'maleSegment', 'varzeshi']",626,0.013824520459186085
90111,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",708,0.014613250420337351
90115,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],317,0.007000595823581451
90117,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],619,0.012776274025690424
90123,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",276,0.03863641454073062
90141,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",685,0.05180011055731625
90152,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],725,0.01601082641039922
90153,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],953,0.02104595526773856
90161,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",917,0.12836808744148542
90210,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",278,0.038916388559141715
90220,"['صفحه اخبار', 'صفحه', 'اخبار']","['maleSegment', 'zibaievamode', 'salamat']",62,0.001369201706820347
90228,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",684,0.05172448995796251
90240,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],628,0.01296203568357607
90296,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],830,0.01832963575259497
90304,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],302,0.006669337346124915
90356,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],504,0.011130284842539594
90361,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",409,0.030928825135682264
90406,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",599,0.04529673901289407
90418,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",545,0.04121322664779176
90419,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",173,0.01308236368819812
90431,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",631,0.04771659819221395
90434,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],591,0.013051584011787503
90477,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",254,0.019207632235851577
90479,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],470,0.010379432293638115
90496,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],887,0.06707547162677302
90502,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],187,0.004129689018958144
90516,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['sarmayegozari', 'maleSegment']",829,0.06268947686425573
90530,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],886,0.0195663340684327
90533,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],402,0.008297354052225446
90535,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['sarmayegozari', 'maleSegment']",868,0.06563868023905184
90550,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",25,0.001890514983843659
90565,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",518,0.03917147046524061
90579,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],261,0.0197369764313278
90582,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",743,0.10401034783972048
90599,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['sarmayegozari', 'maleSegment']",508,0.03841526447170315
90601,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['sarmayegozari', 'maleSegment']",432,0.03266809892081843
90611,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],209,0.015804705264932987
90617,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['sarmayegozari', 'maleSegment']",336,0.02540852138285878
90626,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],640,0.013209717894090261
90636,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],108,0.002385061037687056
90653,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['sarmayegozari', 'maleSegment']",466,0.0352391992988458
90654,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],366,0.008082706849939468
90656,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],545,0.012035724680920793
90660,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",83,0.011618921764060295
90675,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],255,0.01928325283520532
90679,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],922,0.02036135441432839
90724,"['صفحه اخبار', 'صفحه', 'اخبار']",['sarmayegozari'],481,0.010622355177106241
90736,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],325,0.007177267011558271
90748,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],901,0.01989759254588924
90800,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",311,0.023518006399015117
90808,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],734,0.01620958149687314
90843,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],366,0.007554307420682868
90865,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],437,0.009650663643233736
90932,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],938,0.019360492788526036
90935,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",746,0.056412967117894786
90937,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",847,0.06405064765262317
90985,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],20,0.0004416779699420475
91025,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],14,0.00028896257893322447
91206,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],246,0.005432639030287184
91220,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']",['femaleSegment'],182,0.025477635675409324
91264,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']",['femaleSegment'],464,0.06495397227137321
91268,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],180,0.003715233157712886
91311,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']",['femaleSegment'],707,0.09897081550832083
91318,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],747,0.01649667217733547
91372,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],719,0.014840292446642029
91380,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']",['femaleSegment'],527,0.0737731538513226
91396,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],163,0.0033643500261511133
91401,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']",['femaleSegment'],906,0.12682823034022442
91450,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']",['femaleSegment'],336,0.04703563509306336
91457,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']",['femaleSegment'],339,0.04745559612068
91471,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],90,0.0019875508647392136
91474,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],261,0.0197369764313278
91492,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']",['femaleSegment'],316,0.044235894908952446
91504,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],995,0.020536983288468452
91540,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],243,0.018375805642960364
91542,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],95,0.007183956938605904
91547,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],581,0.043935568224526635
91548,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],844,0.06382378585456193
91549,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],862,0.019036320504502244
91566,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],802,0.0177112865946761
91574,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],399,0.030172619142144797
91578,"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],239,0.0319413668766689
91584,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],117,0.0025838161241609776
91586,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],646,0.013333558999347355
91587,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],926,0.07002467500156913
91605,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],499,0.0102994519205485
91608,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],534,0.011021858367881561
91610,"['صفحه اخبار', 'صفحه', 'اخبار']","['laghari', 'maleSegment', 'salamat', 'varzeshi']",865,0.01910257219999355
91611,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],302,0.0228374210048314
91621,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],696,0.01537039335398325
91656,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],826,0.017048792157060243
91657,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],810,0.016718549209707986
91660,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],530,0.010939297631043498
91668,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",366,0.027677139363471166
91675,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']",['femaleSegment'],319,0.04465585593656909
91705,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],964,0.021288878151206687
91725,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],914,0.020184683226351568
91730,"['صفحه اخبار', 'صفحه', 'اخبار']","['laghari', 'maleSegment', 'salamat', 'varzeshi']",430,0.00949607635375402
91736,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']",['femaleSegment'],703,0.09841086747149864
91770,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",527,0.039852055859424335
91785,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],786,0.05943779109204464
91804,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],498,0.03765905847816568
91828,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],36,0.0027223415767348687
91863,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",61,0.001259051236780478
91875,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],93,0.007032715739898411
91885,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],69,0.0014241727104566063
91889,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],792,0.05989151468816712
91918,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],701,0.053010040146976196
91920,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],483,0.009969208973196244
91939,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],638,0.04824594238769018
91952,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],652,0.049304630778642625
91961,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],835,0.01844005524508048
91991,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],291,0.02200559441194019
91997,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],738,0.05580800232306482
92007,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",327,0.006749340236511744
92026,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],103,0.007788921733435874
92069,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'technology']",627,0.012941395499366551
92072,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],638,0.04824594238769018
92081,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']",['femaleSegment'],239,0.03345689520012543
92095,"['صفحه اخبار', 'صفحه', 'اخبار']","['sarmayegozari', 'maleSegment', 'khanevadehvakhanedari']",266,0.005874317000229231
92097,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']",['femaleSegment'],207,0.028977310905547966
92122,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],836,0.018462139143577583
92138,"['صفحه اخبار', 'صفحه', 'اخبار']","['femaleSegment', 'zibaievamode', 'salamat', 'laghari']",36,0.0007950203458956855
92152,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['sarmayegozari', 'maleSegment']",686,0.05187573115667
92155,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],374,0.008259378037916288
92159,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']",['femaleSegment'],311,0.043535959862924724
92161,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],235,0.005189716146819057
92162,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",812,0.01675982957812702
92192,"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']",['femaleSegment'],177,0.02477770062938159
92200,"['صفحه اخبار', 'صفحه', 'اخبار']","['filmocinema', 'technology']",749,0.016540839974329674
92234,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],793,0.01751253150820218
92236,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],926,0.020449690008316798
92247,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],466,0.010291096699649706
92251,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],968,0.019979698314811518
92256,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],143,0.0031579974850856393
92275,"['صفحه اخبار', 'صفحه', 'اخبار']","['filmocinema', 'technology']",809,0.01786587388415582
92278,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],266,0.005490288999731265
92292,"['صفحه اخبار', 'صفحه', 'اخبار']","['sarmayegozari', 'maleSegment', 'khanevadehvakhanedari']",169,0.003732178846010301
92308,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],601,0.013272422996758525
92323,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",666,0.01374636268353768
92343,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],663,0.014641624703578873
92349,"['صفحه اخبار', 'صفحه', 'اخبار']","['sarmayegozari', 'maleSegment', 'khanevadehvakhanedari']",679,0.01499496707953251
92372,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],63,0.0013912856053174493
92379,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],322,0.007111015316066964
92381,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],18,0.00039751017294784274
92388,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],162,0.0035775915565305844
92414,"['صفحه اخبار', 'صفحه', 'اخبار']",['femaleSegment'],583,0.012874912823810682
92427,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],793,0.01751253150820218
92462,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],283,0.006249743274679971
92488,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],558,0.011517222788909947
92509,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],767,0.01693835014727752
92521,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],132,0.0029150746016175133
92527,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",659,0.013601881394071065
92542,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],349,0.007707280575488727
92558,"['صفحه اخبار', 'صفحه', 'اخبار']","['maleSegment', 'khanevadehvakhanedari']",598,0.013206171301267217
92572,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],219,0.004520200341884011
92574,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],911,0.02011843153086026
92575,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],904,0.019963844241380542
92578,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],234,0.005167632248321955
92583,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],543,0.011991556883926587
92595,"['صفحه اخبار', 'صفحه', 'اخبار']",['femaleSegment'],373,0.008237294139419185
92597,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],85,0.001754415657808863
92617,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],334,0.007376022098032192
92625,"['صفحه اخبار', 'صفحه', 'اخبار']",['femaleSegment'],190,0.0041959407144494506
92627,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],319,0.007044763620575656
92629,"['صفحه اخبار', 'صفحه', 'اخبار']","['filmocinema', 'technology']",718,0.015856239120919505
92660,"['صفحه اخبار', 'صفحه', 'اخبار']","['filmocinema', 'technology']",973,0.021487633237680607
92685,"['صفحه اخبار', 'صفحه', 'اخبار']",['sarmayegozari'],169,0.003732178846010301
