action,application_id,interaction_time,notification_id,user_id
F,0,921600,16,16210
F,0,921600,16,819
F,0,921600,16,2905
C,0,903600,16,314
F,0,903600,16,4327
F,0,903600,16,9528
F,0,903600,16,6731
F,0,903600,16,10055
F,0,903600,16,14203
F,0,903600,16,17815
F,0,903600,16,14760
F,0,903600,16,540
F,0,903600,16,10419
F,0,903600,16,13277
F,0,903600,16,989
F,0,903600,16,17903
F,0,903600,16,14758
F,0,903600,16,9977
F,0,903600,16,9584
F,0,903600,16,11911
F,0,903600,16,14652
F,0,903600,16,235
F,0,903600,16,8297
F,0,903600,16,1844
F,0,903600,16,16361
F,0,903600,16,10305
F,0,900000,16,8794
C,0,900000,16,15409
F,0,900000,16,6646
C,0,900000,16,5123
F,0,900000,16,7803
F,0,900000,16,9527
F,0,900000,16,13858
F,0,900000,16,9843
F,0,900000,16,4308
F,0,900000,16,12536
F,0,900000,16,9787
F,0,900000,16,12127
C,0,900000,16,12450
F,0,900000,16,16802
F,0,900000,16,17450
C,0,900000,16,1499
F,0,900000,16,3175
F,0,900000,16,3616
F,0,900000,16,13672
F,0,900000,16,5299
F,0,900000,16,683
F,0,900000,16,17658
F,0,900000,16,15852
F,0,900000,16,17731
C,0,900000,16,1811
F,0,900000,16,16963
F,0,900000,16,7405
C,0,900000,16,7366
F,0,900000,16,12370
F,0,900000,16,3541
F,0,900000,16,6054
F,0,900000,16,7701
C,0,900000,16,7651
F,0,900000,16,9686
C,0,900000,16,11458
F,0,900000,16,15044
F,0,900000,16,16894
F,0,910800,16,17704
F,0,914400,16,2656
F,0,914400,16,3467
F,0,914400,16,945
F,0,914400,16,14665
F,0,914400,16,5461
F,0,914400,16,8856
F,0,914400,16,14359
F,0,914400,16,8147
F,0,914400,16,16848
F,0,979200,16,14395
F,0,979200,16,12609
F,0,928800,16,11504
F,0,928800,16,14184
F,0,986400,16,2537
F,0,1004400,16,2622
F,0,921600,16,15170
F,0,918000,16,16183
F,0,946800,16,7610
F,0,1011600,16,9468
F,0,1011600,16,10307
F,0,939600,16,15054
F,0,1018800,16,15285
F,0,903600,16,1512
F,0,903600,16,9854
F,0,903600,16,13122
F,0,903600,16,9727
C,0,903600,16,14828
F,0,903600,16,14551
F,0,903600,16,11407
F,0,903600,16,9682
F,0,903600,16,12854
F,0,903600,16,15588
F,0,903600,16,13356
F,0,903600,16,7771
F,0,903600,16,2269
F,0,817200,16,7550
F,0,903600,16,14986
F,0,903600,16,17479
F,0,903600,16,5751
F,0,903600,16,2139
F,0,903600,16,9685
F,0,903600,16,12759
F,0,903600,16,6507
F,0,903600,16,7282
F,0,903600,16,14963
F,0,903600,16,17252
F,0,903600,16,10831
F,0,903600,16,4722
F,0,903600,16,343
F,0,903600,16,1488
F,0,903600,16,7846
F,0,903600,16,16294
C,0,1008000,16,8432
F,0,1008000,16,11727
F,0,1008000,16,845
F,0,903600,16,1924
F,0,946800,16,14561
F,0,946800,16,17113
F,0,943200,16,11773
F,0,2145600,16,9989
F,0,993600,16,12234
C,0,964800,16,6687
F,0,957600,16,10537
F,0,964800,16,14844
F,0,1101600,16,4257
F,0,900000,16,16832
F,0,918000,16,13246
F,0,918000,16,14411
F,0,918000,16,6840
F,0,918000,16,5437
F,0,921600,16,6264
F,0,921600,16,13107
F,0,921600,16,882
F,0,921600,16,1633
F,0,921600,16,6183
F,0,921600,16,9606
F,0,921600,16,11545
C,0,921600,16,2505
F,0,925200,16,3634
F,0,925200,16,4009
F,0,925200,16,1408
F,0,925200,16,16727
F,0,928800,16,4409
F,0,928800,16,13374
C,0,928800,16,6052
F,0,928800,16,15757
F,0,928800,16,14848
F,0,921600,16,9574
F,0,900000,16,17816
F,0,900000,16,3124
F,0,900000,16,12737
F,0,900000,16,7785
F,0,900000,16,1724
F,0,900000,16,7409
F,0,900000,16,4435
F,0,900000,16,2013
F,0,900000,16,10381
F,0,900000,16,10335
F,0,900000,16,3102
F,0,900000,16,609
F,0,900000,16,5970
F,0,900000,16,12591
F,0,900000,16,16091
C,0,900000,16,15563
F,0,900000,16,9970
F,0,900000,16,8302
F,0,900000,16,15050
F,0,900000,16,6627
F,0,900000,16,14530
F,0,900000,16,4043
F,0,900000,16,16505
F,0,900000,16,16769
F,0,900000,16,14934
F,0,900000,16,10251
F,0,900000,16,10578
F,0,900000,16,14624
F,0,900000,16,17788
F,0,900000,16,152
F,0,900000,16,6278
F,0,900000,16,8292
F,0,900000,16,3524
F,0,900000,16,3114
F,0,900000,16,11742
F,0,900000,16,46
F,0,900000,16,16947
F,0,900000,16,1767
F,0,900000,16,8421
C,0,900000,16,9086
F,0,900000,16,17621
F,0,900000,16,7710
F,0,900000,16,16160
F,0,900000,16,3600
F,0,900000,16,7783
F,0,979200,16,13544
F,0,921600,16,4589
F,0,928800,16,5232
F,0,928800,16,2142
F,0,928800,16,17413
F,0,925200,16,6565
F,0,1011600,16,1836
C,0,1011600,16,3097
F,0,1011600,16,5396
F,0,1011600,16,8846
F,0,921600,16,16623
F,0,921600,16,16551
F,0,921600,16,11762
F,0,921600,16,17500
F,0,921600,16,13044
F,0,910800,16,8063
F,0,921600,16,2837
F,0,921600,16,17072
F,0,921600,16,17930
F,0,921600,16,12148
F,0,921600,16,5871
C,0,921600,16,13469
F,0,921600,16,15001
F,0,903600,16,3805
F,0,921600,16,17326
C,0,907200,16,11134
C,0,907200,16,8485
C,0,907200,16,15330
F,0,907200,16,9152
F,0,903600,16,10853
F,0,903600,16,12546
F,0,907200,16,8704
F,0,907200,16,11856
F,0,907200,16,6495
F,0,907200,16,8489
F,0,907200,16,7854
F,0,907200,16,3013
F,0,907200,16,2408
F,0,907200,16,13661
F,0,907200,16,7975
F,0,907200,16,323
F,0,907200,16,11162
F,0,907200,16,1119
F,0,907200,16,1285
F,0,907200,16,5283
F,0,907200,16,3901
F,0,907200,16,3511
F,0,903600,16,12046
F,0,907200,16,3827
F,0,907200,16,3536
F,0,903600,16,16512
F,0,907200,16,15943
F,0,907200,16,15057
F,0,907200,16,9566
F,0,900000,16,12251
F,0,907200,16,12419
F,0,907200,16,8418
F,0,928800,16,1722
F,0,932400,16,17828
F,0,918000,16,463
F,0,918000,16,10407
C,0,928800,16,4054
F,0,932400,16,17318
F,0,928800,16,1575
F,0,928800,16,16993
F,0,928800,16,7628
F,0,932400,16,14546
F,0,921600,16,7945
C,0,986400,16,9786
F,0,932400,16,1093
F,0,997200,16,10440
C,0,900000,16,2259
C,0,900000,16,6267
C,0,900000,16,9890
C,0,900000,16,11057
C,0,900000,16,17663
C,0,900000,16,17705
C,0,900000,16,7365
C,0,900000,16,7040
C,0,900000,16,9998
C,0,900000,16,5826
C,0,900000,16,10441
C,0,900000,16,5510
C,0,900000,16,12060
C,0,900000,16,2438
C,0,900000,16,13720
C,0,900000,16,4230
C,0,900000,16,17829
C,0,900000,16,8254
C,0,900000,16,14367
C,0,900000,16,7371
C,0,900000,16,1652
C,0,900000,16,16274
C,0,900000,16,13287
C,0,900000,16,11132
C,0,900000,16,489
C,0,900000,16,14967
C,0,900000,16,13983
C,0,900000,16,5734
C,0,900000,16,16716
F,0,900000,16,9664
F,0,900000,16,3661
F,0,900000,16,2334
F,0,900000,16,6790
F,0,900000,16,1123
F,0,900000,16,4021
F,0,900000,16,2817
F,0,900000,16,832
F,0,900000,16,8113
F,0,900000,16,1651
F,0,900000,16,1121
F,0,900000,16,6752
F,0,900000,16,9276
F,0,900000,16,7021
F,0,900000,16,8280
F,0,900000,16,2212
F,0,900000,16,1323
F,0,900000,16,14038
F,0,900000,16,12628
F,0,900000,16,1031
F,0,900000,16,808
F,0,900000,16,12237
F,0,900000,16,15702
F,0,900000,16,8754
F,0,900000,16,7385
F,0,900000,16,4990
F,0,900000,16,16640
F,0,900000,16,410
F,0,900000,16,93
F,0,900000,16,13981
F,0,900000,16,627
F,0,900000,16,9519
F,0,900000,16,11164
F,0,900000,16,11712
F,0,900000,16,16867
F,0,900000,16,2244
F,0,900000,16,4349
F,0,900000,16,16236
F,0,900000,16,8534
F,0,900000,16,7677
F,0,900000,16,2714
F,0,900000,16,9205
F,0,900000,16,16231
F,0,900000,16,11049
F,0,900000,16,9222
F,0,900000,16,8853
F,0,900000,16,2210
F,0,900000,16,11902
F,0,900000,16,3690
F,0,900000,16,16014
F,0,900000,16,16290
F,0,900000,16,1643
F,0,900000,16,7454
F,0,900000,16,2414
F,0,900000,16,13492
F,0,900000,16,9191
F,0,900000,16,9146
F,0,900000,16,8033
F,0,900000,16,6218
F,0,900000,16,4551
F,0,900000,16,9277
F,0,900000,16,12879
F,0,900000,16,8880
F,0,900000,16,9044
F,0,900000,16,15906
F,0,900000,16,16690
F,0,900000,16,17497
F,0,900000,16,13985
F,0,900000,16,10386
F,0,900000,16,17434
F,0,900000,16,3146
F,0,900000,16,6154
F,0,900000,16,11533
F,0,900000,16,14034
F,0,900000,16,13607
F,0,900000,16,14321
F,0,900000,16,15664
F,0,813600,16,8136
F,0,900000,16,14969
F,0,900000,16,6382
F,0,900000,16,7712
F,0,900000,16,11140
F,0,900000,16,4874
F,0,900000,16,4022
F,0,900000,16,13406
F,0,900000,16,8284
F,0,900000,16,4077
F,0,900000,16,10610
F,0,900000,16,15113
F,0,900000,16,8018
F,0,900000,16,13947
F,0,900000,16,17889
F,0,900000,16,11265
F,0,900000,16,7761
F,0,900000,16,4712
F,0,900000,16,14480
F,0,900000,16,11908
F,0,1850400,16,7987
F,0,900000,16,13608
F,0,900000,16,15133
F,0,900000,16,17629
F,0,900000,16,11554
F,0,900000,16,7079
F,0,900000,16,8639
F,0,813600,16,6025
F,0,900000,16,17224
F,0,900000,16,2182
F,0,900000,16,15125
F,0,900000,16,7346
F,0,900000,16,2647
F,0,900000,16,14066
F,0,900000,16,11089
F,0,900000,16,15865
F,0,900000,16,573
F,0,900000,16,5932
F,0,900000,16,12905
F,0,900000,16,16037
F,0,900000,16,5264
F,0,900000,16,10580
F,0,900000,16,14241
F,0,900000,16,15055
F,0,900000,16,3161
F,0,900000,16,5952
F,0,900000,16,11355
F,0,900000,16,9208
F,0,900000,16,16945
F,0,900000,16,13939
F,0,900000,16,12022
F,0,900000,16,16436
F,0,900000,16,12422
F,0,900000,16,4240
F,0,900000,16,3019
F,0,900000,16,9815
F,0,900000,16,8841
F,0,900000,16,744
F,0,900000,16,10881
F,0,900000,16,7121
F,0,900000,16,1329
F,0,900000,16,9388
F,0,900000,16,16598
F,0,900000,16,3080
F,0,900000,16,15020
F,0,900000,16,16523
F,0,900000,16,4490
F,0,900000,16,7253
F,0,900000,16,6413
F,0,900000,16,1824
F,0,900000,16,3119
F,0,900000,16,5370
F,0,900000,16,17362
F,0,900000,16,4461
F,0,900000,16,2701
F,0,900000,16,4887
F,0,900000,16,17845
F,0,900000,16,244
F,0,900000,16,6539
F,0,900000,16,1481
F,0,900000,16,9084
F,0,900000,16,13853
F,0,900000,16,4786
F,0,900000,16,14468
F,0,900000,16,6856
F,0,900000,16,14927
F,0,900000,16,3961
F,0,900000,16,10928
F,0,900000,16,3607
F,0,900000,16,1758
F,0,900000,16,16249
F,0,900000,16,15093
F,0,900000,16,3956
F,0,900000,16,8465
F,0,900000,16,11258
F,0,900000,16,13021
F,0,900000,16,14025
F,0,900000,16,11786
F,0,900000,16,14719
F,0,900000,16,8228
F,0,900000,16,1854
F,0,900000,16,4087
F,0,900000,16,7490
F,0,900000,16,3268
F,0,900000,16,4458
F,0,900000,16,11583
F,0,900000,16,17102
F,0,900000,16,17736
F,0,900000,16,17052
F,0,900000,16,13189
F,0,900000,16,12458
F,0,900000,16,5618
F,0,900000,16,11623
F,0,900000,16,9507
F,0,900000,16,11524
F,0,900000,16,6612
F,0,900000,16,6435
F,0,900000,16,10615
F,0,900000,16,2768
F,0,900000,16,9188
F,0,900000,16,16180
F,0,900000,16,13280
F,0,900000,16,10596
F,0,900000,16,3821
F,0,900000,16,16713
F,0,900000,16,6939
F,0,900000,16,8989
F,0,900000,16,16470
F,0,900000,16,15366
F,0,900000,16,15549
F,0,900000,16,17297
F,0,900000,16,3922
F,0,900000,16,13597
F,0,900000,16,1130
F,0,900000,16,4193
F,0,900000,16,8181
F,0,900000,16,11588
F,0,900000,16,2916
F,0,900000,16,16353
F,0,939600,16,5965
F,0,939600,16,14213
F,0,918000,16,16936
F,0,928800,16,10801
F,0,918000,16,6372
F,0,928800,16,14906
F,0,1011600,16,13377
C,0,964800,16,6452
F,0,964800,16,4966
F,0,964800,16,4883
F,0,964800,16,14558
C,0,918000,16,10856
F,0,921600,16,661
C,0,921600,16,959
F,0,921600,16,1370
F,0,921600,16,9409
F,0,914400,16,9498
F,0,907200,16,8375
F,0,921600,16,9027
F,0,921600,16,14855
C,0,1015200,16,12240
F,0,1015200,16,11769
F,0,982800,16,11614
F,0,903600,16,15449
C,0,928800,16,16414
F,0,928800,16,13887
F,0,918000,16,9059
F,0,918000,16,8088
F,0,918000,16,15662
F,0,918000,16,203
F,0,918000,16,5093
F,0,918000,16,17416
F,0,918000,16,6741
F,0,918000,16,14500
F,0,918000,16,6883
F,0,918000,16,10018
C,0,918000,16,2137
F,0,939600,16,589
C,0,939600,16,4721
F,0,939600,16,10247
F,0,939600,16,10359
F,0,936000,16,14329
F,0,936000,16,17540
C,0,914400,16,8777
C,0,914400,16,13110
F,0,907200,16,13168
F,0,910800,16,10428
F,0,914400,16,9418
F,0,914400,16,6289
F,0,914400,16,5147
F,0,914400,16,206
F,0,914400,16,7881
F,0,914400,16,10491
F,0,914400,16,16861
F,0,914400,16,12161
F,0,914400,16,3807
F,0,914400,16,12062
F,0,914400,16,1813
F,0,907200,16,2406
F,0,914400,16,1774
F,0,914400,16,17439
F,0,907200,16,5349
F,0,900000,16,2163
F,0,903600,16,12185
F,0,900000,16,16362
F,0,907200,16,10683
F,0,907200,16,3552
F,0,900000,16,9187
F,0,900000,16,2861
F,0,907200,16,11193
F,0,907200,16,13029
F,0,907200,16,3586
F,0,907200,16,14450
F,0,907200,16,17035
F,0,907200,16,16862
F,0,907200,16,16600
F,0,907200,16,15681
F,0,907200,16,10573
F,0,1018800,16,3130
F,0,1018800,16,16182
F,0,968400,16,12572
F,0,910800,16,13337
F,0,936000,16,4203
F,0,968400,16,11628
F,0,928800,16,5779
F,0,968400,16,5873
F,0,990000,16,15281
F,0,936000,16,14711
F,0,936000,16,9090
F,0,936000,16,14762
F,0,936000,16,14936
F,0,1015200,16,3495
C,0,910800,16,5801
C,0,910800,16,2811
F,0,910800,16,1996
F,0,910800,16,1510
F,0,910800,16,14621
F,0,910800,16,9392
F,0,910800,16,13860
F,0,910800,16,1476
F,0,910800,16,6947
F,0,910800,16,13872
F,0,910800,16,14565
F,0,910800,16,2439
F,0,910800,16,10111
F,0,910800,16,3108
F,0,910800,16,10187
F,0,910800,16,17531
F,0,910800,16,5565
F,0,910800,16,4081
F,0,910800,16,906
F,0,910800,16,4385
F,0,900000,16,13113
F,0,910800,16,12428
F,0,910800,16,4938
F,0,910800,16,17275
F,0,910800,16,9019
F,0,910800,16,9556
F,0,910800,16,13451
F,0,910800,16,6493
F,0,910800,16,4414
F,0,910800,16,2130
F,0,910800,16,5974
F,0,903600,16,8411
F,0,907200,16,13697
F,0,910800,16,13043
F,0,910800,16,7106
F,0,1018800,16,8918
F,0,910800,16,10493
F,0,910800,16,10699
F,0,910800,16,14376
F,0,910800,16,11799
F,0,910800,16,10643
F,0,910800,16,7937
C,0,972000,16,10910
F,0,972000,16,6282
C,0,961200,16,1096
F,0,961200,16,16812
F,0,961200,16,17414
F,0,910800,16,8628
F,0,910800,16,1849
F,0,910800,16,130
F,0,910800,16,5596
F,0,910800,16,14506
C,0,910800,16,9980
F,0,910800,16,13056
F,0,910800,16,11148
F,0,910800,16,6308
F,0,910800,16,4970
F,0,910800,16,2231
F,0,910800,16,539
C,0,932400,16,9920
F,0,932400,16,16841
F,0,914400,16,6766
F,0,932400,16,5730
F,0,932400,16,8071
F,0,932400,16,13555
F,0,932400,16,3953
F,0,925200,16,5760
F,0,921600,16,2289
F,0,918000,16,11865
F,0,921600,16,8349
F,0,921600,16,16171
F,0,921600,16,17270
F,0,921600,16,4465
F,0,921600,16,15205
C,0,907200,16,14410
C,0,907200,16,3684
C,0,907200,16,9882
F,0,903600,16,2532
F,0,903600,16,1269
F,0,903600,16,1002
F,0,903600,16,13963
F,0,907200,16,11620
F,0,907200,16,10647
F,0,907200,16,13949
F,0,907200,16,5228
F,0,900000,16,4522
F,0,907200,16,10842
F,0,903600,16,17393
F,0,1008000,16,12513
F,0,907200,16,1923
F,0,907200,16,14407
F,0,907200,16,8767
F,0,907200,16,7781
F,0,907200,16,1700
F,0,907200,16,9916
F,0,907200,16,10840
F,0,907200,16,4696
F,0,907200,16,12882
F,0,907200,16,11289
F,0,1008000,16,10517
F,0,1000800,16,5628
C,0,900000,16,5819
C,0,900000,16,16804
C,0,900000,16,9997
C,0,900000,16,16254
C,0,900000,16,2039
C,0,900000,16,16892
C,0,900000,16,9581
C,0,900000,16,6311
C,0,900000,16,4177
C,0,900000,16,2934
C,0,900000,16,12203
C,0,900000,16,16104
C,0,900000,16,11169
F,0,900000,16,11987
F,0,900000,16,12385
F,0,900000,16,3977
F,0,900000,16,16095
F,0,900000,16,8123
F,0,900000,16,5134
F,0,900000,16,1015
F,0,900000,16,13905
F,0,900000,16,10878
F,0,900000,16,12780
F,0,900000,16,12511
F,0,900000,16,16780
F,0,900000,16,249
F,0,900000,16,16999
F,0,900000,16,17659
F,0,900000,16,12810
F,0,900000,16,7914
F,0,900000,16,1278
F,0,900000,16,15051
F,0,900000,16,11135
F,0,900000,16,7212
F,0,900000,16,13740
F,0,896400,16,17259
F,0,900000,16,12944
F,0,900000,16,15141
F,0,900000,16,11494
F,0,900000,16,12954
F,0,900000,16,6686
F,0,900000,16,1670
F,0,900000,16,3352
F,0,900000,16,9332
F,0,871200,16,6534
F,0,900000,16,7955
F,0,900000,16,7757
F,0,900000,16,13215
F,0,900000,16,2930
F,0,900000,16,10604
F,0,900000,16,14542
F,0,900000,16,4288
F,0,900000,16,11212
F,0,900000,16,1366
F,0,900000,16,5526
F,0,900000,16,13371
F,0,900000,16,2958
F,0,900000,16,1450
F,0,900000,16,12414
F,0,900000,16,7435
F,0,900000,16,17306
F,0,900000,16,7006
F,0,900000,16,1051
F,0,900000,16,7004
F,0,900000,16,16316
F,0,900000,16,8960
F,0,900000,16,7314
F,0,900000,16,8673
F,0,900000,16,16089
F,0,900000,16,17669
F,0,900000,16,2791
F,0,900000,16,14836
F,0,900000,16,8557
F,0,900000,16,14292
F,0,900000,16,1609
F,0,900000,16,13935
F,0,900000,16,17149
F,0,900000,16,6506
F,0,900000,16,11653
F,0,900000,16,17700
F,0,900000,16,11242
F,0,900000,16,7698
F,0,900000,16,3177
F,0,900000,16,4542
F,0,900000,16,17790
F,0,900000,16,17299
F,0,900000,16,13455
F,0,900000,16,4977
F,0,900000,16,8319
F,0,900000,16,4104
F,0,900000,16,9661
F,0,900000,16,14430
F,0,900000,16,1161
F,0,900000,16,2429
F,0,900000,16,2990
F,0,900000,16,4930
F,0,900000,16,8597
F,0,900000,16,4645
F,0,900000,16,4155
F,0,900000,16,8282
F,0,900000,16,186
F,0,900000,16,14717
F,0,900000,16,12962
F,0,900000,16,13580
F,0,900000,16,16654
F,0,900000,16,4952
F,0,900000,16,5056
F,0,900000,16,6832
F,0,900000,16,8358
F,0,900000,16,14868
F,0,903600,16,7105
C,0,900000,16,16807
F,0,900000,16,14364
F,0,900000,16,2375
F,0,900000,16,2872
F,0,900000,16,16386
F,0,900000,16,15207
F,0,968400,16,2638
F,0,932400,16,17235
C,0,964800,16,172
F,0,968400,16,15477
F,0,968400,16,2543
F,0,968400,16,7563
F,0,1357200,16,11339
F,0,982800,16,8246
F,0,993600,16,6581
F,0,993600,16,8093
F,0,900000,16,10064
F,0,900000,16,457
C,0,900000,16,9909
F,0,900000,16,12083
F,0,900000,16,883
F,0,900000,16,14729
F,0,889200,16,5647
F,0,900000,16,16703
F,0,900000,16,12392
F,0,900000,16,7132
F,0,900000,16,7745
C,0,900000,16,830
F,0,900000,16,6858
F,0,900000,16,11079
F,0,900000,16,15940
F,0,900000,16,4581
F,0,900000,16,1042
F,0,900000,16,15301
F,0,900000,16,6838
F,0,900000,16,12379
F,0,900000,16,11085
F,0,900000,16,13223
C,0,900000,16,2923
F,0,900000,16,647
F,0,900000,16,4431
F,0,900000,16,16584
C,0,900000,16,13881
F,0,900000,16,15173
F,0,900000,16,11521
F,0,900000,16,16485
F,0,900000,16,10243
F,0,900000,16,4768
F,0,900000,16,5516
F,0,900000,16,17217
F,0,900000,16,6068
F,0,900000,16,15426
F,0,900000,16,12917
F,0,900000,16,9512
F,0,900000,16,5060
F,0,900000,16,3598
F,0,900000,16,12641
F,0,900000,16,17321
C,0,900000,16,11654
F,0,900000,16,16612
F,0,900000,16,5557
F,0,900000,16,11061
F,0,900000,16,1248
F,0,900000,16,6990
C,0,900000,16,6799
F,0,900000,16,7362
F,0,900000,16,10640
C,0,900000,16,11239
F,0,900000,16,523
F,0,900000,16,14857
F,0,900000,16,8498
F,0,900000,16,13154
F,0,900000,16,6890
F,0,900000,16,579
F,0,972000,16,8567
F,0,972000,16,5021
F,0,972000,16,8021
F,0,925200,16,8429
F,0,964800,16,10902
F,0,928800,16,9546
F,0,964800,16,11446
F,0,964800,16,11362
C,0,907200,16,11294
F,0,910800,16,15830
F,0,907200,16,16844
F,0,903600,16,4795
F,0,910800,16,9610
F,0,910800,16,3740
C,0,910800,16,10574
F,0,910800,16,5251
F,0,910800,16,1472
F,0,910800,16,7991
F,0,910800,16,16415
F,0,910800,16,7715
F,0,910800,16,12394
F,0,910800,16,3081
F,0,910800,16,12712
F,0,910800,16,5301
F,0,921600,16,12412
F,0,921600,16,2333
F,0,921600,16,13689
F,0,910800,16,11299
F,0,921600,16,6019
F,0,921600,16,10422
F,0,921600,16,15101
F,0,925200,16,4565
F,0,921600,16,13786
F,0,921600,16,10495
C,0,910800,16,8182
C,0,910800,16,743
F,0,910800,16,4152
F,0,910800,16,2048
F,0,910800,16,8729
F,0,910800,16,11015
F,0,910800,16,7368
F,0,910800,16,7302
F,0,910800,16,16437
F,0,910800,16,2
F,0,910800,16,15999
F,0,910800,16,11336
F,0,910800,16,17453
F,0,910800,16,7024
F,0,910800,16,16958
F,0,910800,16,16530
F,0,910800,16,14922
F,0,910800,16,9741
F,0,910800,16,11248
F,0,910800,16,15390
F,0,910800,16,13899
F,0,907200,16,3028
F,0,910800,16,15416
F,0,910800,16,2373
F,0,910800,16,15850
F,0,910800,16,15498
F,0,910800,16,2187
F,0,936000,16,13747
F,0,936000,16,13078
F,0,936000,16,8788
F,0,936000,16,15760
F,0,936000,16,11200
F,0,936000,16,2420
F,0,1000800,16,12953
F,0,1000800,16,5142
F,0,918000,16,8346
F,0,914400,16,5856
F,0,918000,16,9671
F,0,918000,16,12037
F,0,918000,16,6661
F,0,918000,16,11659
F,0,914400,16,10378
C,0,900000,16,9245
F,0,910800,16,9311
F,0,918000,16,11737
F,0,918000,16,6496
F,0,918000,16,14520
F,0,918000,16,17419
F,0,918000,16,14755
F,0,918000,16,10472
F,0,918000,16,3456
F,0,918000,16,5673
F,0,918000,16,7653
C,0,918000,16,5621
F,0,914400,16,2966
F,0,910800,16,14013
F,0,918000,16,10272
F,0,918000,16,6286
F,0,918000,16,213
C,0,914400,16,6978
F,0,918000,16,13655
F,0,918000,16,5728
C,0,918000,16,11735
F,0,918000,16,5600
F,0,918000,16,10443
F,0,918000,16,15112
F,0,918000,16,7836
F,0,918000,16,4831
F,0,918000,16,7990
C,0,990000,16,7239
F,0,990000,16,17556
F,0,900000,16,16515
F,0,900000,16,9602
C,0,900000,16,7789
C,0,900000,16,5257
C,0,900000,16,4314
F,0,900000,16,11031
F,0,903600,16,6131
F,0,900000,16,4635
F,0,900000,16,9232
F,0,900000,16,16756
F,0,900000,16,992
F,0,900000,16,15261
F,0,900000,16,10757
F,0,903600,16,2262
F,0,900000,16,2045
F,0,903600,16,7970
F,0,903600,16,13119
C,0,907200,16,1078
C,0,907200,16,8706
F,0,900000,16,7545
F,0,907200,16,12133
F,0,907200,16,1318
F,0,907200,16,6764
F,0,907200,16,15316
F,0,907200,16,2832
F,0,907200,16,14517
F,0,907200,16,8768
F,0,907200,16,13485
F,0,907200,16,16306
F,0,907200,16,436
F,0,907200,16,16626
F,0,907200,16,15836
F,0,900000,16,15021
F,0,907200,16,14879
F,0,907200,16,16956
F,0,907200,16,6156
F,0,907200,16,14176
F,0,907200,16,17574
F,0,907200,16,1224
F,0,907200,16,16318
F,0,907200,16,16087
F,0,907200,16,12964
F,0,907200,16,7756
F,0,907200,16,961
F,0,907200,16,17212
F,0,907200,16,12360
F,0,907200,16,12827
F,0,907200,16,1612
F,0,900000,16,16033
F,0,907200,16,1714
F,0,907200,16,5016
F,0,907200,16,2518
C,0,932400,16,10681
F,0,932400,16,2250
F,0,932400,16,13671
F,0,932400,16,791
F,0,925200,16,870
F,0,925200,16,4792
C,0,914400,16,11104
C,0,914400,16,17817
F,0,914400,16,7971
F,0,903600,16,11400
F,0,914400,16,4854
F,0,914400,16,11546
F,0,914400,16,15638
F,0,914400,16,17108
F,0,914400,16,1888
F,0,907200,16,2974
F,0,914400,16,17826
F,0,914400,16,14746
F,0,914400,16,1631
F,0,900000,16,4430
F,0,900000,16,5003
F,0,914400,16,5395
F,0,907200,16,1589
F,0,910800,16,5882
F,0,910800,16,15166
F,0,914400,16,47
F,0,914400,16,63
F,0,914400,16,12255
F,0,914400,16,3334
F,0,914400,16,6975
F,0,914400,16,15375
F,0,914400,16,12891
F,0,921600,16,399
C,0,925200,16,15542
F,0,925200,16,12644
C,0,925200,16,12601
F,0,1004400,16,15448
F,0,903600,16,15198
F,0,925200,16,3056
F,0,882000,16,5674
F,0,925200,16,3709
F,0,925200,16,16431
F,0,925200,16,7363
C,0,925200,16,1792
C,0,903600,16,8486
C,0,903600,16,5988
C,0,903600,16,10467
C,0,903600,16,12367
C,0,903600,16,5716
C,0,903600,16,6983
C,0,903600,16,16080
C,0,903600,16,2091
F,0,900000,16,9987
F,0,903600,16,8138
F,0,903600,16,7015
F,0,903600,16,14730
F,0,903600,16,13595
F,0,903600,16,1627
F,0,903600,16,1084
F,0,903600,16,14694
F,0,903600,16,15365
F,0,903600,16,11262
F,0,903600,16,17094
F,0,903600,16,13304
F,0,903600,16,10503
F,0,903600,16,14523
F,0,900000,16,15077
F,0,900000,16,2925
F,0,903600,16,8431
F,0,903600,16,14777
F,0,903600,16,9623
F,0,903600,16,4071
F,0,900000,16,8263
F,0,903600,16,3465
F,0,903600,16,4817
F,0,903600,16,15531
F,0,903600,16,1083
F,0,903600,16,12555
F,0,903600,16,5770
F,0,903600,16,12440
F,0,903600,16,13033
F,0,900000,16,14290
F,0,900000,16,3420
F,0,903600,16,4959
F,0,903600,16,1034
F,0,903600,16,14510
F,0,903600,16,16188
F,0,903600,16,9267
F,0,903600,16,5994
F,0,903600,16,12371
F,0,903600,16,9863
F,0,903600,16,3294
F,0,903600,16,13375
F,0,900000,16,16994
F,0,903600,16,2265
F,0,903600,16,1549
F,0,903600,16,13883
F,0,903600,16,9544
F,0,903600,16,3246
F,0,903600,16,6804
F,0,1011600,16,9750
F,0,928800,16,5611
F,0,928800,16,8640
F,0,928800,16,14644
F,0,914400,16,15738
F,0,928800,16,2688
F,0,928800,16,5587
F,0,925200,16,2067
F,0,925200,16,9264
F,0,925200,16,15302
F,0,925200,16,2202
F,0,925200,16,15026
F,0,925200,16,7703
F,0,1512000,16,8565
F,0,925200,16,14498
F,0,925200,16,13592
F,0,925200,16,7279
F,0,914400,16,7629
