bookID,title,average_rating,isbn,isbn13,num_pages,ratings_count,text_reviews_count,publication_date,author,lang,publisher,num_pages_grp
20394,Der Prophet,4.23,3530268038,9783530000000.0,95,9,0,9/1/2001,Kahlil Gibran,ger,Benziger,<250
20398,Le prophète,4.23,2844541844,9782840000000.0,172,1,0,10/8/2002,Kahlil Gibran,fre,Dervy,<250
20408,The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tales,4.13,375761357,9780380000000.0,818,439,12,10/8/2002,Robert Louis Stevenson,eng,Modern Library,750-999
20410,The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novels,4.21,030680882X,9780310000000.0,720,52,12,8/22/1998,Robert Louis Stevenson,eng,Da Capo Press,500-749
20413,A Child's Garden of Verses,4.3,689823827,9780690000000.0,67,22227,431,2/1/1999,Robert Louis Stevenson,eng,Simon & Schuster Books for Young Readers,<250
20417,Have Space Suit—Will Travel,3.9,1416505490,9781420000000.0,276,23541,661,2/8/2005,Robert A. Heinlein,eng,Pocket Books,250-499
20420,Practicalities,3.98,802133118,9780800000000.0,143,226,19,10/22/1993,Marguerite Duras,eng,Grove Press,<250
20422,Le ravissement de Lol V. Stein,3.66,2070368106,9782070000000.0,192,485,38,6/25/1976,Marguerite Duras,fre,Gallimard,<250
20423,India Song,3.57,802131352,9780800000000.0,146,289,9,1/13/1994,Marguerite Duras,eng,Grove Press,<250
20424,Clown,3.98,805059334,9780810000000.0,32,384,47,9/15/1998,Quentin Blake,en-US,Henry Holt and Co. (BYR),<250
20425,The Spiral Stair (Arabel and Mortimer  #6),4.33,1903015073,9781900000000.0,62,35,5,8/1/2000,Joan Aiken,eng,Barn Owl Books,<250
20429,A Near Thing for Captain Najork (Captain Najork #2),4.18,1567923232,9781570000000.0,32,76,11,10/1/2006,Russell Hoban,eng,David R. Godine,<250
20468,Cover Her Face (Adam Dalgliesh #1),3.93,563528273,9780560000000.0,2,17,4,5/7/2002,P.D. James,eng,BBC Physical Audio,<250
20498,Reptiles and Amphibians (Smithsonian Handbooks),4.0,789493934,9780790000000.0,256,56,5,10/1/2002,Mark O'Shea,eng,DK Publishing (Dorling Kindersley),250-499
20501,The Camera (Ansel Adams Photography  #1),4.16,821221841,9780820000000.0,195,5961,65,6/1/1995,Ansel Adams,eng,Little  Brown and Company,<250
20502,The Negative (Ansel Adams Photography  #2),4.4,821221868,9780820000000.0,265,1384,32,6/1/1995,Ansel Adams,en-US,Little  Brown and Company,250-499
20505,The Print (Ansel Adams Photography  #3),4.37,821221876,9780820000000.0,203,997,14,6/1/1995,Ansel Adams,en-US,Little  Brown and Company,<250
20509,The Changing Status of the Artist,3.93,300077424,9780300000000.0,260,8,0,3/1/1999,Emma Barker,eng,Yale University Press,250-499
20517,Vicars of Christ: A History of the Popes,3.94,806523700,9780810000000.0,492,31,2,7/1/2003,Charles A. Coulombe,en-US,Citadel,250-499
20518,The Big Bing: Black Holes of Time Management  Gaseous Executive Bodies  Exploding Careers  and Other Theories on the Origins of the Business Universe,3.11,60529571,9780060000000.0,368,27,6,1/3/2006,Stanley Bing,en-US,Harper Business,250-499
20519,What Would Machiavelli Do?: The Ends Justify the Meanness,3.45,66620104,9780070000000.0,176,464,58,7/28/2004,Stanley Bing,eng,Harper Business,<250
20525,William James: In the Maelstrom of American Modernism,4.25,618433252,9780620000000.0,622,353,42,11/9/2006,Robert D. Richardson Jr.,eng,Houghton Mifflin Harcourt,500-749
20531,Cliffs Notes on Wright's Black Boy,3.75,822002426,9780820000000.0,56,3,0,5/5/1971,Carl Senna,eng,Cliffs Notes,<250
20547,The Wit and Wisdom of Abraham Lincoln: A Book of Quotations,4.15,486440974,9780490000000.0,96,461,33,8/8/2005,Abraham Lincoln,eng,Dover Publications,<250
20549,Speeches and Writings 1832–1858,4.36,940450437,9780940000000.0,898,1180,21,10/1/1989,Abraham Lincoln,eng,Library of America,750-999
20552,Selected Speeches and Writings,4.22,679737316,9780680000000.0,515,172,12,2/18/1992,Abraham Lincoln,eng,Vintage Books USA,500-749
20562,George Eliot: The Last Victorian,4.05,815411219,9780820000000.0,416,176,25,7/2/2001,Kathryn  Hughes,eng,Cooper Square Press,250-499
20564,The Mill on the Floss,3.79,141439629,9780140000000.0,579,41816,1337,2/27/2003,George Eliot,eng,Penguin Classics,500-749
20567,Scenes of Clerical Life,3.78,019283780X,9780190000000.0,310,2369,62,1/24/2002,George Eliot,eng,Oxford University Press,250-499
20645,Terry Jones' Medieval Lives,4.02,563522755,9780560000000.0,240,1950,155,5/5/2005,Terry Jones,eng,BBC Books,<250
20646,Terry Jones' Fairy Tales,4.25,140322620,9780140000000.0,160,182,19,6/1/1993,Terry Jones,eng,Puffin,<250
20657,Some Ether,4.16,1555973035,9781560000000.0,85,1683,87,5/1/2000,Nick Flynn,eng,Graywolf Press,<250
20660,Tin House: Evil (Volume 8 no. 3),3.9,977698947,9780980000000.0,224,29,1,4/6/2007,Chris Adrian,eng,Tin House Magazine,<250
20661,A Note Slipped Under the Door: Teaching from Poems We Love,4.12,1571103201,9781570000000.0,256,57,5,1/1/2000,Nick Flynn,eng,Stenhouse Publishers,250-499
20668,The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,4.11,684838915,9780680000000.0,288,1106,85,4/24/1998,Robert M. Sapolsky,eng,Scribner,250-499
20671,Monkeyluv: And Other Essays on Our Lives as Animals,4.17,743260163,9780740000000.0,209,1024,102,10/10/2006,Robert M. Sapolsky,en-CA,Scribner,<250
20677,Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writers,4.26,940450224,9780940000000.0,1504,27,4,12/1/1984,Henry James,eng,Library of America,>=1000
20679,Advanced Statistics Demystified,4.0,71432426,9780070000000.0,324,9,0,6/7/2004,Larry J. Stephens,eng,McGraw-Hill Education,250-499
20687,Lilly's Big Day,4.2,60742364,9780060000000.0,40,3177,205,3/28/2006,Kevin Henkes,en-US,Greenwillow Books,<250
20692,Chester's Way,4.22,688154727,9780690000000.0,32,5218,294,9/22/1997,Kevin Henkes,eng,Greenwillow Books,<250
20694,Julius  the Baby of the World,4.28,688143881,9780690000000.0,32,6697,348,9/21/1995,Kevin Henkes,eng,Greenwillow Books,<250
20738,Forms of Talk,3.81,081221112X,9780810000000.0,344,82,2,3/1/1981,Erving Goffman,eng,University of Pennsylvania Press,250-499
20741,Interaction Ritual - Essays on Face-to-Face Behavior,4.05,394706315,9780390000000.0,288,308,9,1/12/1982,Erving Goffman,eng,Pantheon,250-499
20749,Study Bible: NIV,4.7,310929555,9780310000000.0,2198,4166,186,10/1/2002,Anonymous,eng,Zondervan Publishing House,>=1000
20775,My Lord Eternity (Immortal Rogues  #2),3.73,821775502,9780820000000.0,256,407,14,10/1/2003,Debbie Raleigh,eng,Zebra,250-499
20781,Aesop's Fables,4.05,590438808,9780590000000.0,80,108,10,11/1/1963,Aesop,eng,Scholastic Paperbacks,<250
20794,Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wolf,4.06,618111204,9780620000000.0,48,43,21,2/26/2001,Stephen R. Swinburne,eng,HMH Books for Young Readers,<250
20800,Conversations with Don DeLillo,4.06,1578067049,9781580000000.0,183,111,7,1/13/2005,Don DeLillo,en-US,University Press of Mississippi,<250
20807,Inventing America: Jefferson's Declaration of Independence,3.93,618257764,9780620000000.0,432,161,16,11/14/2002,Garry Wills,eng,Mariner Books,250-499
20809,Lincoln at Gettysburg: The Words That Remade America,4.14,743299639,9780740000000.0,320,6876,197,11/14/2006,Garry Wills,eng,Simon  Schuster,250-499
20810,Venice: Lion City: The Religion of Empire,3.76,671047647,9780670000000.0,416,124,20,9/3/2002,Garry Wills,eng,Washington Square Press,250-499
20812,Four Weddings and a Funeral,3.75,312143400,9780310000000.0,128,47,4,4/15/1996,Richard Curtis,eng,St. Martin's Griffin,<250
20813,Halloween,4.13,553262963,9780550000000.0,166,13,0,9/1/1982,Richard Curtis,eng,Bantam,<250
20833,Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray,3.5,684809664,9780680000000.0,320,36,8,2/17/2000,William Murray,eng,Simon & Schuster,250-499
20848,Catch That Pass!,3.91,316139246,9780320000000.0,130,290,23,9/1/1989,Matt Christopher,eng,Little  Brown Books for Young Readers,<250
20862,Divide and Conquer (Tom Clancy's Op-Center  #7),3.8,425174808,9780430000000.0,372,2560,30,6/12/2000,Jeff Rovin,eng,Berkley,250-499
20865,Death Match (Tom Clancy's Net Force Explorers  #18),4.17,042518448X,9780430000000.0,192,136,1,7/1/2003,Diane Duane,eng,Berkley,<250
20867,Line of Control (Tom Clancy's Op-Center  #8),3.86,425180050,9780430000000.0,384,3488,29,6/5/2001,Jeff Rovin,eng,Berkley,250-499
20868,Sea of Fire (Tom Clancy's Op-Center  #10),3.89,425190919,9780430000000.0,400,1267,24,6/24/2003,Jeff Rovin,eng,Berkley Books,250-499
20869,One is the Loneliest Number (Tom Clancy's Net Force Explorers  #3),3.95,425164179,9780430000000.0,182,452,1,4/1/1999,Diane Duane,eng,Berkley Publishing Group,<250
20873,Aliens: Nightmare Asylum,3.67,553561588,9780550000000.0,277,1118,54,4/1/1993,Steve Perry,en-US,Spectra Books,250-499
20876,The Omega Cage (Matador  #4),3.78,441623824,9780440000000.0,256,522,18,4/1/1988,Steve Perry,eng,Ace,250-499
20879,The 97th Step (Matador  #5),4.22,441581056,9780440000000.0,304,744,9,12/1/1989,Steve Perry,eng,Ace,250-499
20891,A Friar's Bloodfeud (Knights Templar  #20),4.1,755323009,9780760000000.0,500,220,14,6/5/2006,Michael Jecks,eng,Headline,500-749
20895,Death Ship of Dartmouth (Knights Templar  #21),4.06,755323017,9780760000000.0,352,7,1,6/1/2006,Michael Jecks,eng,Headline Book Publishing,250-499
20913,The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model History,4.75,076032963X,9780760000000.0,256,4,0,5/15/2007,Don Macmillan,eng,Voyageur Press,250-499
20928,Phantoms,3.38,886773482,9780890000000.0,270,13,0,4/4/1989,Rosalind M. Greenberg,eng,DAW,250-499
20929,Fantasy Gone Wrong,3.45,756403804,9780760000000.0,309,229,33,9/5/2006,Martin H. Greenberg,eng,DAW,250-499
20930,The Ghosts in Baker Street: New Tales of Sherlock Holmes,3.58,078671400X,9780790000000.0,320,51,6,1/9/2006,Martin H. Greenberg,en-US,Running Press,250-499
20932,Christmas Bestiary,3.62,886775280,9780890000000.0,315,21,3,11/3/1992,Martin H. Greenberg,eng,DAW,250-499
20934,Black Cats and Broken Mirrors,3.38,886777887,9780890000000.0,320,63,7,6/1/1998,John Helfers,eng,DAW,250-499
20935,Time Twisters,3.36,756404053,9780760000000.0,306,35,6,1/2/2007,Jean Rabe,eng,DAW,250-499
20941,The Western Canon: The Books and School of the Ages,3.86,1573225142,9781570000000.0,546,2141,167,9/1/1995,Harold Bloom,eng,Riverhead Books,500-749
20942,Shakespeare: The Invention of the Human,4.02,157322751X,9781570000000.0,745,3001,182,9/1/1999,Harold Bloom,eng,The Berkley Publishing Group,500-749
20944,The American Religion,3.76,978721004,9780980000000.0,305,288,40,10/1/2006,Harold Bloom,en-GB,Chu Hartley Publishers LLC,250-499
20949,American Caesar: Douglas MacArthur 1880-1964,4.15,316544981,9780320000000.0,811,10014,232,9/30/1978,William Manchester,eng,Little  Brown & Company (Boston/Toronto),750-999
20954,Winchester Shotguns,5.0,785821082,9780790000000.0,372,2,0,5/15/2008,Dennis Adler,eng,Chartwell Books,250-499
20957,Colossians and Philemon: A Critical and Exegetical Commentary (International Critical Commentary),5.0,567044718,9780570000000.0,512,1,0,12/7/2005,R. McL. Wilson,eng,T&T Clark Int'l,500-749
20962,Maurice Sendak's Seven Little Monsters: What Time is It? - Book #4,2.75,078681778X,9780790000000.0,24,4,1,4/5/2004,Arthur Yorinks,eng,Volo,<250
20971,Meditations for Manifesting: Morning and Evening Meditations to Literally Create Your Heart's Desire,4.02,156170315X,9781560000000.0,1,338,12,6/1/1995,Wayne W. Dyer,eng,Hay House,<250
20972,There's a Spiritual Solution to Every Problem,4.27,60192305,9780060000000.0,288,5738,129,8/21/2001,Wayne W. Dyer,eng,Harper,250-499
21004,Michael Smith Elements of Style,4.17,847827623,9780850000000.0,212,18,1,11/22/2005,Michael S.  Smith,eng,Rizzoli International Publications,<250
21010,Spares,4.13,6512674,9780010000000.0,317,2566,160,11/2/1998,Michael Marshall Smith,eng,HarperCollins,250-499
21012,One of Us,4.04,553580698,9780550000000.0,368,1302,52,7/6/1999,Michael Marshall Smith,eng,Bantam,250-499
21016,The Secret City (Pyrates  #1),4.11,439368510,9780440000000.0,184,231,17,2/1/2003,Chris Archer,eng,Scholastic Paperbacks,<250
21029,The Theory and Practice of Group Psychotherapy,4.17,465092845,9780470000000.0,688,7888,119,7/6/2005,Irvin D. Yalom,en-US,Basic Books,500-749
21031,When Nietzsche Wept,4.32,60748125,9780060000000.0,310,25063,1031,1/4/2005,Irvin D. Yalom,eng,Harper Perennial,250-499
21032,Existential Psychotherapy,4.39,465021476,9780470000000.0,544,3689,103,12/8/1980,Irvin D. Yalom,en-US,Basic Books,500-749
21059,Crown of Stars (Crown of Stars  #7),3.91,756404061,9780760000000.0,609,2169,54,1/2/2007,Kate Elliott,eng,DAW,500-749
21060,Crown Duel (Crown & Court #1-2),4.19,142301515,9780140000000.0,471,22971,896,6/10/2002,Sherwood Smith,eng,Firebird,250-499
21062,A Rose for the Crown,4.02,743276876,9780740000000.0,650,4685,264,3/14/2006,Anne Easter Smith,eng,Simon & Schuster,500-749
21063,The Bloody Crown of Conan (Conan the Cimmerian  #2),4.3,345461525,9780350000000.0,366,3875,97,11/23/2004,Robert E. Howard,eng,Del Rey Ballantine Random House,250-499
21070,Rough Crossings: Britain  the Slaves and the American Revolution,3.98,006053916X,9780060000000.0,496,747,87,4/25/2006,Simon Schama,eng,Ecco / HarperCollins,250-499
21071,Landscape and Memory,4.17,679735127,9780680000000.0,672,900,80,11/5/1996,Simon Schama,eng,Vintage,500-749
21073,The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Age,4.06,679781242,9780680000000.0,720,1783,86,12/8/1997,Simon Schama,en-US,Vintage,500-749
21075,Citizens: A Chronicle of the French Revolution,3.99,141017279,9780140000000.0,825,90,12,8/5/2004,Simon Schama,en-GB,Penguin,750-999
21089,The Feelings Book: The Care & Keeping of Your Emotions,4.16,1584855282,9781580000000.0,104,782,51,9/1/2002,Lynda Madison,eng,American Girl Publishing Inc,<250
21091,A Smart Girl's Guide to Money: How to Make It  Save It  And Spend It,4.14,1593691033,9781590000000.0,95,536,65,3/1/2006,Nancy Holyoke,en-GB,American Girl Publishing Inc,<250
21093,What Would You Do? (American Girl Library),4.26,1584858745,9781580000000.0,63,77,5,7/1/2004,Patti Kelley Criswell,en-US,American Girl Publishing Inc,<250
21107,The Halloween Activity Book: Creepy  Crawly  Hairy  Scary Things to Do,2.0,811832791,9780810000000.0,32,1,1,8/1/2002,Mymi Doinet,eng,Chronicle Books,<250
21114,The Capricorn Stone,3.91,044920149X,9780450000000.0,346,574,33,5/12/1983,Madeleine Brent,eng,Fawcett,250-499
21116,Golden Urchin,4.09,449213897,9780450000000.0,384,66,10,11/12/1987,Madeleine Brent,en-GB,Fawcett,250-499
21119,The Ethics of Ambiguity,4.15,080650160X,9780810000000.0,162,4114,153,6/1/2000,Simone de Beauvoir,eng,Citadel,<250
21121,She Came to Stay,3.91,6540805,9780010000000.0,416,2040,88,10/9/1995,Simone de Beauvoir,en-GB,Flamingo,250-499
21122,The Coming of Age,3.88,039331443X,9780390000000.0,592,227,14,6/17/1996,Simone de Beauvoir,en-GB,W. W. Norton  Company,500-749
21125,A Transatlantic Love Affair: Letters to Nelson Algren,4.01,1565845609,9781570000000.0,560,235,16,9/1/1999,Simone de Beauvoir,eng,The New Press,500-749
21126,La force de l'âge,4.15,2070377822,9782070000000.0,786,192,17,11/14/1986,Simone de Beauvoir,fre,Folio,750-999
21143,What Life Was Like When Rome Ruled the World: The Roman Empire  100 BC - AD 200 (What Life Was Like),3.85,783554524,9780780000000.0,192,91,9,5/24/1999,Time-Life Books,eng,Time Life Medical,<250
21151,Sudden Fiction International: 60 Short-Short Stories,3.76,393306135,9780390000000.0,352,306,29,10/17/1989,Robert Shapard,en-US,W. W. Norton  Company,250-499
21152,Sudden Fiction: American Short-Short Stories,3.84,879052651,9780880000000.0,264,476,48,12/31/1983,Robert Shapard,eng,Gibbs Smith,250-499
21173,Sarah Bernhardt,4.25,791074587,9780790000000.0,136,4,0,1/1/2004,Elizabeth Silverthorne,eng,Chelsea House Publishers,<250
21179,The Art of Controversy (The Essays of Arthur Schopenhauer),3.85,141916130X,9781420000000.0,76,17,3,6/17/2004,Thomas Bailey Saunders,eng,Kessinger Publishing,<250
21182,The Wisdom of Life,4.14,486435504,9780490000000.0,96,1487,77,3/8/2004,Arthur Schopenhauer,eng,Dover Publications,<250
21187,For All Time (Time Travelers  #4),3.9,440229316,9780440000000.0,261,1618,65,7/8/2003,Caroline B. Cooney,eng,Laurel Leaf Library,250-499
21188,Wanted!,3.69,590988492,9780590000000.0,230,1969,193,7/1/1997,Caroline B. Cooney,en-US,Scholastic Paperbacks,<250
21191,The Time Travelers: Volume One,3.94,553494805,9780550000000.0,420,302,29,1/10/2006,Caroline B. Cooney,en-US,Laurel Leaf,250-499
21194,The Stranger,3.53,590456806,9780590000000.0,198,55,11,11/1/1993,Caroline B. Cooney,eng,Scholastic,<250
21199,Every Night Italian: Every Night Italian,3.79,684800284,9780680000000.0,256,70,2,1/12/2000,Giuliano Hazan,eng,Scribner,250-499
21200,More Classic Italian Cooking,4.48,345314034,9780350000000.0,465,64,3,7/12/1984,Marcella Hazan,eng,Ballantine Books,250-499
21214,Practice Makes Perfect: Italian Verb Tenses,4.0,71451382,9780070000000.0,252,9,1,11/23/2005,Paola Nanni-Tate,eng,McGraw-Hill Companies,250-499
21220,Effigies (Faye Longchamp  #3),4.03,1590583426,9781590000000.0,301,460,47,1/15/2007,Mary Anna Evans,eng,Poisoned Pen Press,250-499
21223,The Cambridge Companion to Schopenhauer,3.83,521629241,9780520000000.0,494,23,3,1/20/2000,Christopher Janaway,eng,Cambridge University Press,250-499
21230,Stormie: A Story of Forgiveness and Healing,4.4,1565078322,9781570000000.0,192,430,44,9/1/1997,Stormie Omartian,eng,Harvest House Publishers,<250
21242,The Orion Mystery: Unlocking the Secrets of the Pyramids,3.94,517884542,9780520000000.0,352,1123,36,8/22/1995,Robert Bauval,eng,Three Rivers Press,250-499
21245,Orion (Orion  #1),3.72,812532473,9780810000000.0,432,1386,54,12/15/1992,Ben Bova,eng,Tor Science Fiction,250-499
21248,Lake Orion (Images of America: Michigan),4.5,738539562,9780740000000.0,128,1,0,7/19/2006,James E. Ingram,eng,Arcadia Publishing,<250
21266,Rick Steves' Europe Through the Back Door,4.24,1566918081,9781570000000.0,808,3569,70,9/12/2017,Rick Steves,eng,Avalon Travel,750-999
21276,A Dangerous Man (Hank Thompson  #3),4.07,034548133X,9780350000000.0,286,2735,162,9/19/2006,Charlie Huston,eng,Ballantine Books,250-499
21277,Already Dead (Joe Pitt  #1),3.79,034547824X,9780350000000.0,268,8447,631,12/27/2005,Charlie Huston,en-US,Del Rey,250-499
21278,Caught Stealing (Hank Thompson  #1),4.04,345464788,9780350000000.0,240,4797,431,5/31/2005,Charlie Huston,eng,Ballantine Books,<250
21280,Ultimate Annuals  Volume 2,3.21,785123717,9780790000000.0,160,105,8,2/7/2007,Charlie Huston,eng,Marvel,<250
21282,Dead I Well May Be (Dead Trilogy #1),3.97,743470567,9780740000000.0,384,2594,243,8/31/2004,Adrian McKinty,eng,Pocket Books,250-499
21283,The Dead Yard (Michael Forsythe #2),4.12,743499484,9780740000000.0,364,1506,101,12/26/2006,Adrian McKinty,eng,Pocket Books,250-499
21284,The Lighthouse Land (Lighthouse Trilogy #1),3.6,081095480X,9780810000000.0,387,861,114,10/1/2006,Adrian McKinty,eng,Harry N. Abrams,250-499
21290,Spider Mountain (Cam Richter  #2),3.92,031233379X,9780310000000.0,309,461,41,12/26/2006,P.T. Deutermann,eng,St. Martin's Press,250-499
21294,The Edge of Honor,3.97,312953968,9780310000000.0,626,168,16,5/15/1995,P.T. Deutermann,eng,St. Martin's Paperbacks,500-749
21295,The Firefly,3.77,312994818,9780310000000.0,528,317,31,11/30/2004,P.T. Deutermann,eng,St. Martin's Paperbacks,500-749
21315,Diary of a Spider,4.25,60001534,9780060000000.0,40,8134,292,7/26/2005,Doreen Cronin,en-US,HarperCollins,<250
21318,The Snow Spider (Snow Spider Trilogy  #1),3.7,439846757,9780440000000.0,146,2762,228,9/1/2006,Jenny Nimmo,en-US,Orchard Books (NY),<250
21320,Ultimate Spider-Man  Volume 16: Deadpool,3.7,785119272,9780790000000.0,184,1474,58,9/13/2006,Brian Michael Bendis,eng,Marvel,<250
21321,Ultimate Spider-Man  Volume 7,4.1,078512148X,9780790000000.0,344,272,9,10/4/2006,Brian Michael Bendis,eng,Marvel,250-499
21322,Fables: 1001 Nights of Snowfall,4.14,1401203671,9781400000000.0,140,13759,538,10/18/2006,Bill Willingham,eng,Vertigo,<250
21323,Cold Fire / Hideaway / The Key to Midnight,4.18,399146261,9780400000000.0,784,19670,13,8/28/2000,Dean Koontz,eng,Putnam Adult,750-999
21324,Fables  Vol. 8: Wolves,4.27,1401210015,9781400000000.0,160,18799,568,12/20/2006,Bill Willingham,eng,Vertigo,<250
21325,Fables  Vol. 4: March of the Wooden Soldiers,4.29,1401202225,9781400000000.0,231,26055,785,11/30/2004,Bill Willingham,eng,Vertigo,<250
21326,Fables  Vol. 1: Legends in Exile,3.97,1563899426,9781560000000.0,128,119292,2866,12/31/2002,Bill Willingham,eng,Vertigo,<250
21327,Fables  Vol. 7: Arabian Nights (and Days),4.09,1401210007,9781400000000.0,143,15575,547,7/5/2006,Bill Willingham,eng,Vertigo,<250
21328,Fables  Vol. 6: Homelands,4.28,1401205003,9781400000000.0,190,21472,637,1/27/2006,Bill Willingham,eng,Vertigo,<250
21329,Fables  Vol. 3: Storybook Love,4.13,140120256X,9781400000000.0,190,32814,906,5/1/2004,Bill Willingham,eng,Vertigo,<250
21330,Fables  Vol. 5: The Mean Seasons,4.19,1401204864,9781400000000.0,166,20703,611,4/30/2005,Bill Willingham,eng,Vertigo,<250
21332,The Choice: A Fable of Free Trade and Protectionism,3.75,131433547,9780130000000.0,132,350,31,9/1/2006,Russell Roberts,eng,Pearson,<250
21338,Brewer's Dictionary of Phrase and Fable,4.38,61121207,9780060000000.0,1326,40,4,8/15/2006,John Ayto,en-US,Collins Reference,>=1000
21341,Jack of Fables  Vol. 1: The (Nearly) Great Escape,3.58,1401212220,9781400000000.0,128,4372,271,2/28/2007,Bill Willingham,eng,Vertigo,<250
21342,Math Fables,4.03,043945400X,9780440000000.0,40,0,0,1/1/1949,Greg Tang,eng,Scholastic Inc.,<250
21343,The Five Dysfunctions of a Team: A Leadership Fable,4.04,787960756,9780790000000.0,227,65444,2866,4/11/2002,Patrick Lencioni,eng,Jossey-Bass,<250
21348,Aesop's Fables,4.05,192840509,9780190000000.0,306,97136,947,4/10/2003,Aesop,eng,Oxford University Press,250-499
21352,Icebound,3.76,739341413,9780740000000.0,0,46,12,3/6/2007,David Axton,eng,Random House Audio,<250
21353,Odd Thomas (Odd Thomas #1),3.97,739301764,9780740000000.0,11,106,32,12/9/2003,Dean Koontz,eng,Random House Audio Publishing Group,<250
21362,Seize the Night (Moonlight Bay  #2),4.08,553479016,9780550000000.0,12,23534,390,12/29/1998,Dean Koontz,eng,Random House Audio Publishing Group,<250
21365,From the Corner of His Eye,4.03,553502697,9780550000000.0,0,29,3,12/26/2000,Dean Koontz,en-US,Random House Audio Publishing Group,<250
21370,The Good Guy,3.82,739332937,9780740000000.0,9,115,24,5/29/2007,Dean Koontz,eng,Random House Audio Publishing Group,<250
21402,Pompeii,3.82,739341774,9780740000000.0,0,7,1,9/5/2006,Robert   Harris,eng,Random House Audio,<250
21425,3rd Degree,4.02,1586215981,9781590000000.0,7,76,9,3/1/2004,James Patterson,eng,Hachette Audio,<250
21426,2nd Chance (Women's Murder Club #2),4.04,1594831165,9781590000000.0,5,28,4,2/27/2006,James Patterson,eng,Little  Brown & Company,<250
21430,The Big Bad Wolf,3.99,1586215809,9781590000000.0,8,101,13,11/1/2003,James Patterson,eng,Little  Brown & Company,<250
21437,Pop Goes the Weasel,4.0,1594836116,9781590000000.0,460,49,5,11/13/2006,James Patterson,en-GB,Little  Brown & Company,250-499
21484,The Winds of War (The Henry Family  #1),4.37,316952664,9780320000000.0,896,47239,1251,2/5/2002,Herman Wouk,eng,Back Bay Books,750-999
21489,Hollywood Station (Hollywood Station  #1),3.73,316066141,9780320000000.0,340,2104,220,1/3/2007,Joseph Wambaugh,en-US,Little Brown and Company,250-499
21491,The Choirboys,4.06,752851314,9780750000000.0,368,4227,126,4/18/2002,Joseph Wambaugh,eng,Orion,250-499
21493,Fire Lover: A True Story,3.72,006009527X,9780060000000.0,352,840,113,4/30/2002,Joseph Wambaugh,eng,William Morrow,250-499
21494,Floaters,3.52,553575953,9780550000000.0,291,567,38,3/3/1997,Joseph Wambaugh,eng,Bantam,250-499
21495,The New Centurions,3.94,440164176,9780440000000.0,368,2180,66,3/1/1987,Joseph Wambaugh,eng,Dell,250-499
21498,The Black Marble,3.83,440613965,9780440000000.0,416,936,45,9/2/1998,Joseph Wambaugh,en-US,Dell,250-499
21505,The Secrets of Harry Bright,3.76,722189141,9780720000000.0,307,605,26,5/7/1987,Joseph Wambaugh,eng,Sphere,250-499
21508,Lines and Shadows,3.8,553763253,9780550000000.0,416,680,43,11/1/1995,Joseph Wambaugh,en-US,Bantam,250-499
21527,Hollywood Tough (Shane Scully  #3),3.86,1559278226,9781560000000.0,10,825,49,1/7/2003,Stephen J. Cannell,eng,Macmillan Audio,<250
21530,Cold Hit (Shane Scully #5),3.85,1593977735,9781590000000.0,11,15,6,8/1/2005,Stephen J. Cannell,eng,Macmillan Audio,<250
21534,Trunk Music (Harry Bosch  #5; Harry Bosch Universe  #6),4.18,1423323386,9781420000000.0,13,126,26,11/28/2006,Michael Connelly,eng,Brilliance Audio,<250
21535,Angels Flight (Harry Bosch  #6),4.18,159737685X,9781600000000.0,9,106,20,7/25/2005,Michael Connelly,eng,Brilliance Audio,<250
21536,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),4.1,1423323254,9781420000000.0,12,209,54,11/25/2006,Michael Connelly,eng,Brilliance Audio,<250
21538,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),4.13,1594830207,9781590000000.0,12,198,28,5/1/2005,Michael Connelly,eng,Hachette Audio,<250
21539,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),4.12,1594835896,9781590000000.0,11,174,35,10/9/2006,Michael Connelly,eng,Little  Brown & Company,<250
21543,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),4.2,1423323238,9781420000000.0,15,115,33,6/25/2006,Michael Connelly,eng,Brilliance Audio,<250
21544,The Concrete Blonde (Harry Bosch  #3),4.16,1596009209,9781600000000.0,12,132,28,5/25/2005,Michael Connelly,en-US,Brilliance Audio,<250
21545,The Best American Mystery Stories 2003,3.6,618390723,9780620000000.0,1,5,2,11/4/2003,Michael Connelly,eng,Mariner Books,<250
21550,Hundred-Dollar Baby (Spenser  #34),3.82,739318659,9780740000000.0,0,57,11,10/24/2006,Robert B. Parker,eng,Random House Audio,<250
21552,The Spenser Collection: Volume I (Spenser  #27-28),4.26,739340190,9780740000000.0,0,77,3,5/30/2006,Robert B. Parker,en-US,RH Audio,<250
