Haruki Murakami,500-749,1
Haruki Murakami,<250,9
Haruko Taya Cook,250-499,1
Harvey Mansfield,250-499,1
Harvey P. Mandel,250-499,1
Harvey Pekar,250-499,2
Harvey Pekar,<250,3
Haven Kimmel,250-499,4
Haven Kimmel,<250,1
Hayao Miyazaki,250-499,1
Hayao Miyazaki,<250,8
Hazel Rowley,250-499,1
Heather Jarman,250-499,1
Heather O'Neill,250-499,1
Heidi Baker,<250,1
Heidi Betts,<250,1
Heidi Boyd,<250,2
Heidi Fleiss,<250,1
Heidi Hayes Jacobs,<250,3
Heidi Murkoff,500-749,1
Heidi Murkoff,750-999,1
Helen  Cooper,250-499,1
Helen Ericson,250-499,1
Helen Fielding,250-499,1
Helen Fielding,<250,1
Helen Fisher,250-499,1
Helen L. Taylor,250-499,2
Helen McCarthy,<250,1
Helen Vendler,500-749,1
Helen Vendler,<250,1
Helena Grice,<250,1
Hemant Mehta,<250,1
Henepola Gunaratana,250-499,1
Henning Mankell,250-499,6
Henning Mankell,500-749,1
Henri Blocher,<250,1
Henri J.M. Nouwen,<250,5
Henry Chadwick,250-499,1
Henry Chadwick,500-749,1
Henry Chadwick,<250,2
Henry David Thoreau,250-499,2
Henry David Thoreau,500-749,2
Henry David Thoreau,<250,1
Henry Fielding,500-749,1
Henry James,250-499,5
Henry James,500-749,4
Henry James,750-999,2
Henry James,<250,1
Henry James,>=1000,2
Henry Jenkins,250-499,1
Henry Louis Gates Jr.,<250,1
Henry M. Sayre,500-749,1
Henry Miller,250-499,5
Henry Miller,500-749,1
Henry Miller,<250,2
Henry Mintzberg,250-499,1
Herbert Asbury,250-499,2
Herman Melville,250-499,3
Herman Melville,500-749,6
Herman Melville,750-999,1
Herman Melville,<250,7
Herman Melville,>=1000,5
Herman Wouk,250-499,2
Herman Wouk,500-749,2
Herman Wouk,750-999,2
Herman Wouk,<250,1
Herman Wouk,>=1000,1
Hermann Broch,250-499,1
Hermann Hesse,250-499,3
Hermann Hesse,500-749,1
Hermann Hesse,<250,7
Hermione Lee,750-999,1
Herodotus,250-499,1
Herodotus,500-749,5
Herodotus,750-999,2
Hershel Parker,750-999,1
Hervie Haufler,250-499,1
Hervé Guibert,<250,1
Hesiod,250-499,3
Hesiod,<250,5
Hiawyn Oram,<250,1
Hidenori Hara,<250,1
Hideyuki Kikuchi,<250,5
Hilary H. Milton,<250,2
Hildegarde Hoyt Swift,<250,1
Hinako Takanaga,<250,3
Hirohiko Araki,<250,18
Hiroki Endo,<250,2
Hiromu Arakawa,<250,26
Hiroyuki Morioka,<250,2
Homer,250-499,7
Homer,500-749,9
Homer,<250,6
Homer,>=1000,1
Homer Hickam,250-499,1
Honoré de Balzac,250-499,2
Honoré de Balzac,500-749,2
Honoré de Balzac,<250,3
Hope S. Warshaw,250-499,1
Horace,<250,1
Horace  Silver,250-499,1
Horace Walpole,<250,2
Howard Chaykin,<250,5
Howard E. Covington Jr.,250-499,1
Howard F. Lyman,250-499,1
Howard F. Lyman,<250,1
Howard Korder,<250,1
Howard Stern,500-749,1
Howard W. Stone,<250,1
Howard Zinn,250-499,3
Howard Zinn,500-749,2
Howard Zinn,<250,1
Hugh    Miller,250-499,1
Hugh Bicheno,250-499,1
Hugh Honour,250-499,1
Hugh Honour,500-749,1
Hugh Honour,750-999,2
Hugh Kenner,500-749,1
Hugh Laurie,250-499,1
Humphrey Carpenter,250-499,1
Humphrey Carpenter,<250,1
Hunter Davies,250-499,1
Hunter S. Thompson,250-499,2
Hunter S. Thompson,500-749,1
Hunter S. Thompson,750-999,2
Hunter S. Thompson,<250,2
Huston Smith,250-499,3
Huston Smith,<250,1
Hélène Greven-Borde,<250,1
Iain Banks,250-499,1
Iain Crichton Smith,<250,1
Iain Levison,<250,1
Iain M. Banks,250-499,9
Iain M. Banks,500-749,1
Iain M. Banks,<250,1
Iain Pears,250-499,2
Iain Pears,500-749,2
Ian        Martin,<250,1
Ian Buruma,250-499,1
Ian Caldwell,250-499,1
Ian Edginton,<250,5
Ian Fleming,250-499,2
Ian Fleming,750-999,1
Ian Fleming,<250,7
Ian Glasper,250-499,1
Ian Hemphill,500-749,1
Ian Jack,250-499,1
Ian King,250-499,1
Ian McEwan,250-499,3
Ian McEwan,<250,5
Ian Ogilvy,250-499,1
Ian Stewart,250-499,1
Ian Thomson,500-749,1
Ian W. Toll,500-749,1
Ian Whybrow,<250,1
Igor Stravinsky,<250,1
Ilona Andrews,250-499,1
Immanuel Kant,250-499,1
Immanuel Kant,500-749,1
Immanuel Kant,750-999,2
Immanuel Kant,<250,2
Immanuel Kant,>=1000,1
Ina Garten,250-499,1
Ina May Gaskin,250-499,1
Indu Sundaresan,250-499,2
Ingri d'Aulaire,<250,1
International Code Council (ICC),500-749,2
Ira Levin,<250,1
Iraj Pezeshkzad,500-749,1
Iris Fry,250-499,1
Iris Murdoch,250-499,6
Iris Murdoch,500-749,3
Iris Murdoch,<250,1
Irvin D. Yalom,250-499,4
Irvin D. Yalom,500-749,2
Irvine Welsh,250-499,6
Irvine Welsh,<250,1
Irving John,500-749,1
Irving Stone,750-999,2
Isaac Asimov,250-499,8
Isaac Asimov,500-749,5
Isaac Asimov,750-999,1
Isaac Asimov,<250,3
Isaac Bashevis Singer,250-499,2
Isaac Bashevis Singer,500-749,1
Isaac Bashevis Singer,750-999,2
Isaac Bashevis Singer,<250,3
Isabel Allende,250-499,17
Isabel Allende,500-749,2
Isabel Allende,<250,1
Isabel Miller,<250,1
Isak Dinesen,250-499,4
Isak Dinesen,500-749,1
Ishmael Beah,<250,1
Ishmael Reed,250-499,1
Ishmael Reed,<250,1
Italo Calvino,250-499,5
Italo Calvino,<250,1
Ivan T. Sanderson,<250,1
Ivan Turgenev,250-499,3
Ivan Turgenev,<250,3
Ivo Andrić,250-499,3
Iyanla Vanzant,250-499,1
J. Anthony Lukas,500-749,1
J. Ed Komoszewski,250-499,1
J. Keith Cheetham,<250,1
J. Maarten Troost,250-499,1
J. Martin Evans,250-499,1
J. Michael Lennon,<250,1
J. Michael Straczynski,<250,1
J. Scott Duvall,250-499,1
J. Torres,<250,1
J.A. Jance,250-499,2
J.D. Robb,250-499,2
J.D. Salinger,250-499,3
J.D. Salinger,<250,4
J.E. Austen Leigh,250-499,1
J.E. Bright,<250,1
J.G. Passarella,250-499,1
J.J. Connolly,250-499,1
J.J. Isler,250-499,1
J.K. Rowling,250-499,11
J.K. Rowling,500-749,4
J.K. Rowling,750-999,4
J.K. Rowling,<250,3
J.K. Rowling,>=1000,2
J.M. Barrie,250-499,2
J.M. Barrie,<250,4
J.M. Coetzee,250-499,1
J.M. Coetzee,<250,6
J.R. Hyland,<250,1
J.R. Ward,250-499,4
J.R.R. Tolkien,250-499,23
J.R.R. Tolkien,500-749,6
J.R.R. Tolkien,<250,14
J.R.R. Tolkien,>=1000,8
J.V. Jones,500-749,2
J.V. Jones,750-999,1
J.W. Rinzler,250-499,1
Jack Du Brul,250-499,5
Jack Du Brul,500-749,1
Jack Dunphy,250-499,1
Jack Finney,250-499,1
Jack Frost,250-499,1
Jack Higgins,250-499,1
Jack Kerley,250-499,2
Jack Kerouac,250-499,6
Jack Kerouac,500-749,1
Jack Kerouac,<250,4
Jack London,250-499,4
Jack London,750-999,1
Jack London,<250,5
Jack Meadows,<250,1
Jack Vance,250-499,6
Jack Vance,<250,6
Jack Weatherford,250-499,1
Jack Williamson,250-499,2
Jackie French Koller,<250,1
Jackson J. Benson,250-499,1
Jacob Grimm,250-499,1
Jacob Grimm,500-749,1
Jacob Grimm,750-999,1
Jacob Weisberg,<250,1
Jacqueline Ann,<250,1
Jacqueline Carey,250-499,1
Jacqueline Carey,500-749,2
Jacqueline Carey,750-999,1
Jacqueline Carey,<250,1
Jacqueline Harpman,<250,1
Jacqueline K. Ogburn,<250,1
Jacqueline Winspear,250-499,1
Jacquelyn Mitchard,250-499,1
Jacquelyn Reinach,<250,1
Jacques Derrida,250-499,1
Jahan Ramazani,>=1000,1
Jahnna N. Malcolm,<250,3
Jakob Nielsen,250-499,2
James    Campbell,250-499,1
James   Campbell,250-499,1
James   McBride,250-499,4
James   Paul,250-499,1
James  Hawkins,250-499,2
James A. Hetley,250-499,1
James A. Michener,250-499,3
James A. Michener,500-749,1
James A. Michener,750-999,4
James A. Michener,<250,1
James A. Michener,>=1000,4
James A. Owen,250-499,1
James Axler,250-499,4
James B. South,250-499,1
James B. Stewart,500-749,1
James B. Stiff,250-499,1
James Baldwin,250-499,1
James Baldwin,500-749,2
James Baldwin,750-999,1
James Baldwin,<250,5
James Brian Smith,<250,1
James Brodrick,250-499,1
James C.    Simmons,<250,1
James C. Collins,250-499,1
James C. Humes,250-499,1
James C. Mitchell,250-499,1
James Campbell,250-499,1
James Clavell,250-499,1
James Clavell,500-749,2
James Clavell,>=1000,3
James Craig Holte,<250,1
James D. Bradley,250-499,1
James Daley,<250,1
James Daugherty,<250,1
James E. Campbell,250-499,1
James E. Ingram,<250,1
James Ellroy,250-499,5
James Ellroy,500-749,2
James Ellroy,<250,1
James F. Calvert,250-499,1
James Fenimore Cooper,250-499,1
James Fenimore Cooper,>=1000,2
James Frey,500-749,1
James Gleick,250-499,1
James Graham Leyburn,250-499,1
James H. Billington,500-749,1
James H. Cobb,250-499,1
James H. Cone,250-499,1
James Hamilton-Paterson,250-499,2
James Herriot,250-499,4
James Hillman,250-499,1
James Hilton,<250,1
James J. Gibson,250-499,1
James Joyce,250-499,6
James Joyce,500-749,1
James Joyce,750-999,2
James Joyce,<250,2
James Joyce,>=1000,1
James K. Lowers,<250,2
James K. Morrow,250-499,1
James Kirkwood Jr.,<250,1
James Krüss,250-499,1
James L. Nelson,250-499,1
James L. Stokesbury,250-499,2
James Lamar Roberts,<250,8
James Lee Burke,250-499,2
James Lincoln Collier,<250,1
James Luceno,250-499,2
James Luceno,<250,2
James M. Cain,<250,1
James M. Kouzes,250-499,1
James M. Kouzes,<250,1
James M. McPherson,750-999,1
James Mangold,<250,1
James N. Frey,250-499,1
James N. Frey,<250,1
James Patterson,250-499,35
James Patterson,500-749,2
James Patterson,<250,6
James Pinocchio,<250,1
James Plath,250-499,1
James Preller,<250,7
James Redfield,250-499,4
James Redfield,<250,2
James Robert Smith,<250,1
James Salter,<250,1
James Scott Bell,250-499,3
James Scott Bell,<250,1
James Shapiro,250-499,2
James Shreeve,250-499,1
James T. Farrell,250-499,1
James T. Patterson,250-499,1
James Tiptree Jr.,250-499,1
James Tiptree Jr.,500-749,1
James W. Loewen,250-499,1
James W. Loewen,<250,1
James Wallace,250-499,1
Jamie Jensen,750-999,1
Jamie Lee Curtis,<250,1
Jamie Oliver,250-499,2
Jan Frank,<250,1
Jan Greenberg,<250,1
Jan Guillou,250-499,1
Jan M. Kriebs,500-749,1
Jan Needle,<250,1
Jane Austen,250-499,19
Jane Austen,500-749,3
Jane Austen,750-999,1
Jane Austen,<250,5
Jane Austen,>=1000,5
Jane B. Mason,<250,2
Jane Chance,250-499,1
Jane E. Gerver,<250,1
Jane Feather,250-499,2
Jane Gardam,250-499,1
Jane Green,250-499,12
Jane Haddam,250-499,1
Jane Hamilton,250-499,3
Jane Hamilton,<250,1
Jane Heller,250-499,1
Jane Jeong Trenka,250-499,1
Jane Leslie Conly,250-499,2
Jane Leslie Conly,<250,1
Jane Medwell,<250,1
Jane Moore,250-499,1
Jane Parker Resnick,<250,1
Jane Porter,<250,2
Jane Robins,250-499,1
Jane Smiley,250-499,5
Jane Smiley,500-749,2
Jane Smiley,<250,2
Jane Walmsley,<250,1
Jane Werner Watson,<250,1
Jane Yolen,<250,1
Janet Brennan Croft,250-499,1
Janet Evanovich,250-499,16
Janet Evanovich,750-999,1
Janet Evanovich,<250,11
Janet Evanovich,>=1000,1
Janet Fitch,250-499,3
Janet Flanner,250-499,1
Janet Geringer Woititz,500-749,1
Janet S. Wong,<250,1
Janet Valade,250-499,2
Janet Wallach,250-499,1
Janette K. Klingner,<250,1
Janette Oke,250-499,1
Janette Oke,<250,1
Janice Cook Migliaccio,<250,1
Janice Ross,<250,1
Janna Levin,<250,1
Janny Wurts,500-749,5
Janny Wurts,750-999,2
Janwillem van de Wetering,250-499,1
Janwillem van de Wetering,<250,1
Jared Diamond,250-499,1
Jared Diamond,500-749,2
Jared Diamond,<250,1
Jaroslav Hašek,750-999,1
Jasmine C.M. Luk,<250,1
Jason Hook,<250,1
Jason King,<250,1
Jasper Fforde,250-499,7
Javier Cercas,<250,2
Jay McInerney,250-499,1
Jay McInerney,<250,2
Jay Parini,250-499,1
Jay Parini,500-749,2
Jay Rubin,250-499,2
Jayne Ann Krentz,250-499,6
Jayne Castle,250-499,3
Jayne Castle,<250,1
Jean Aitchison,<250,1
Jean Baudrillard,<250,5
Jean Craighead George,<250,1
Jean Estoril,<250,6
Jean Gibran,250-499,1
Jean Houston,250-499,1
Jean Lorrah,250-499,1
Jean M. Auel,250-499,1
Jean M. Auel,500-749,3
Jean Marzollo,<250,1
Jean Nienkamp,<250,1
Jean Rabe,250-499,3
Jean Rhys,<250,2
Jean Sasson,250-499,1
Jean Sasson,<250,1
Jean Shepherd,<250,1
Jean Stein,500-749,1
Jean Stone,250-499,1
Jean Van Leeuwen,<250,2
Jean-Benoît Nadeau,250-499,1
Jean-Jacques Rousseau,250-499,1
Jean-Jacques Rousseau,500-749,2
Jean-Jacques Rousseau,<250,3
Jean-Luc Marion,<250,1
Jean-Paul Sartre,250-499,3
Jean-Paul Sartre,500-749,3
Jean-Paul Sartre,<250,3
Jeanette Winterson,250-499,1
Jeanette Winterson,<250,8
Jeanne DuPrau,250-499,1
Jeanne Sallade Criswell,<250,1
Jeanne Treat,250-499,1
Jeannette Walls,250-499,1
Jeannette Walls,<250,1
Jed Carleton,<250,1
Jeff   Smith,<250,1
Jeff Hawkins,250-499,1
Jeff Long,250-499,1
Jeff Povey,250-499,1
Jeff Rovin,250-499,4
Jeff Shaara,250-499,3
Jeff Shaara,500-749,3
Jeffery Deaver,250-499,7
Jeffery Deaver,500-749,7
Jeffery Hudson,250-499,1
Jeffrey Alford,250-499,1
Jeffrey Archer,250-499,1
Jeffrey Archer,750-999,1
Jeffrey Eugenides,500-749,2
Jeffrey Ford,250-499,3
Jeffrey Ford,<250,1
Jeffrey H. Tigay,250-499,1
Jeffrey Meyers,500-749,1
Jen Lancaster,250-499,2
Jenna Jameson,500-749,1
Jennifer Allison,250-499,1
Jennifer Chiaverini,250-499,1
Jennifer Crusie,250-499,9
Jennifer Crusie,<250,2
Jennifer Frantz,<250,1
Jennifer Hendricks,250-499,1
Jennifer O'Connell,250-499,1
Jennifer Quasha,<250,1
Jennifer Watson,250-499,1
Jennifer Weiner,250-499,4
Jennings Michael Burch,250-499,1
Jenny Hendy,<250,1
Jenny Nimmo,250-499,1
Jenny Nimmo,<250,1
Jenny Wormald,<250,1
Jeremy D. Zawodny,250-499,1
Jeremy Gilbert-Rolfe,<250,1
Jeremy Leven,250-499,1
Jeremy Rifkin,250-499,1
Jeremy Treglown,250-499,1
Jeremy Weate,<250,1
Jerome K. Jerome,250-499,2
Jerome K. Jerome,<250,3
Jerome Kagan,250-499,1
Jerome Karabel,500-749,1
Jerome Preisler,250-499,2
Jerry Ahern,<250,1
Jerry B. Jenkins,250-499,2
Jerry Burton,250-499,1
Jerry Seinfeld,<250,1
Jerry Spinelli,250-499,1
Jerry Spinelli,<250,1
Jerzy Kosiński,<250,1
Jess Lourey,<250,1
Jess Walter,250-499,1
Jessica Adams,500-749,1
Jessica Conant-Park,250-499,1
Jessica Hagedorn,<250,1
Jessica Mitford,250-499,1
Jessica Porter,250-499,1
Jessica Snyder Sachs,250-499,1
Jhumpa Lahiri,250-499,2
Jhumpa Lahiri,<250,1
Jiddu Krishnamurti,250-499,1
Jill Colella,<250,1
Jill Conner Browne,250-499,1
Jill Elizabeth Nelson,250-499,2
Jill Mansell,250-499,7
Jill Mansell,500-749,3
Jill Nelson,250-499,1
Jillian Hunter,250-499,1
Jim  Murphy,<250,1
Jim  Powell,250-499,1
Jim Butcher,250-499,1
Jim Butcher,500-749,2
Jim Carroll,250-499,1
Jim Carroll,<250,1
Jim Dutcher,<250,1
Jim Fergus,250-499,1
Jim Henson,<250,1
Jim Hougan,250-499,1
Jim Keogh,500-749,1
Jim Lehrer,<250,5
Jim Morrison,<250,1
Jim Northrup,<250,1
Jim Supica,250-499,1
Jim Thompson,250-499,1
Jim Toomey,<250,1
Jim Trelease,250-499,1
Jim Wight,250-499,1
Jimmy Buffett,250-499,1
Jimmy Buffett,<250,1
Jimmy Carter,250-499,3
Jimmy Carter,500-749,1
Jimmy Carter,<250,4
Jincy Willett,250-499,1
Jo Ann Ooiman Robinson,250-499,1
Jo Clayton,250-499,8
Joan Aiken,250-499,2
Joan Aiken,<250,4
Joan Dayan,250-499,1
Joan Didion,250-499,2
Joan Didion,<250,8
Joan Didion,>=1000,1
Joan Elizabeth Klingel Ray,250-499,1
Joan Goldstein,<250,1
Joan Holub,<250,2
Joan Jonker,250-499,1
Joan Sinclair,<250,1
Joanna Strange,<250,1
Joanna Weaver,250-499,1
Joanne Fluke,250-499,8
Joanne Harris,250-499,8
Joanne Rocklin,<250,1
Joaquin Miller,250-499,1
Jodee Blanco,250-499,1
Jodi Cobb,<250,1
Jodi Picoult,250-499,13
Jodi Picoult,500-749,4
Joe  Miller,250-499,1
Joe Adamson,250-499,1
Joe Haldeman,250-499,8
Joe Haldeman,<250,1
Joe Kelly,<250,1
Joe Kubert,<250,1
Joe Meno,250-499,1
Joe Simpson,<250,1
Joel Salatin,<250,1
Joel Spolsky,250-499,1
Joel-Peter Witkin,<250,1
Johann Wolfgang von Goethe,250-499,5
Johann Wolfgang von Goethe,<250,5
Johanna Hurwitz,<250,2
Johanna Rothman,<250,1
Johanna Spyri,250-499,1
John               White,<250,1
John             Lewis,250-499,1
John         Green,<250,1
John      O'Brien,<250,1
John     Kay,250-499,1
John     Nichols,250-499,1
John     Nichols,500-749,1
John    Mason,250-499,1
John   Barton,250-499,1
John   Hammond,250-499,1
John  Adams,500-749,1
John  Baxter,<250,1
John  Compton,<250,1
John  Diamond,<250,1
John  Miller,<250,1
John  Smith,>=1000,1
"John ""Red"" Shea",250-499,1
John A. Keel,250-499,1
John A. McDougall,250-499,1
John Ayto,>=1000,1
John Baldessari,<250,1
John Banville,250-499,2
John Banville,<250,7
John Barth,250-499,2
John Barth,750-999,2
John Barth,<250,1
John Berendt,250-499,3
John Boslough,<250,1
John Brunner,250-499,3
John Brunner,500-749,1
John Brunner,750-999,1
John Brunner,<250,4
John Bunyan,250-499,1
John C. Maxwell,250-499,2
John C. Maxwell,<250,1
John Carratello,<250,1
John Cheever,250-499,1
John Cheever,500-749,1
John Cheever,<250,1
John Colapinto,250-499,1
John Cottingham,500-749,1
John D'Emilio,500-749,1
John D. Cox,500-749,1
John D. Fitzgerald,<250,1
John D. Leonard,>=1000,1
John Dickson Carr,250-499,1
John Dos Passos,250-499,3
John Dos Passos,>=1000,1
John E. Upledger,<250,1
John Ehle,250-499,1
John Eldredge,250-499,1
John Eldredge,<250,1
John F. MacArthur Jr.,<250,2
John F. Nash,<250,1
John Fowles,500-749,1
John G. Fuller,<250,1
John Gardner,250-499,1
John Gardner,<250,2
John Garth,250-499,1
John Granger,<250,1
John Graves,250-499,1
John Gray,250-499,2
John Gray,<250,1
John Gregory Betancourt,250-499,1
John Gribbin,500-749,1
John Grigsby,<250,1
John Grisham,250-499,14
John Grisham,500-749,1
John Grisham,<250,4
John Grogan,250-499,2
John Guare,<250,1
John Guy,500-749,1
John Harold Haynes,<250,1
John Harwood Hick,<250,1
John Helfers,250-499,1
John Helfers,<250,1
John Henry Newman,250-499,1
John Hersey,500-749,1
John Hersey,<250,1
John Hodgman,250-499,1
John Howard Griffin,<250,1
John Irving,250-499,5
John Irving,500-749,4
John Irving,750-999,2
John Irving,<250,4
John Irving,>=1000,1
John J. Nance,500-749,1
John Jackson Miller,<250,1
John Julius Norwich,250-499,1
John Julius Norwich,500-749,2
John Julius Norwich,750-999,1
John Keats,500-749,1
John Keegan,<250,1
John Kennedy Toole,250-499,3
John Kenneth Galbraith,<250,2
John Knoll,500-749,1
John Knowles,<250,1
John Lange,<250,1
John Lawrence Peterson,<250,2
John Lescroart,250-499,1
John Lescroart,500-749,1
John Lewis Gaddis,250-499,1
John Lindow,250-499,1
John M. Barry,500-749,1
John M. Hull,<250,1
John M. Merriman,>=1000,1
John M. Perkins,<250,1
John Maddox Roberts,250-499,2
John Major Jenkins,250-499,1
John Marco,750-999,1
John Mason,<250,2
John Maynard Smith,<250,2
John McPhee,250-499,5
John McPhee,500-749,1
John McPhee,<250,6
John Milner,<250,1
John Milton,250-499,5
John Milton,500-749,3
John Milton,>=1000,3
John Newhouse,250-499,1
John O'Donohue,250-499,1
John Ostrander,<250,4
John Patrick Diggins,<250,1
John Peel,<250,1
John Perkins,<250,2
John Piper,250-499,3
John Piper,<250,5
John Prevas,250-499,1
John S.D. Eisenhower,250-499,2
John Sandford,250-499,7
John Saul,250-499,8
John Saul,<250,1
John Steinbeck,250-499,3
John Steinbeck,500-749,4
John Steinbeck,750-999,1
John Steinbeck,<250,8
John Steinbeck,>=1000,1
John Terra,<250,1
John Tosh,250-499,1
John Updike,250-499,3
John Updike,500-749,2
John Updike,<250,1
John Updike,>=1000,1
John W. Dean,<250,1
John W. Dettman,250-499,1
John W. Gardner,<250,1
John W. Schott,250-499,1
John Warry,<250,1
John Waters,250-499,1
John Weld,250-499,1
John Wilcockson,250-499,1
John Wooden,<250,1
John le Carré,500-749,1
Johnny Cash,250-499,1
Jon   Stewart,<250,2
Jon Agar,<250,1
Jon Kabat-Zinn,250-499,1
Jon Kabat-Zinn,<250,1
Jon Krakauer,250-499,2
Jon Krakauer,<250,1
Jon Lee Anderson,750-999,1
Jon M. Gibson,<250,1
Jon Meacham,250-499,1
Jon Ronson,250-499,3
Jon Stone,<250,1
Jonathan  A. Goldstein,500-749,1
Jonathan  Andrews,250-499,1
Jonathan Barnes,250-499,1
Jonathan Barnes,500-749,1
Jonathan Carroll,250-499,5
Jonathan Carroll,<250,1
Jonathan Clements,750-999,1
Jonathan Croall,<250,1
Jonathan Franzen,250-499,1
Jonathan Franzen,500-749,4
Jonathan Franzen,<250,2
Jonathan Hale,250-499,1
Jonathan Harr,250-499,2
Jonathan Harr,500-749,1
Jonathan Kozol,250-499,1
Jonathan Lethem,250-499,3
Jonathan Lethem,500-749,1
Jonathan Lethem,<250,3
Jonathan Parshall,500-749,1
Jonathan Phillips,250-499,1
Jonathan Ryder,250-499,1
Jonathan Safran Foer,250-499,7
Jonathan Shay,250-499,1
Jonathan Swift,250-499,5
Jonathan Swift,<250,4
Jonathan Wolff,<250,1
Jorge Bucay,<250,1
Jorge Cervantes,500-749,1
Jorge Cruise,<250,1
Jorge Luis Borges,250-499,2
Jorge Luis Borges,500-749,4
Jorge Luis Borges,<250,8
Joscelyn Godwin,<250,1
Josef Pieper,<250,1
Joseph A. Tainter,250-499,1
Joseph Blotner,750-999,1
Joseph Bruchac,<250,2
Joseph Campbell,250-499,1
Joseph Campbell,<250,2
Joseph Conrad,250-499,2
Joseph Conrad,750-999,1
Joseph Conrad,<250,4
Joseph Delaney,250-499,1
Joseph E. Stiglitz,250-499,1
Joseph Epstein,250-499,1
Joseph Frank,250-499,2
Joseph Frank,750-999,1
Joseph Gallagher,250-499,1
Joseph Heller,250-499,4
Joseph Heller,500-749,2
Joseph J. Ellis,250-499,4
Joseph McMoneagle,250-499,1
Joseph O'Connor,250-499,1
Joseph Pearce,250-499,2
Joseph Pearce,<250,1
Joseph Vargo,250-499,1
Joseph Wambaugh,250-499,10
Josiah Bunting,<250,1
Joss Whedon,<250,3
Jostein Gaarder,250-499,1
Jostein Gaarder,500-749,1
Jostein Gaarder,<250,2
José Saramago,250-499,15
José Saramago,<250,2
Joy Harjo,500-749,1
Joy King,250-499,1
Joy Kogawa,250-499,1
Joyce Carol Oates,250-499,9
Joyce Carol Oates,500-749,4
Joyce Carol Oates,<250,7
Joyce Carol Oates,>=1000,1
Joyce Lankester Brisley,<250,1
Joyce Meyer,250-499,1
Joyce Reardon,250-499,1
João Guimarães Rosa,<250,1
Ju-Yeon Rhim,<250,1
Juan Bonilla,250-499,1
Juan Rulfo,250-499,2
Juan Rulfo,<250,6
Judd Winick,<250,1
Jude Fisher,500-749,1
Jude Fisher,<250,3
Jude Watson,<250,2
Judi Barrett,<250,3
Judith A. Lansdowne,250-499,1
Judith Butler,250-499,1
Judith Butler,<250,1
Judith Cornell,<250,1
Judith Farr,250-499,1
Judith Larner Lowry,250-499,1
Judith M. Meloy,<250,1
Judith McNaught,250-499,1
Judith McNaught,500-749,1
Judith Thurman,500-749,1
Judith Viorst,<250,2
Judy Blume,250-499,1
Judy Blume,500-749,2
Judy Blume,<250,5
Judy Hall,250-499,1
Judy Sierra,<250,1
Judy Tam Sargent,<250,1
Jules Verne,250-499,4
Jules Verne,500-749,2
Jules Verne,<250,4
Julia Alvarez,250-499,2
Julia Alvarez,<250,1
Julia Briggs,500-749,1
Julia Butterfly Hill,250-499,1
Julia Child,250-499,1
Julia Glass,500-749,1
Julia Golding,250-499,1
Julia Indichova,<250,1
Julia Jarman,<250,1
Julia Wilkinson,250-499,1
Julian Barnes,250-499,2
Julian Barnes,<250,2
Julian Caldecott,250-499,1
Julian Jaynes,250-499,2
Julian Markels,<250,1
Julian May,250-499,5
Julian Rubinstein,250-499,1
Julie A. Schrader,250-499,1
Julie Aigner-Clark,<250,4
Julie Andrews Edwards,250-499,1
Julie Andrews Edwards,<250,1
Julie E. Czerneda,500-749,1
Julie Elizabeth Leto,<250,1
Julie Garwood,250-499,1
Julie Kenner,250-499,8
Julie Kenner,<250,1
Julie Leto,250-499,1
Julie Mullaney,<250,1
Julie Orringer,<250,1
Julie Otsuka,<250,1
Julie Powell,250-499,2
Julie Sylvester,<250,1
Juliet Marillier,250-499,2
Juliet Marillier,500-749,7
Juliette Aristides,<250,1
Juliette Benzoni,250-499,1
Juliette De Bairacli Levy,250-499,1
Juliette De Bairacli Levy,<250,1
Jun'ichirō Tanizaki,250-499,1
Jun'ichirō Tanizaki,500-749,1
Jun'ichirō Tanizaki,<250,7
June Casagrande,<250,1
Jung Chang,500-749,2
Jung Chang,750-999,1
Junichi Satō,<250,3
Junji Ito,250-499,4
Junji Ito,<250,4
Justin   O'Brien,<250,1
Justin Akers Chacón,<250,1
Justin Kaplan,250-499,1
Justine Korman Fontes,<250,1
Jürgen Habermas,<250,1
K.A. Applegate,<250,1
Kahlil Gibran,750-999,1
Kahlil Gibran,<250,9
Kaho Miyasaka,<250,2
Kang-Woo Lee,<250,1
Kaoru Mori,<250,1
Kara,<250,4
Karel Čapek,250-499,1
Karen  O'Connor,500-749,2
Karen  O'Connor,750-999,2
Karen  O'Connor,>=1000,1
Karen A. Bale,250-499,1
Karen Armstrong,250-499,6
Karen Armstrong,<250,2
Karen Berman,250-499,1
Karen Cushman,<250,3
Karen Essex,250-499,1
Karen Harper,500-749,1
Karen Hawkins,250-499,1
Karen Hesse,<250,4
Karen Joy Fowler,250-499,1
Karen Katz,<250,2
Karen Kingsbury,250-499,12
Karen Kingsbury,500-749,1
Karen Rizzo,<250,1
Karen Tei Yamashita,250-499,1
Karen Tei Yamashita,<250,1
Karen Traviss,250-499,1
Karen Zeinert,<250,1
Karin Slaughter,250-499,7
Karin Slaughter,500-749,1
Karl Barth,<250,1
Karl Jaspers,<250,1
Karl Marx,250-499,1
Karl Marx,<250,7
Karyn Monk,250-499,1
Kate Atkinson,250-499,6
Kate Atkinson,500-749,1
Kate Atkinson,<250,1
Kate Bornstein,<250,1
Kate Braverman,250-499,1
Kate Chopin,250-499,2
