Level,Offers Remote,Publish Time,Salary,Title,Close Time,State,Collaboration Type
S,False,2020-05-20 12:32:09,,کارشناس VoIP,2020-07-04 09:01:21,C,FT
J,False,2020-08-26 13:57:46,<4MT,توسعه‌دهنده FrontEnd - Vue,2020-10-26 03:00:20,C,FT
J,False,2020-07-08 17:31:07,<3MT,توسعه‌دهنده FronEnd مسلط به UI/UX,2020-09-07 03:00:10,C,FT
S,True,2021-05-15 16:37:29,,برنامه‌نویس NET.,2021-06-25 03:00:12,C,FT
S,False,2020-06-30 11:30:33,<4MT,توسعه‌دهنده Back-end,2020-08-30 03:00:08,C,FT
S,False,2020-09-12 14:19:54,,Software Analyst,2020-11-12 03:00:09,C,FT
S,False,2020-10-18 15:40:18,,برنامه‌نویس Android,2020-10-24 17:02:30,C,FT
S,True,2020-10-26 13:18:31,<6MT,توسعه‌دهنده Front-end,2020-12-26 03:00:10,C,FT
J,False,2021-02-16 11:52:53,,توسعه‌دهنده Flutter,2021-03-19 10:56:35,C,FT
S,False,2020-07-05 14:36:32,,Ruby On Rails Developer,2020-09-04 03:00:09,C,FT
I,False,2020-07-04 16:55:44,<1MT,کاراموز فلاتر | کاتلین | جاوا,2020-09-03 03:00:10,C,FT
S,False,2020-05-17 10:44:52,<8MT,برنامه‌نویس ارشد انگولار (Angular),2020-07-04 22:57:40,C,FT
M,False,2020-08-09 15:17:45,,مدیر پروژه نرم افزار,2020-10-09 03:00:09,C,FT
S,True,2021-01-06 15:12:26,<8MT,برنامه‌نویس (C# (ArcGIS SDK,2021-03-08 03:00:11,C,FT
J,False,2020-05-05 15:26:06,<3MT,پشتیبان نرم افزار (آقا),2020-07-05 03:00:09,C,FT
S,False,2020-07-05 11:19:07,<8MT,برنامه‌نویس ارشد انگولار Angular,2020-09-04 03:00:09,C,FT
J,False,2020-09-09 10:25:58,<6MT,توسعه‌دهنده پایتون,2020-11-09 03:00:10,C,FT
J,False,2020-08-01 14:45:05,<4MT,طراح صفحات وب (UI/UX),2020-10-01 03:00:10,C,FT
J,False,2020-08-27 11:56:55,,توسعه‌دهنده فرانت,2020-10-27 03:00:10,C,FT
J,True,2020-07-09 12:55:51,<3MT,Data Scientist,2020-09-08 03:00:09,C,FT
S,True,2020-07-26 17:22:42,,Front-end Developer,2020-08-10 16:37:16,C,FT
S,False,2020-09-03 12:50:56,<12MT,برنامه‌نویس جاوا,2020-11-03 03:00:09,C,PT
S,False,2020-06-30 11:31:25,<12MT,برنامه‌نویس PHP,2020-07-07 19:06:56,C,FT
S,False,2020-07-25 13:38:18,,برنامه‌نویس ارشد موبایل React Native,2020-08-10 16:37:17,C,FT
S,True,2020-11-19 12:00:22,,برنامه‌نویس Front-end) React),2021-01-16 09:31:26,C,FT
S,True,2021-01-23 14:07:14,,Product Owner,2021-03-03 16:25:28,C,FT
J,False,2020-10-03 11:46:54,,توسعه‌دهنده PHP,2020-12-03 03:00:10,C,FT
J,True,2020-06-22 18:38:55,,توسعه‌دهنده Backend,2020-08-22 03:00:09,C,FT
S,True,2020-06-22 11:12:54,<8MT,Backend Developer,2020-08-22 03:00:09,C,FT
S,True,2020-06-22 18:38:47,,کارشناس ارشد DevOps,2020-08-22 03:00:09,C,PR
J,True,2020-07-06 17:13:46,<4MT,توسعه‌دهنده فرانت اند - دورکار (React),2020-09-05 03:00:10,C,PR
S,False,2020-07-06 11:12:12,<4MT,طراح سایت ( وردپرس ),2020-08-05 10:43:38,C,FT
S,False,2020-06-22 15:30:37,<6MT,برنامه‌نویس Flutter,2020-08-22 03:00:09,C,FT
J,False,2020-06-22 14:45:11,<6MT,برنامه‌نویس React,2020-08-22 03:00:09,C,FT
J,True,2020-07-09 20:38:37,<3MT,برنامه‌نویس Node.js,2020-09-08 03:00:09,C,PT
J,False,2020-06-22 14:44:48,<6MT,طراح UI/UX,2020-08-22 03:00:09,C,FT
J,False,2020-09-18 00:06:05,,برنامه‌نویس فول استک,2020-11-17 03:00:10,C,FT
J,False,2020-10-03 12:37:59,<4MT,مدیر فنی و برنامه نویس لاراول,2020-12-03 03:00:10,C,FT
S,True,2020-11-01 00:47:00,<6MT,برنامه‌نویس React,2020-11-19 11:51:47,C,FT
J,False,2020-08-13 21:56:18,<6MT,توسعه‌دهنده React Native,2020-10-13 03:00:10,C,FT
S,False,2020-06-22 14:44:43,<8MT,برنامه‌نویس ارشد Laravel) PHP ),2020-08-22 03:00:09,C,FT
S,True,2021-06-05 16:34:51,,توسعه‌دهنده Back-end,,PB,FT
J,False,2020-09-26 13:53:42,<6MT,توسعه‌دهنده Front-end (React),2020-10-25 22:09:26,C,FT
S,False,2020-05-08 00:06:47,<12MT,DevOps (Sysadmin) Engineer,2020-07-07 03:00:09,C,FT
S,False,2020-05-07 15:37:20,,کارشناس DevOps,2020-07-07 03:00:09,C,PT
S,False,2021-03-17 15:08:47,,متخصص سرویس‌های ذخیره سازی ابری (CEPH),2021-04-18 13:50:24,C,FT
S,True,2021-02-03 10:29:33,,توسعه‌دهنده لاراول,2021-02-20 14:02:51,C,FT
S,True,2020-06-22 14:14:59,<6MT,WordPress دورکاری,2020-08-22 03:00:09,C,PR
I,False,2020-07-06 17:15:11,,Data Science Internship,2020-07-20 15:41:02,C,FT
S,True,2020-07-26 17:23:42,,PHP Developer,2020-08-10 16:37:16,C,FT
J,False,2020-06-22 14:14:54,<8MT,برنامه‌نویس Laravel) PHP),2020-08-22 03:00:09,C,FT
S,True,2020-06-22 14:14:31,,Senior Devops Engineer,2020-08-22 03:00:09,C,FT
S,True,2020-06-22 11:13:05,<8MT,Frontend developer,2020-08-22 03:00:09,C,FT
S,True,2020-08-01 14:49:28,,برنامه‌نویس وب,2020-08-10 16:37:16,C,FT
S,False,2021-05-19 10:52:16,,Product Designer (UI/UX),,PB,FT
S,True,2020-05-07 12:56:17,<6MT,توسعه‌دهنده فرانت‌اند,2020-07-07 03:00:09,C,FT
S,True,2020-07-06 18:13:09,<8MT,توسعه‌دهنده وردپرس (Full-Stack),2020-09-05 03:00:10,C,FT
J,True,2020-05-07 12:55:57,<2MT,Senior Back-End Developer,2020-07-07 03:00:09,C,FT
S,False,2020-05-07 12:54:35,<8MT,Senior Back-End Developer,2020-07-07 03:00:09,C,FT
J,True,2020-05-07 12:53:56,<2MT,برنامه‌نویس وب,2020-07-07 03:00:09,C,FT
S,False,2020-06-22 11:11:27,<6MT,برنامه‌نویس ASP.NET MVC,2020-08-22 03:00:09,C,FT
S,True,2020-09-14 21:48:15,<12MT,کارشناس متخصص DevOps,2020-11-14 03:00:09,C,PT
S,False,2020-07-26 17:21:55,,Test Automation Engineer - Fintech,2020-08-10 16:37:16,C,FT
S,False,2020-06-22 11:11:18,<4MT,توسعه‌دهنده Front-end,2020-08-22 03:00:09,C,FT
S,True,2020-07-26 19:06:19,>12MT,Senior Front-end Developer,2020-08-10 16:37:16,A,FT
S,False,2021-04-18 16:00:06,,متخصص سرویس‌های ذخیره سازی ابری (CEPH),2021-05-29 03:00:11,C,FT
S,False,2020-08-18 13:25:11,>12MT,توسعه‌دهنده Full-Stack,2020-10-18 03:00:10,C,PR
I,False,2020-08-02 13:28:13,,کارآموز برنامه‌نویسی Net.,2020-10-02 03:00:10,C,FT
S,False,2020-11-17 10:51:48,<6MT,برنامه‌نویس Back-end,2021-01-17 03:00:11,C,FT
S,False,2021-03-17 15:08:29,,متخصص سرویس‌های ابری (OpenStack),2021-04-18 13:50:55,C,FT
S,True,2020-08-06 16:51:44,<8MT,برنامه‌نویس Flutter,2020-08-18 14:17:17,C,PR
S,True,2020-05-08 00:07:49,<6MT,برنامه‌نویس ++C,2020-07-07 03:00:09,C,PT
S,False,2020-05-23 19:20:48,,Senior UX Designer,2020-07-08 09:24:25,C,FT
J,False,2020-06-06 11:35:05,,متخصص هوش مصنوعی (AI),2020-07-08 09:24:32,C,FT
S,False,2021-01-16 11:17:02,,توسعه‌دهنده هوش مصنوعی,2021-03-16 03:00:11,C,FT
S,False,2020-05-20 16:41:54,,کارشناس تحلیلگر نرم افزار,2020-07-08 09:25:11,C,FT
S,True,2020-07-04 16:54:10,,برنامه‌نویس ارشد Android,2020-07-08 12:01:09,C,FT
J,True,2020-06-16 14:50:11,<6MT,برنامه‌نویس (Front-end (React Js,2020-07-08 12:01:17,C,FT
J,True,2020-09-12 14:19:25,<6MT,کارشناس پشتیبانی نرم افزارهای سازمانی,2020-11-12 03:00:09,C,FT
J,True,2020-05-10 14:12:02,<3MT,وب دولوپر(Web Developer),2020-07-10 03:00:08,C,FT
S,False,2020-09-14 21:51:37,<12MT,Back-end Devloper (.NET Core),2020-11-14 03:00:09,C,FT
I,True,2020-08-13 21:57:39,<1MT,کارآموز Machine Learning,2020-10-13 03:00:10,C,FT
J,False,2020-08-10 18:09:53,<8MT,Back-End Java Developer,2020-09-02 10:15:31,C,FT
S,False,2020-08-22 10:45:27,<12MT,برنامه‌نویس ( Laravel / PHP ),2020-10-22 03:00:10,C,FT
S,False,2020-08-01 14:49:38,,برنامه‌نویس Full-Stack,2020-08-22 14:33:36,C,FT
S,True,2020-11-29 10:31:45,>12MT,Data Engineer,2021-01-29 03:00:10,C,FT
J,True,2021-04-04 12:54:17,,برنامه‌نویس ASP.NET MVC,2021-05-16 03:00:11,A,FT
J,True,2020-10-13 13:12:45,<4MT,توسعه‌دهنده back-end,2020-12-13 03:00:10,C,FT
J,True,2020-08-13 15:08:13,,کارشناس پشتیبانی و استقرار نرم‌افزار,2020-10-13 03:00:10,C,FT
S,False,2020-07-13 15:55:24,<8MT,توسعه‌دهنده iOS,2020-09-12 03:00:10,C,FT
J,True,2020-08-11 10:13:17,<8MT,Fullstack developer,2020-10-11 03:00:10,C,FT
S,False,2020-09-06 18:25:26,<8MT,توسعه‌دهنده Node.js,2020-11-06 03:00:10,C,FT
S,False,2021-04-10 10:07:38,,Senior Back-end Developer-ASP.NET Core,2021-05-21 03:00:11,C,FT
J,False,2020-07-01 15:32:45,,برنامه‌نویس Front End,2020-08-22 14:34:02,C,FT
S,True,2020-08-01 14:53:17,,DevOps Engineer,2020-08-10 16:37:16,C,FT
S,True,2021-05-15 16:37:12,<8MT,برنامه‌نویس (C# (ArcGIS SDK,2021-06-25 03:00:12,C,FT
J,True,2020-08-11 10:13:46,<6MT,برنامه‌نویس Front end,2020-10-11 03:00:10,C,FT
S,False,2020-11-21 10:59:31,<6MT,توسعه‌دهنده Vue.js,2021-01-21 03:00:11,C,PR
S,True,2020-11-04 14:15:26,<6MT,برنامه‌نویس اندروید,2021-01-04 03:00:11,C,PR
S,False,2020-06-14 15:00:09,<8MT,PHP) Full-Stack Developer),2020-08-14 03:00:09,C,FT
J,False,2020-08-25 15:44:57,<4MT,برنامه‌نویس وب,2020-10-25 03:00:09,C,FT
S,False,2020-07-13 18:09:24,,Senior Front-end Developer,2020-09-12 03:00:10,C,FT
J,False,2020-08-11 10:14:01,,کارشناس فنی گزارشات,2020-08-22 14:31:43,C,FT
I,False,2020-08-09 17:13:18,,توسعه‌دهنده Front-end,2020-10-09 03:00:09,C,PT
I,True,2020-08-23 17:36:25,,UI-UX developer,2020-10-23 03:00:09,C,PT
S,False,2020-05-30 10:32:34,,UI/UX Designer,2020-07-30 03:00:09,C,FT
J,False,2020-05-30 17:37:10,,Data scientist,2020-07-30 03:00:09,C,FT
J,False,2020-05-30 14:31:06,<3MT,طراح سایت مسلط به وردپرس و آشنا به سئو,2020-07-30 03:00:09,C,FT
S,True,2020-05-30 12:17:01,<12MT,تیم MobileApp Development شرکت کانادایی,2020-07-30 03:00:09,C,FT
S,False,2020-05-30 12:16:12,>12MT,تیم WebApp Development در شرکت کانادایی,2020-07-30 03:00:09,C,FT
J,False,2020-08-23 17:35:45,,Software Tester,2020-10-23 03:00:09,C,FT
S,False,2020-07-13 10:52:19,<8MT,برنامه‌نویس بلاکچین,2020-09-12 03:00:10,C,FT
I,True,2020-05-30 10:34:44,<1MT,برنامه‌نویس (کارآموز - دورکاری),2020-07-30 03:00:09,C,PT
S,False,2020-05-30 10:34:35,,Associate Director Of Engineering,2020-07-30 03:00:09,C,FT
S,False,2020-05-30 10:33:11,,CRM Specialist,2020-07-30 03:00:09,C,FT
S,False,2020-05-30 10:31:58,,Android Developer,2020-07-30 03:00:09,C,FT
J,False,2020-07-19 15:16:17,,React Developer,2020-09-18 03:00:10,C,FT
S,False,2020-05-30 10:31:40,,Backend Developer,2020-07-30 03:00:09,C,FT
S,False,2020-07-19 13:03:30,<12MT,FullStack Developer,2020-09-18 03:00:10,C,FT
S,False,2020-08-01 14:07:36,<8MT,توسعه‌دهنده Back-end,2020-08-10 16:37:16,C,FT
J,False,2020-05-09 20:46:17,<4MT,گرافیست UI/UX,2020-07-09 03:00:09,C,FT
I,False,2020-09-14 22:14:44,,کارآموز Front-End,2020-11-14 03:00:09,C,FT
J,False,2020-06-30 11:29:01,<6MT,توسعه‌دهنده Laravel,2020-08-30 03:00:08,C,FT
S,False,2020-11-08 13:01:37,,Senior Front-end Developer- Angular,2021-01-08 03:00:10,C,FT
J,True,2020-09-14 22:17:42,,برنامه‌نویس Unity - یونیتی,2020-11-14 03:00:09,C,PT
J,False,2020-08-10 11:50:39,,برنامه‌نویس Back End,2020-08-22 14:32:49,C,FT
S,True,2020-05-09 16:32:27,<3MT,مدیر سرور,2020-07-09 03:00:09,C,PT
S,True,2021-01-31 09:58:58,,Senior Back-end Developer,2021-03-03 16:35:11,C,FT
S,False,2020-05-30 10:31:33,,Frontend Developer,2020-07-30 03:00:09,C,FT
S,False,2020-05-09 16:28:42,<8MT,توسعه‌دهنده iOS,2020-07-09 03:00:09,C,FT
J,False,2020-05-09 16:08:58,<4MT,توسعه‌دهنده موبایل,2020-07-09 03:00:09,C,FT
J,True,2020-05-09 16:08:10,<8MT,توسعه‌دهنده Backend,2020-07-09 03:00:09,C,FT
J,False,2020-05-09 13:44:29,<3MT,توسعه‌دهنده Back-end,2020-07-09 03:00:09,C,FT
J,False,2020-06-30 23:21:04,<6MT,توسعه‌دهنده Winform,2020-07-09 10:04:17,C,FT
I,True,2020-07-09 20:39:13,,پیش کارآموزی توسعه‌دهنده وب,2020-07-17 22:05:46,C,PT
S,False,2020-08-02 15:47:43,>12MT,مدیر پروژه,2020-08-10 16:37:16,C,FT
J,True,2020-05-30 10:31:18,<4MT,توسعه‌دهنده Front-end,2020-07-30 03:00:09,C,FT
S,False,2020-05-30 10:31:11,<8MT,توسعه‌دهنده React-Native,2020-07-30 03:00:09,C,FT
J,False,2020-05-10 20:56:10,,توسعه‌دهنده یکپارچه‌ساز,2020-07-10 03:00:08,C,FT
J,False,2020-05-10 17:16:39,<4MT,کارشناس ناک,2020-07-10 03:00:08,C,FT
J,False,2020-05-10 17:14:58,<6MT,کارشناس کنترل پروژه - آقا,2020-07-10 03:00:08,C,FT
S,True,2020-12-08 12:56:44,<8MT,برنامه‌نویس و توسعه‌دهنده وب,2021-02-07 03:00:11,C,FT
S,False,2020-05-10 17:14:27,<8MT,کارشناس هوش مصنوعی,2020-07-10 03:00:08,C,FT
J,False,2020-05-10 17:11:31,<6MT,پشتیبانی شبکه‌های کامپیوتری - خانم,2020-07-10 03:00:08,C,FT
J,True,2020-08-23 16:26:03,<4MT,برنامه‌نویس اندروید,2020-10-23 03:00:09,C,PT
S,False,2020-05-10 15:05:19,,Backend Developer (JVM),2020-07-10 03:00:09,C,FT
I,False,2020-05-10 14:11:47,,Functional Programming Internship,2020-07-10 03:00:09,C,FT
J,False,2020-08-31 13:59:30,,کارشناس سیستم وشبکه( SRE),2020-10-31 03:00:10,C,FT
S,True,2020-05-10 11:52:08,<12MT,توسعه‌دهنده Back-End,2020-07-10 03:00:09,C,PR
J,False,2020-07-11 11:42:04,<4MT,توسعه‌دهنده Back-end,2020-09-10 03:00:10,C,FT
J,False,2020-05-27 12:28:38,<1MT,کارشناس نرم افزار,2020-07-27 03:00:09,C,FT
S,True,2021-03-10 16:57:11,<12MT,React Developer (Front-end) توسعه‌دهنده,2021-03-19 19:52:36,C,FT
S,True,2021-04-03 18:51:52,>12MT,توسعه‌دهنده ارشد Front-end,2021-05-15 03:00:11,A,FT
J,True,2020-05-27 11:39:04,<4MT,توسعه‌دهنده Django) Back-End),2020-07-27 03:00:09,C,PT
S,True,2020-05-27 11:38:45,<6MT,توسعه‌دهنده ارشد Django) Back-End),2020-07-27 03:00:09,C,PT
S,False,2020-05-27 11:36:15,<12MT,توسعه‌دهنده ارشد Node JS,2020-07-27 03:00:09,C,FT
S,False,2020-08-23 13:32:19,<8MT,توسعه‌دهنده اندروید,2020-10-23 03:00:09,C,FT
J,False,2020-05-11 18:01:24,<3MT,توسعه‌دهنده PHP,2020-07-11 03:00:08,C,FT
J,False,2020-05-11 16:54:28,<3MT,کارشناس هوش تجاری و انبار داده,2020-07-11 03:00:08,C,FT
S,False,2020-05-11 13:33:50,,توسعه‌دهنده Java,2020-07-11 03:00:08,C,FT
S,False,2020-05-30 10:30:57,<6MT,مهندس کامپیوتر - گرایش امنیت,2020-07-30 03:00:09,C,FT
S,True,2020-05-11 13:21:50,<6MT,Java Developer,2020-07-11 03:00:08,C,PT
J,False,2020-05-11 11:24:26,<4MT,برنامه‌نویس #C دسکتاپ,2020-07-11 03:00:08,C,PR
S,False,2020-08-19 11:00:52,<12MT,Senior Front End Developer,2020-10-19 03:00:10,C,FT
S,True,2020-09-04 17:39:55,,طراح UI/UX,2020-11-04 03:00:09,C,PR
S,True,2020-10-13 13:11:46,<6MT,برنامه‌نویس iOS,2020-12-13 03:00:10,C,FT
I,False,2020-11-21 14:35:57,,کارآموز برنامه‌نویس React.js,2021-01-21 03:00:11,C,PT
J,False,2020-07-11 14:14:43,<3MT,توسعه‌دهنده Back-end,2020-09-10 03:00:10,C,FT
J,True,2020-05-30 10:29:33,<3MT,توسعه‌دهنده Vue.js,2020-07-30 03:00:09,C,FT
S,False,2020-07-25 13:40:02,,برنامه‌نویس ارشد React) Front-end),2020-08-10 16:37:17,C,FT
S,False,2020-07-12 12:48:55,,توسعه‌دهنده Front-end,2020-09-11 03:00:09,C,FT
S,False,2020-07-19 13:01:41,>12MT,Python-Yerevan) Full-Stack Developer),2020-09-18 03:00:10,C,FT
S,False,2021-01-22 13:13:19,<8MT,برنامه‌نویس React) Front-end),2021-03-20 03:00:11,C,FT
J,True,2021-04-03 20:53:15,<8MT,توسعه‌دهنده Front-end,2021-05-15 03:00:11,A,FT
J,False,2020-07-12 13:24:00,<6MT,توسعه‌دهنده Back-end,2020-09-11 03:00:09,C,FT
S,False,2020-07-12 10:52:44,<12MT,PHP Back-End Developer,2020-08-13 12:31:06,C,FT
J,True,2020-05-30 10:29:08,<3MT,توسعه‌دهنده React Native (دورکاری),2020-07-30 03:00:09,C,PT
J,False,2020-07-27 11:31:34,<6MT,توسعه‌دهنده Front-end,2020-09-26 03:00:10,C,FT
J,False,2020-08-23 13:30:19,<3MT,برنامه‌نویس Laravel,2020-10-23 03:00:09,C,PT
J,True,2020-07-11 11:42:59,<6MT,توسعه‌دهنده Front-end,2020-09-10 03:00:10,C,PT
S,False,2020-06-07 14:39:06,<8MT,"برنامه‌نویس فول استک C#, ASP.NET",2020-07-11 17:37:39,C,FT
J,True,2021-01-21 18:04:05,,توسعه‌دهنده PHP,2021-03-20 03:00:11,C,FT
J,False,2020-07-08 17:30:55,<6MT,توسعه‌دهنده React js -ASP.net,2020-09-07 03:00:10,C,FT
S,True,2020-11-21 11:00:48,,برنامه‌نویس Back-end,2021-01-21 03:00:11,C,FT
S,False,2020-07-11 11:44:33,,برنامه‌نویس Full-Stack,2020-09-10 03:00:10,C,FT
S,True,2020-12-03 13:56:04,<6MT,توسعه‌دهنده Back-end,2021-01-01 22:49:27,C,FT
J,False,2020-07-11 11:43:39,<6MT,کارشناس کنترل پروژه - آقا,2020-09-08 11:35:01,C,FT
S,False,2020-05-15 14:21:05,<6MT,تحلیل‌گر ارشد,2020-07-15 03:00:08,C,FT
S,True,2020-08-15 10:52:20,<6MT,طراحی کاربری UI/UX,2020-10-15 03:00:09,C,PR
S,False,2020-08-19 11:01:02,<12MT,Senior Back End Developer,2020-10-19 03:00:10,C,FT
S,False,2020-08-23 13:30:07,<6MT,مسئول تحویل و مستند سازی پروژه,2020-10-23 03:00:09,C,PR
S,True,2020-07-27 12:16:19,,برنامه‌نویس ارشد (PHP (Laravel,2020-08-10 16:37:16,C,FT
S,True,2020-06-17 14:20:02,<6MT,برنامه‌نویس Reactjs,2020-08-17 03:00:09,C,FT
S,False,2020-07-17 11:59:23,,مدرس برنامه‌نویسی,2020-09-16 03:00:09,C,PT
J,False,2020-08-22 17:32:42,,توسعه‌دهنده نرم افزار پایانه‌های POS,2020-10-22 03:00:10,C,FT
S,True,2020-08-12 12:29:44,,برنامه‌نویس ارشد React,2020-10-12 03:00:10,C,FT
S,False,2020-08-12 12:28:09,,توسعه‌دهنده Frontend (Vue.js),2020-09-19 16:45:17,C,FT
J,False,2020-08-13 15:37:11,,J2EE، آقا، تمام وقت دارای پایان خدمت,2020-10-13 03:00:10,C,FT
I,False,2020-07-11 16:35:23,,کاراموز برنامه‌نویسی Front-end(Angular),2020-08-02 20:48:03,C,FT
S,False,2020-05-12 15:47:22,<12MT,Web Developer,2020-07-12 03:00:09,C,FT
S,False,2020-08-23 10:27:22,,متخصص Dev-Ops,2020-10-23 03:00:09,C,FT
J,False,2020-05-15 14:20:55,,توسعه‌دهنده Back-End لاراول,2020-07-15 03:00:08,C,FT
J,True,2020-07-12 10:50:16,<3MT,FullStack Web Developer,2020-09-11 03:00:09,C,PT
J,False,2020-05-15 14:21:27,<3MT,توسعه‌دهنده Backend,2020-07-15 03:00:08,C,FT
S,True,2020-05-12 13:16:01,,برنامه‌نویس ارشد جاوا,2020-07-12 03:00:09,C,FT
J,False,2020-07-05 11:18:25,<3MT,برنامه‌نویس Angular,2020-09-04 03:00:09,C,FT
S,True,2020-08-03 15:59:04,<12MT,برنامه‌نویس ارشد فول استک Vue-Laravel,2020-08-10 16:37:16,C,FT
S,False,2020-07-12 10:51:59,<12MT,Frontend Engineer,2020-08-13 12:31:11,C,FT
S,False,2020-08-01 18:25:02,<4MT,طراح UI/UX,2020-10-01 03:00:10,C,FT
S,False,2020-07-12 14:50:58,<8MT,کارشناس برنامه‌نویسی Back-End,2020-09-11 03:00:09,C,FT
S,False,2020-06-23 14:33:44,<12MT,Frontend Engineer,2020-07-12 08:55:59,C,FT
S,False,2020-06-13 14:06:04,<12MT,PHP Back-End Developer,2020-07-12 08:56:09,C,FT
J,False,2020-07-12 10:53:15,<3MT,توسعه‌دهنده وردپرس,2020-09-11 03:00:09,C,FT
J,False,2020-05-15 14:21:44,<2MT,توسعه‌دهنده Front-end,2020-07-15 03:00:08,C,FT
S,False,2021-01-22 13:10:38,,توسعه‌دهنده Front-end,2021-03-20 03:00:11,C,FT
S,True,2020-07-30 14:01:20,<6MT,طراح UI/UX,2020-09-29 03:00:10,C,FT
S,False,2020-08-01 18:25:14,<4MT,Front-End Developer,2020-10-01 03:00:10,C,FT
J,False,2020-07-06 17:16:28,,برنامه‌نویس Nodejs,2020-09-05 03:00:10,C,FT
J,False,2020-08-12 12:22:13,,تحلیل‌گر داده (Data Scientist),2020-10-07 16:25:02,C,PT
J,False,2020-08-12 12:21:59,,توسعه‌دهنده وب,2020-10-12 03:00:10,C,PT
J,False,2020-07-15 17:00:24,<3MT,طراح وب سایت,2020-09-14 03:00:09,C,FT
S,True,2020-05-13 20:15:53,<8MT,توسعه‌دهنده Front End,2020-07-13 03:00:08,C,FT
S,False,2020-05-13 15:05:10,,برنامه‌نویس C#.NET,2020-07-13 03:00:08,C,FT
S,False,2021-01-23 14:10:24,<12MT,Front-end Developer,2021-03-21 03:00:10,C,FT
S,False,2020-05-13 15:05:37,<8MT,توسعه‌دهنده ارشد Python,2020-07-13 03:00:08,C,FT
J,False,2020-05-13 12:13:21,<6MT,برنامه نوبس بک اند,2020-07-13 03:00:08,C,FT
S,False,2020-05-13 12:09:18,,برنامه‌نویس Java,2020-07-13 03:00:08,C,FT
M,True,2020-05-13 12:09:11,<8MT,مهندس مسلط به مباحث Big Data,2020-07-13 03:00:08,C,PT
J,False,2020-07-11 16:03:24,<3MT,Front-End Developer,2020-09-10 03:00:10,C,FT
S,False,2020-08-09 17:16:13,<8MT,برنامه‌نویسی و طراحی وب,2020-10-09 03:00:09,C,FT
J,True,2020-08-02 13:29:18,<1MT,توسعه‌دهنده (Back-End(Python,2020-08-23 13:48:14,C,FT
J,True,2020-11-21 01:05:35,<3MT,توسعه‌دهنده Front-end,2021-01-20 03:10:14,C,FT
S,False,2020-08-31 10:51:25,<4MT,توسعه‌دهنده Back-End با Laravel,2020-10-31 03:00:10,C,FT
S,False,2021-01-23 14:09:42,,AI Developer,2021-03-21 03:00:10,C,FT
S,False,2020-07-13 11:32:37,<8MT,برنامه‌نویس ASP,2020-09-12 03:00:10,C,FT
S,True,2020-07-13 18:11:26,,Front End Developer,2020-09-12 03:00:10,C,PR
J,False,2021-01-02 11:23:11,<4MT,Front-end Developer,2021-03-04 03:00:11,C,FT
I,True,2020-10-18 11:46:17,<2MT,توسعه‌دهنده Full Stack,2020-12-18 03:00:11,C,PR
S,False,2020-08-22 17:32:53,<12MT,Senior Python (Django) Developer,2020-10-22 03:00:10,C,FT
S,False,2020-09-12 14:27:11,<6MT,برنامه‌نویس Front-end,2020-11-12 03:00:09,C,FT
S,False,2021-05-27 13:39:09,>12MT,توسعه‌دهنده React,,PB,FT
S,False,2020-08-28 16:55:22,,UI/UX Designer,2020-09-23 14:58:28,C,FT
S,False,2020-07-13 15:58:42,<8MT,برنامه‌نویس (Front-end (jQuery,2020-09-12 03:00:10,C,FT
J,False,2020-07-08 17:29:45,<8MT,مهندس نرم‌افزار - Front-end,2020-08-20 09:22:01,C,PT
J,False,2020-08-22 17:33:00,,برنامه‌نویس Back End,2020-10-22 03:00:09,C,FT
J,False,2020-11-21 01:06:10,<6MT,برنامه‌نویس Java,2021-01-20 03:10:14,C,FT
S,False,2020-07-17 11:59:35,<12MT,توسعه‌دهنده Front-end,2020-09-16 03:00:09,C,FT
S,True,2020-07-30 14:01:41,<3MT,برنامه‌نویس Python و C#,2020-09-29 03:00:10,C,FT
S,False,2020-06-27 11:51:39,<4MT,توسعه‌دهنده Back-end دات نت کور,2020-08-27 03:00:11,C,FT
J,False,2020-05-14 13:46:22,<3MT,پشتیبان نرم افزار,2020-07-14 03:00:08,C,FT
S,True,2020-08-11 17:18:59,>12MT,توسعه‌دهنده Golang,2020-10-11 03:00:10,C,PR
M,False,2020-07-15 17:52:04,<12MT,مدیر فنی مسلط به Angular + NodeJS,2020-07-24 12:54:56,C,FT
S,False,2020-07-18 10:51:07,,برنامه‌نویس کامپیوتر,2020-09-17 03:00:10,C,FT
S,True,2020-12-08 14:16:17,>12MT,طراحی یک وبسایت واکنش گرا,2021-02-07 03:00:11,C,PR
S,False,2020-08-01 18:26:15,<4MT,Back-End Developer,2020-10-01 03:00:10,C,FT
S,True,2020-11-15 09:47:21,<12MT,برنامه‌نویس ارشد Front-end,2021-01-15 03:00:11,C,FT
J,False,2020-05-20 15:44:10,<8MT,Back-End Java Developer (شیراز),2020-07-14 14:33:35,C,FT
S,False,2020-07-14 12:29:36,<3MT,WordPress کار,2020-07-25 23:10:37,C,PT
S,False,2020-08-23 10:26:56,<6MT,برنامه‌نویس Back-end,2020-10-23 03:00:09,C,PT
I,False,2020-08-02 11:14:54,,کارآموز برنامه‌نویسی,2020-10-02 03:00:10,C,PT
S,False,2020-06-02 12:23:24,<8MT,کارشناس فنی پشتیبانی سیستم,2020-07-14 14:33:40,C,FT
